FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,RAY,SHK,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
SB,-0.000413537,-2.37175e-05,1.18784e-05,-0.00026631,0.000132654,3.62271e-05,2.63402e-05,9.91379e-05,5.39034e-05,2.82924e-05,-4.61871e-05,-7.22639e-05,-7.49956e-05,-1.33513e-05,7.3254e-06,7.24553e-05,-1.19387e-05,-9.1073e-05,1.88258e-05,3.39046e-05,-2.6905e-06,1.29268e-05,-9.9949e-06,-0.000130436,4.03359e-05,1.05528e-05,3.15566e-05,-0.000947565,-0.000708948,-9.44784e-05,4.46923e-05,2.53459e-05,-4.9229e-05,-6.01678e-05,1.29883e-05,0.000209119,-9.5778e-06,1.10793e-05,7.182e-07,3.18207e-05,8.3251e-05,-2.8032e-06,9.188e-07,6.4142e-06,-3.38669e-05,2.68698e-05,-6.50631e-05,1.47383e-05,6.9611e-06,1.7808e-05,2.12055e-05,-6.21013e-05,6.85702e-05,3.50519e-05,6.54914e-05,0.000133551,-1.11141e-05,2.1793e-06,-5.45452e-05,-7.6048e-06,-8.76662e-05,-8.60066e-05,-3.46875e-05,-5.3435e-06,-3.97498e-05,2.49508e-05,1.94559e-05,-3.32401e-05,-4.7364e-06,1.62549e-05,-6.2427e-06,-0.0001483,-8.121e-07,-1.99796e-05,2.89406e-05,3.07387e-05,1.10793e-05,-1.75786e-05,-9.15292e-05,2.92171e-05,5.9964e-06,1.85586e-05,6.0722e-06,-1.32966e-05,-0.000836411,-0.000574603,2.5131e-06,1.38836e-05
MM,0.0245161,-0.0920501,-0.00527974,-0.0392753,-0.00373728,-0.00600399,-0.00162926,0.0166879,-0.035435,-0.0160893,-0.0190126,-0.00675654,0.000250982,-0.0209602,1.11522e-05,-0.0332386,-0.0111384,-0.0127508,-0.131612,0.0378499,0.00515376,0.00223338,-0.0746304,0.0162222,0.0310863,0.00113701,-0.016207,0.0636208,0.0236616,0.00261116,0.0210055,-0.0103525,-0.114974,-0.241602,0.00301964,-0.0126884,0.00933037,-0.0139493,-0.015481,0.005739,-0.00866013,-0.00645394,0.00230235,0.00119209,0.00628213,-0.00389268,0.0142838,-0.00609784,0.000744069,-0.000227413,-0.00356802,-0.000795917,-0.00906911,-0.0018662,-0.00992509,-0.0124075,0.00224892,-0.000742105,0.00528334,-1.5378e-06,0.00967599,0.00799253,0.00394156,0.000224793,0.00441259,-0.00778188,0.047046,0.00469812,0.000928912,-0.0019551,0.00591812,-0.0275277,-0.0304761,-0.0796686,-0.00277987,-0.00353543,-0.0139493,0.00234955,-0.022822,-0.0029022,-0.0095466,-0.00252163,-0.00811349,0.0170081,0.0450582,0.030964,0.0118908,-0.0102787
TUR,8.11195e-05,-0.000341048,-0.155619,-0.00012751,8.36858e-05,5.94397e-05,-3.92641e-05,-2.33305e-05,-0.000225479,0.000566325,0.000649545,-0.000117761,8.72904e-05,0.00030795,0.000856893,0.000583223,0.000649305,0.000101703,0.000981063,0.000104784,5.04405e-05,0.000241803,0.000298453,-2.03808e-05,7.81717e-05,-3.68769e-05,1.08108e-05,9.32524e-05,0.000407555,2.49761e-05,-0.000187764,0.000125708,-0.00269237,9.54409e-05,-4.0343e-05,0.000117451,6.20094e-05,-0.0182647,0.00040543,0.000470929,-2.21529e-05,0.00149466,0.000181243,0.00120472,0.000467687,0.00329401,0.00296583,0.0275006,-0.384968,0.00301185,0.0254321,0.000285821,-5.96787e-05,3.347e-06,-2.99432e-05,-1.30656e-05,1.12449e-05,-5.8006e-06,-6.02453e-05,7.5948e-06,3.93466e-05,2.57831e-05,-0.000302126,-0.000646789,-0.000281496,-0.00116127,-0.000268858,-0.000248655,5.9739e-06,-2.69298e-05,-0.00128803,7.01131e-05,9.75018e-05,-0.000343432,-1.33037e-05,4.97503e-05,-0.0182647,-0.000412955,-8.67047e-05,-1.05436e-05,-5.84304e-05,0.000435844,7.37718e-05,8.88117e-05,0.00022767,0.000135738,-0.000364576,0.000282649
XIP,-0.00191695,-0.000894698,0.000251727,-0.296253,-0.235024,-0.046146,0.0307515,-0.0155842,-0.00353476,0.005476,0.0113699,0.0127031,0.0135903,-0.00167458,-0.000772221,0.000672758,-0.000104602,0.0207462,-0.0454096,0.00214464,-0.00319283,-0.00152752,0.0309564,-0.00257635,-0.00967309,0.0411598,0.0285577,-0.0122684,0.0129358,0.00541594,0.00095524,0.00342243,-0.00637341,-0.00871291,-0.000285985,0.00270939,-0.00165339,0.00371346,0.00520206,-0.00332741,-0.00062286,0.00167683,-0.00128623,-0.000228407,-0.000171905,-0.000169914,0.00244319,-0.00112396,-4.69036e-05,-0.00391871,-0.00107299,0.000741873,0.00170959,-0.0175602,-0.00220701,0.00167138,-0.000368002,0.000133515,0.000504539,0.000191154,-0.00158833,-0.000817688,0.000347581,-0.000103923,5.2073e-06,-0.0119513,-0.000426666,-0.000673816,-0.000165434,-9.94464e-05,0.00244246,0.325533,0.0234861,0.0218627,0.0105264,-0.037566,0.00371346,0.00144096,0.282323,0.00837611,-0.000494499,0.000193846,-2.09689e-05,0.0205888,0.00398269,-0.00850775,0.00921005,-0.00191755
THU,0.00118812,-0.00913611,0.000201101,-0.109754,-0.135503,-0.0311961,-0.0299771,0.029729,-0.0104572,-0.000672812,0.00100337,0.0074145,0.00981846,0.00369153,0.0168192,-0.00755777,-0.00345348,0.00856232,0.00467426,0.011561,0.0047179,-0.000573284,-0.0902984,-0.0101319,-0.00057555,0.0270984,-0.000142115,0.000601294,0.00340467,0.00387972,0.00239537,0.00359171,0.00611615,-0.0287942,8.68446e-05,0.000516699,-0.001634,0.00192697,0.00024353,-0.00136541,-0.00138788,0.00011138,-9.57326e-05,-5.9462e-06,0.000600059,-0.000419585,-0.00164148,0.00145414,-7.4898e-06,-0.0015915,0.00120535,0.000481117,-0.000764347,-0.0119076,-0.00140885,-0.00174993,0.000334848,-0.000165663,0.000883787,-6.98583e-05,0.00105965,0.00109736,0.000606628,-5.1177e-06,0.000486521,-0.00545797,0.00528819,0.000454493,0.000125286,-0.000313336,-0.00296835,-0.054187,-0.054559,-0.0664674,-0.0302977,-0.0239069,0.00192697,-0.000560219,0.153318,-0.0303318,-0.000825629,-0.00058103,-0.000826863,0.0080548,0.00105672,0.0100069,0.0034273,-0.000860705
LPL,-0.00507229,-0.00528625,5.86046e-05,-0.0332087,-0.0843072,-0.440491,-0.345707,0.131484,0.0382524,-0.000135638,-0.0727637,-0.154101,-0.196993,0.0178308,0.00700258,0.0235013,0.0169558,-0.236406,-0.00530028,-0.0373135,0.0232596,0.0221907,-0.0356066,0.00352843,0.106009,-0.495472,-0.26781,0.0739177,-0.177958,-0.0668798,-0.00350154,-0.0329185,0.0131372,0.050673,0.00681909,-0.00461075,0.0169795,-0.00783987,-0.0519259,0.046935,0.0113234,-0.0160024,0.0106824,0.00306859,0.000506088,0.00223332,-0.0159635,0.00560999,2.48134e-05,0.0432054,0.0076108,-0.0142366,-0.0122856,0.212746,0.0300832,-0.00746041,0.00268774,-0.00104537,-0.00858056,-0.00209523,0.00978561,0.00237382,-0.00558709,0.00023043,-0.00276529,0.021237,-0.00773938,0.00345365,0.00130438,0.00184395,-0.0207097,-0.0229734,-0.100773,-0.027815,-0.107623,0.451934,-0.00783987,-0.0177204,0.0751488,-0.0823103,0.00289498,0.00571295,-0.00303502,-0.101169,-0.0381457,0.0239939,-0.052079,0.0076411
MPL,-0.000604995,-0.00724857,-0.00195744,0.0123348,-0.00150589,-0.00717946,-0.116249,-0.44966,0.00385024,-0.00216294,-0.015018,-0.0214693,-0.0285903,0.00708378,0.00870326,3.25614e-05,-0.000100408,-0.0359666,0.00274915,-0.00153147,0.0047864,-0.0252281,-0.0396749,0.00998431,0.0133387,0.00841195,0.02063,-0.000760308,-0.00685319,0.00232746,-0.00366898,-0.0170182,-0.0417934,-0.00307946,0.000174483,-0.00366374,0.00870965,-0.00406662,-0.0061299,0.00840784,0.000184299,-0.00352381,-0.00266285,0.000467394,0.000583069,-0.000612157,0.00463173,-0.00274608,0.000320874,0.00541347,-0.0018784,0.00346023,-0.00833335,-0.00290626,0.000557173,0.0136378,-0.00157017,0.000449337,-0.000284362,0.000940262,0.000130895,-0.0064049,-9.08373e-05,0.000237323,0.000208653,-0.000321078,-0.00433138,0.00100022,-0.000601107,5.76441e-05,0.0350636,0.00215934,0.183999,-0.0276072,0.649424,-0.0109409,-0.00406662,0.00241636,0.00285263,0.624511,-0.00419772,0.00222405,-0.00276807,-0.0126731,-0.00339903,0.0255362,-0.00784677,-0.0017367
SPL,-0.00353092,-0.00910703,0.0014198,-0.00328688,-0.002434,-0.0154484,0.18782,-0.141964,-0.00615255,0.000661158,-0.00830201,-0.00410204,-0.00451667,-0.0130804,-0.0141841,-0.00410458,-0.00544098,-0.0040932,-0.00136855,0.00677533,-0.00149733,-0.0035258,0.0748918,-0.00454553,-0.0483608,0.011156,-0.0342002,-0.0118656,0.00597815,-0.000704027,0.00647706,-0.00300147,-0.00681022,-0.0106229,0.00190163,0.00446702,0.00235877,0.00266131,0.0255593,0.00126479,0.00780254,0.0077389,-0.00731182,-0.00137003,-0.00673785,0.00248958,0.00629877,-0.00463567,0.000846726,0.00384126,-0.00331334,-0.00341025,0.00690381,-0.00714369,0.000444727,-0.0211265,0.00395409,-0.00149149,-0.00396908,-0.00351083,0.00326658,0.00875848,-0.00275379,-0.000299974,-0.00378752,-0.00065987,0.00648048,-0.00574952,0.00151194,0.00206925,0.0107821,-0.00116446,0.0847227,0.0564852,0.134358,0.0437622,0.00266131,0.00188666,0.00216011,0.128674,0.000297331,0.0107782,0.00203105,0.00285331,-0.00391883,0.0487773,0.00207002,0.00193075
HAK0,-0.00010567,-3.81031e-05,4.86913e-05,1.26469e-05,-2.84324e-05,-2.16826e-05,-0.000663009,0.000414185,-0.00293988,-0.00366905,0.000447457,-6.0751e-06,0.00203191,6.13646e-05,0.000113598,1.366e-06,7.0182e-06,-0.00014323,0.000103123,0.00019982,-0.000413516,-0.000525152,-0.000132069,-0.000137105,-1.7134e-05,0.000141624,-0.0002879,-0.000180924,0.000176401,-1.68177e-05,0.000134402,-3.86196e-05,-0.000234986,6.6183e-06,8.13492e-05,0.000210101,-0.000301673,9.22624e-05,-0.00022935,-0.000179072,6.97974e-05,7.49868e-05,7.06981e-05,1.75966e-05,-3.7973e-06,5.10037e-05,1.89184e-05,-3.08255e-05,3.34201e-05,9.35241e-05,0.000124037,0.000123545,-0.00555351,8.68914e-05,5.23874e-05,2.54159e-05,0.00050541,-0.000277653,7.3659e-06,-0.000255012,0.00324588,0.000207005,-5.66725e-05,-2.8076e-05,-4.89332e-05,1.7671e-06,-0.000210016,-2.22686e-05,0.000204912,6.41274e-05,-0.000174779,-7.84595e-05,-0.000270811,-0.000157283,-0.000494332,-2.91859e-05,9.22624e-05,-0.000310197,-7.6967e-06,-0.000476398,-0.000105453,-0.000181343,-0.000119302,8.13749e-05,-2.17893e-05,-9.70876e-05,3.56926e-05,-0.000138565
HAK1,-0.000253156,-0.000351381,6.19387e-05,3.02274e-05,-0.000247524,1.16805e-05,-0.001118,0.00233806,-0.0042782,-0.00896293,-0.00157492,-0.00130279,0.00120329,3.498e-05,-0.000690963,-1.63928e-05,-0.000618611,3.72668e-05,-0.000438656,2.19802e-05,-0.00439434,-0.00067394,-0.00178327,-0.000660503,-0.00134901,0.000838103,-0.00134353,0.000703052,0.000566484,-0.00202184,0.000807136,-4.60815e-05,-0.000622625,-0.000475353,-0.00126693,0.00036204,-0.000519711,-0.000170778,0.00020598,-0.000709919,0.000365272,0.000336094,-2.48685e-05,7.90078e-05,-0.000103652,0.000292001,0.000528171,-0.000377859,1.54696e-05,0.000265953,-0.000176649,0.000282758,-0.0107264,0.000775863,0.000497853,0.00221802,0.000979604,-0.000575672,-6.57621e-05,-0.000533233,0.00549398,-0.000738996,-0.000240322,-0.000126068,-0.000185751,0.00260737,0.000202096,-0.00014103,0.00041083,0.000213132,-0.000394977,-3.10057e-05,-0.00119992,-0.00148141,-0.00082088,-0.000190847,-0.000170778,5.17309e-05,-3.04918e-05,-0.00078929,0.00010809,-0.000361589,0.000366257,2.03765e-05,0.000636595,0.000299439,0.000880448,0.000256581
HAK2,0.011511,-0.000602153,0.000162654,0.0112243,-0.00358759,-0.0181233,0.00259096,-0.00297941,-0.160185,-0.0387909,-0.0354661,-0.0456633,-0.0520429,-0.00182951,-0.0044362,-0.000922706,-0.00190281,-0.0697775,0.000393588,0.000914012,0.00299247,-0.0128999,0.000531112,0.000782223,-0.00530881,0.0167164,0.0056295,0.0278312,0.0179459,-0.000892566,-0.00237282,-0.000722821,-0.00113893,0.0111972,-0.00889347,-0.000224465,0.000677162,-0.00103744,-0.0144442,0.00136143,-0.0002476,0.000653179,-9.85993e-05,-0.000152809,0.000139802,-0.000174503,0.00144391,-0.000795303,0.000663835,0.0149284,0.000555767,0.00424819,1.9958e-05,-0.00631512,0.00315983,-0.00320196,0.000581324,-0.000257608,0.000371427,-0.000269404,0.00110243,0.00163974,-0.0004363,1.05989e-05,0.000126663,0.010623,-0.0022163,0.000499034,0.000277697,4.70155e-05,-0.00501911,0.00207235,0.000491316,0.000186722,-0.00285716,-0.0147683,-0.00103744,-0.00901405,0.000983425,-0.0034364,-0.00367191,-0.00518017,-0.00508252,-0.0218573,0.0233176,0.0127152,-0.00903079,-0.00364694
HAK3,0.0162532,0.000581166,-0.00337142,0.0131359,-0.00351666,-0.0266181,0.00609839,-0.0039387,0.011641,0.00125255,-0.0410869,-0.10077,-0.128866,0.00407624,0.00178104,-0.000549696,-0.0174165,-0.105254,-0.0258308,-0.00690261,0.00135285,-0.00134089,-0.0022235,-0.00317732,-0.000854959,0.0240797,0.0139002,0.0414998,0.0209588,-0.000609507,-0.00308813,0.00165949,0.00450684,0.0162865,-0.00675751,0.000411141,0.000161596,-0.00879241,-0.0174343,-0.0327544,-0.00178446,0.0027493,-0.000733357,-0.000641747,0.00080939,-0.000693695,0.000677735,0.000614876,-0.00614892,0.0184,-0.012209,0.00321177,-0.00049956,-0.00939443,0.00322988,-0.00553343,0.00107227,-0.000475439,0.0012242,-0.000366125,0.00221718,0.0030345,0.000286012,6.19715e-05,0.000776331,-0.000775739,-0.00230631,0.000789712,0.000493353,-0.000362301,0.0106404,0.0242329,-0.000342603,-0.000815505,-0.00250647,-0.02171,-0.00879241,0.0669526,-0.000132673,-0.00342134,0.0368711,-0.0250779,0.0502316,-0.0383514,0.0321882,0.0178765,-0.0223112,0.0419189
HAK4,0.0010773,7.14714e-05,-0.00023322,0.000786159,-0.000192777,-0.00169302,0.000377209,-0.000233196,-0.0151151,-0.00287778,-0.00311429,-0.00790394,-0.00993204,0.00104275,0.000466675,0.000774837,-0.000950041,-0.00669828,-0.00241068,-0.00185233,0.00023014,-0.000149866,-0.000192529,-0.00013259,-6.88063e-05,0.00146562,0.000854913,0.00259056,0.0015665,0.000133618,-0.000285977,0.000232326,0.000362108,0.001165,0.000297819,-7.18606e-05,-2.01269e-05,0.000256394,-0.001789,-0.00266503,-0.000193478,0.000229185,-0.000147615,-7.17165e-05,4.50168e-05,-7.1146e-05,4.86316e-05,8.43867e-05,-0.000648177,0.000963723,-0.00118004,0.000187271,6.86787e-05,-0.000627658,-3.27474e-05,-0.000363631,7.04276e-05,-2.97847e-05,0.000118127,-2.24693e-05,8.57315e-05,0.000201003,7.4955e-05,2.05447e-05,8.49834e-05,-0.000442602,-0.000351179,4.27824e-05,3.0093e-05,-4.14842e-05,0.00112678,0.0020677,-8.80892e-05,-7.58745e-05,-0.000167288,-0.001364,0.000256394,0.00620499,-3.74595e-05,-0.000225179,0.00362885,-0.00215497,0.00489402,-0.00335004,0.00212316,0.00115704,-0.00212003,0.0040985
MUL0,-0.000124622,-4.86672e-05,0.000212384,-0.000106385,6.26806e-05,-1.33648e-05,-0.000175414,-0.00045455,-0.0016606,-0.00103086,-0.00130178,-0.000180736,0.000247666,-0.00221109,-0.00143144,-0.00167495,-0.00119048,3.64765e-05,-0.000192041,0.00225914,-0.000282157,-0.000222057,0.00135472,-0.000403822,-5.18503e-05,-4.21016e-05,-0.000150612,-0.000125801,-0.000382018,-8.85422e-05,-0.000638651,-0.000491354,-8.69567e-05,-4.31388e-05,-8.3238e-05,0.000121658,0.000176784,-2.34501e-05,-3.53474e-05,9.3621e-06,-0.00039269,5.21299e-05,0.000398221,0.000590816,-0.00233467,0.00148591,0.00028425,-5.67831e-05,0.000535083,0.00106343,-0.000371271,-0.00417941,0.000110307,-3.497e-06,1.62547e-05,-0.00025492,-5.2798e-05,3.3867e-05,0.000129013,9.15783e-05,2.86674e-05,0.000193304,0.000218694,-0.000488866,-7.09203e-05,0.000741509,0.00102151,0.000248431,-1.75737e-05,-0.000106459,-0.000317467,-5.82891e-05,0.000862366,0.00097326,-0.000132793,-6.0602e-05,-2.34501e-05,-0.000132653,-3.50782e-05,-0.000128261,-0.000252511,2.972e-06,-0.000123309,0.00146399,-0.000238777,-9.76005e-05,0.00121209,-0.000195562
MUL1,-0.000308055,-0.000199708,-0.000710322,-0.000365219,0.000328121,-0.000111904,-0.00126668,-0.00267362,0.000572967,-0.0081107,-0.00758535,-0.00275798,0.000480613,-0.00673582,-0.0123577,-0.0030815,-0.00360536,0.000666333,-0.00304325,0.00122089,-0.00138798,-0.000566337,0.0138096,-0.00306087,-0.000134935,-9.63464e-05,-0.00102125,-0.000163537,-0.00174747,0.000243379,-0.00180796,-0.0015954,-0.00113814,-0.000428158,-0.000114014,-0.00127969,0.000835822,-0.00325646,-0.000202407,-0.000624304,-0.00133534,-0.00158772,-0.0061147,0.000982645,-0.00493819,-0.00722577,-0.00911389,0.0073077,0.00194018,0.00308174,0.00590064,-0.00109539,0.000509593,-5.78217e-05,-0.000520112,0.000216742,-1.64746e-05,3.26813e-05,0.000902396,0.000229393,-0.000377686,0.00014886,0.000827866,-0.000516865,0.000390012,0.0138374,0.00580229,0.00166921,3.65802e-05,-0.000316938,-0.00124747,-0.000803674,0.00806708,0.00993098,-0.000962961,-0.000334518,-0.00325646,-0.000857709,-0.000107444,-0.000930669,-0.00118635,-0.000441761,-0.000786814,0.000988736,-0.000865482,9.73163e-05,0.0055527,-0.00107872
MUL2,-0.000238724,0.000465115,0.000149972,0.000236594,0.000233484,0.000133879,-0.00173221,0.0012264,-0.0155908,0.0018701,-0.00248133,-0.00551357,-0.00927884,-0.00666888,0.004049,-0.0762755,-0.0228322,-0.00224102,-0.0125246,0.0199744,-0.000895542,-0.000433864,6.88196e-05,-0.0027041,0.00117192,0.000191227,0.000911282,-0.00255969,0.00355539,0.000142479,-0.000985671,0.000193901,0.00204438,0.00063689,-2.39963e-05,-0.115229,0.00070797,0.00549029,-0.00664311,-0.0089328,0.0035985,0.00104965,-0.00215425,-0.00559688,-0.00929911,0.00180793,0.0310451,-0.0139914,-0.00233855,0.00207141,-0.0184517,0.00667415,0.000136688,0.000184352,0.000379892,1.37541e-05,0.000143736,5.63193e-05,-0.00177779,-0.000315456,-9.31183e-05,-0.000289967,-0.000112368,0.00435909,0.00234038,-0.0121908,0.000332828,0.00218794,0.000128152,0.00121743,-0.000436669,-0.00100755,-0.000413136,0.00035085,-0.0012414,0.000104643,0.00549029,-0.000259615,1.39037e-05,-0.00118922,0.00514852,-0.00734683,-0.00126262,0.0121492,0.000165561,-0.000824729,0.00349721,0.0408232
MUL3,-0.000242789,-7.58328e-05,-0.0013602,0.000402538,-3.49071e-05,0.000605846,-0.000928485,0.000610825,-0.00567062,-0.000552173,-0.00242331,-0.0150883,-0.0203458,-0.00309517,0.000458546,-0.0117338,-0.0184718,0.00178457,-0.0156333,0.00815561,2.65091e-05,-0.00140616,-0.000150548,-0.000443487,0.000250659,-6.51559e-05,-3.22463e-05,-0.000532906,0.000242697,-0.00128132,-0.00133742,-0.000155164,-0.000123767,-0.000637043,-0.0039608,-0.00129223,0.000564983,0.0015946,-0.0111674,-0.0192562,0.00050218,0.000187495,-0.00435549,-0.000301107,-0.00374074,-0.000336146,-0.00193413,0.00201159,-0.0027869,0.000902224,-0.00560617,0.00140919,0.000361563,0.000432149,0.00179963,0.000145433,-0.000124949,7.85325e-05,-0.0002172,0.000101293,-0.000259124,-6.90002e-05,6.5485e-06,0.000212907,-7.5595e-05,-0.00394108,-0.00024982,0.000252435,-1.13886e-05,0.000181329,0.016724,-0.00160604,-0.000362678,-0.000221759,-0.000524935,0.000437679,0.0015946,-0.000542606,8.40098e-05,-0.00048203,0.0630261,-0.0150393,0.0171128,0.00583431,-0.000183278,-0.000189369,0.00223185,0.038543
TRA,-0.121074,-0.00884127,0.00312234,-0.126114,0.0360293,0.195705,-0.0497547,0.0363054,-0.0681371,0.00279584,0.293289,0.487066,0.628185,-0.00871758,0.0173663,-0.0103491,-0.00864174,-0.240759,0.0138942,0.0278702,-0.0211674,0.0094805,-0.00105403,0.0108662,0.0109334,-0.168566,-0.0944547,-0.291562,-0.172237,-0.0177963,0.00585545,-0.00352483,-0.0402656,-0.134109,-0.0140437,0.0120881,0.00404039,0.00356843,-0.000829896,-0.145105,0.0233488,0.00164971,0.00272986,0.00195591,-0.00773881,0.00373838,-0.00115485,-0.00593951,0.00130109,-0.138737,-0.00218957,-0.0119813,0.00862765,0.0722343,0.00777264,0.0403879,-0.00987979,0.00443769,-0.0155087,0.00346386,-0.0190197,-0.0231592,-0.00866913,-0.00205198,-0.0109369,-0.0432135,0.0319721,-0.0132614,-0.00408682,0.00441354,0.0181198,-0.0263385,-0.00553175,-0.00951338,0.0148043,0.158199,0.00356843,0.0472665,-0.013879,0.0216683,-0.00204962,-0.0807569,0.00926495,0.261798,-0.237428,-0.130048,0.13697,-0.0230526
PAG,-4.99265e-05,0.00409453,0.000460249,-0.0215485,-0.00179896,-0.000165586,0.00118785,-0.000176819,0.000152721,-0.00102548,0.00036881,-0.00908746,-0.0127027,0.000379194,2.11542e-05,-0.00432351,-0.00803845,0.00110218,-0.023955,-0.000687527,-0.00137623,0.00456119,-0.000277386,0.000529301,0.00145269,0.000294449,0.00153455,-0.000294565,0.000965779,-0.00010133,-0.0114185,-0.0160188,0.000459534,-0.000335406,-0.00095918,-0.000531346,0.00893018,0.00192522,-0.00828078,-0.0110434,0.00108946,0.000124457,0.00127557,-0.00177468,-0.00484962,0.00368038,-0.0192614,0.0109473,-0.000222034,0.00264839,0.00538189,-3.3692e-06,-0.00121583,-1.73943e-05,0.000366342,-4.29693e-05,6.77021e-05,-4.79247e-05,-0.000551854,-0.000197836,0.000730189,-0.000135655,-1.54032e-05,0.00141539,0.000210776,3.94306e-05,-0.00107899,-0.00018651,7.887e-07,0.000321815,-0.00046553,0.0787949,-5.78331e-05,0.00309243,0.000831882,-0.000183928,0.00192522,0.0077346,0.00229558,0.000794035,0.00509715,-0.00932539,0.00672491,-0.000468838,0.000111003,6.22296e-05,-0.00039216,0.0317079
DFS,-0.00281233,0.00161306,0.00414248,-0.0082026,0.00476401,0.00400559,0.000516481,-0.00172952,-0.649879,-0.128885,-0.232367,0.0316287,0.0626938,-0.372456,-0.0378843,-0.550294,-0.352828,-1.4183e-06,0.0127506,-0.161898,-0.0378527,0.00867977,0.00929021,0.00587224,0.00513201,-0.00388541,-0.000514251,0.000941782,-0.000424806,0.000746058,-0.0338597,-0.0582757,0.00816011,0.00364971,-0.00804882,0.0925143,0.0292394,0.0409801,0.00428646,0.0104853,-0.00132965,-0.00291251,0.00121203,0.0034978,0.00741289,0.000648703,-0.018089,0.00720666,-0.00122533,-0.00676979,0.0111876,-0.00352154,-0.0100602,0.00150069,-0.00194924,0.000938231,0.00113018,-0.000675703,0.000585311,-0.000754329,0.00554997,-0.000248989,-6.56409e-05,-0.00232948,-0.00214665,-0.122313,-0.000448776,-0.00462386,0.000431285,-0.000594667,-0.00941824,0.0340008,0.0052325,0.0085467,0.00143416,0.00146445,0.0409801,0.0347224,-0.00165815,0.00153173,-0.0233868,0.0123397,0.00306336,0.539585,0.000280224,0.00136399,0.289766,-0.029013
DFH,0.0445174,0.0198818,-0.0091965,-0.00472976,0.00913913,-0.0105481,-0.0325647,-0.0385811,-0.0622903,-0.00421341,-0.0119984,0.0498351,0.038956,-0.0352661,-0.0700666,-0.0514171,-0.0113754,0.0214742,0.0154273,0.0127907,-0.259891,-0.091813,0.302257,0.028796,-0.00269788,0.0131431,-0.0297942,-0.0189941,-0.0506361,0.00544605,-0.113825,-0.0401609,0.0377939,0.0125126,-0.0104061,-0.0827953,-0.00699559,-0.0404948,-0.0102484,-0.00866051,-0.0498136,-0.00163373,0.00145101,-0.0104883,0.0187033,-0.042384,-0.0205135,0.0309104,0.00065305,-0.00357304,0.0224122,0.0527277,-0.119556,-0.00534134,0.0065645,0.0131907,0.0135103,-0.00923042,0.0318013,-0.00120705,0.0652226,0.00545215,0.0205279,0.00918602,0.0274627,-0.0189803,0.0153807,0.010265,0.00506616,-0.0106011,-0.0057163,0.00231798,0.15787,0.232329,-0.026774,0.0228577,-0.0404948,-0.0494757,-0.00284634,-0.0261584,-0.00565243,-0.00911313,-0.00258104,0.0154016,-0.0328091,-0.0021364,0.00415383,-0.0184846
DSM,-0.000241189,0.0233875,-0.00689268,-0.0180468,0.00426594,-0.00422735,0.0858066,-0.0353196,-0.0534311,-0.105713,0.0540253,-0.0623104,-0.064856,-0.033624,-0.0459118,-0.0374512,-0.00709774,-0.00876782,-0.0369532,0.00444166,-0.0244809,-0.163996,0.0110378,-0.0398311,-0.0115372,0.00916515,-0.0172701,0.0038649,-0.0427563,-0.00317389,-0.0311684,0.0547298,0.0717393,-0.00638139,0.000373274,-0.0534865,-0.0391925,-0.00160675,-0.0324582,-0.0455037,-0.0385994,0.00226732,-1.74364e-05,0.000521964,0.017677,-0.00920403,0.0122267,0.00531878,-0.0104771,-0.00555575,-0.0134689,-0.117969,-0.102232,-0.000234468,0.00419896,0.0237713,0.00937777,-0.00673367,0.0254081,-6.57674e-05,0.0514196,-0.00195724,0.0239534,-0.000533734,0.0172936,0.0309142,0.0640367,0.0128514,0.00365517,-0.00868616,0.215975,0.0960954,0.0365545,0.023074,0.0621265,-0.00460573,-0.00160675,0.482463,-0.00370632,0.0596088,0.0826035,-0.0375286,0.047219,-9.76929e-05,-0.0168126,-0.00331119,0.0153406,0.0531707
