FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyraja_brachyurops,Dalatias_licha,Dipturus_oxyrinchus,Etmopterus_spinax,Galeus_melastomus,Myliobatis_aquila,RSH_C1,RSS_C1,Raja_asterias,Raja_miraletus,Raja_polystigma,SSH_C1,SSS_C1,Scyliorhinus_canicula,Torpedo_marmorata,Torpedo_torpedo,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
PWL,-0.00170286,-0.00341359,-0.0174643,-0.000571045,0.00103153,0.00494481,-0.00256116,0.00297033,0.000795601,0.00833413,0.0236936,-0.145181,-0.219695,0.0167645,0.0308128,-0.0269411,-0.115375,0.0212695,-0.137831,-0.00324141,-0.000508399,-0.000271299,-0.00572406,0.0032505,-0.000309173,-0.00747352,-0.00185724,-0.00788351,-0.00287812,0.00733792,-0.0107115,-0.00155863,-0.000932503,-0.0076801,-0.0109874,0.0145542,-0.0225687,0.0244438,-0.136724,-0.225892,0.000437735,-0.0264803,-0.010717,0.00637729,-0.00405706,0.00763507,-6.02687e-05,0.00282611,-0.0405065,-0.0146982,-0.0737756,0.000117725,-0.0043057,0.00118398,-0.0105623,0.000106665,0.000973284,-0.000362652,0.000445505,-0.000571653,0.00245547,0.000195674,0.00100239,-0.000482849,-0.000236535,-0.094186,0.00471951,-0.0850355,-0.00439942,-0.000121274,-0.110087,-0.0373489,-0.0982296,-0.0802538,-0.0956303,-0.0891201,-0.01198,0.00284771,-0.0159848,-0.0151768,-0.0176548,0.00975939,0.000294379,0.000949662,-0.00548072,-0.0163994,-0.0062172,-0.00495911,-0.000586988,0.00451496,0.0244438,-0.0124638,-0.00104672,-0.000377094,0.207355,0.37343,0.280319,0.00476408,-0.00561371,-0.00322565,-0.0227901,0.297977
SUP,0.0591707,0.0465262,0.0952678,0.0498714,-0.013824,0.0444061,0.00479727,-0.0302002,-0.133,0.0121904,0.00591431,-0.00385383,-0.0421728,-0.0181156,0.189241,-0.0301603,-0.0654229,-0.0010184,-0.0211512,0.0804304,0.135624,0.0593915,0.0434819,0.0923447,0.13625,-0.0345155,0.0944075,-0.0614627,0.525676,0.0449624,0.268276,0.182159,0.0725724,0.0545542,0.0309385,0.0619622,-0.0937021,-0.00329588,0.0397779,-0.00889441,-0.324393,-0.00745178,0.0458101,0.037969,-0.262412,0.16433,-0.103221,-0.124907,0.0371099,0.0688171,-0.00488998,-0.364815,-0.100981,0.0201897,-0.0202157,-0.0569663,0.0020321,0.000180905,-0.432399,-0.0849334,0.0799164,-0.0701359,-0.273149,-0.0344936,-0.312745,0.034261,0.143144,0.111069,0.0673019,0.0233687,-0.0277343,-0.000249075,-0.0460485,0.0109117,0.102828,0.0162837,-0.0376974,0.263487,-0.0448764,-0.0692618,-0.0130201,-0.186838,-0.0100509,0.141046,0.114723,0.0515464,0.0202285,0.0517699,0.0152149,0.0432145,-0.00329588,0.0562329,0.0320503,0.0163225,0.06328,0.0121481,0.0501451,0.0530935,0.198769,0.0672247,0.049355,0.0157209
Mb_O,-0.0177763,0.00537425,0.0808142,0.00356925,0.00029251,0.00889045,0.0063986,4.0785e-06,-0.0106303,-0.0171541,0.034142,-0.0422224,-0.064146,-0.00943024,-0.0585276,-0.0703773,-0.113609,0.00375222,-0.0906483,0.00649433,-0.0122008,0.00566624,-0.0100621,0.020705,0.0399156,0.00420013,0.0260775,0.00421213,-0.023417,-0.000426753,0.0456273,0.0140657,0.010686,0.00111454,-0.010799,-0.00464706,-0.0356547,-0.0760243,0.234451,0.120085,-0.0199291,-0.130915,-0.378883,-0.251189,-0.393314,0.0383602,-0.0336446,0.0839569,0.0975162,0.186315,-0.00761677,0.117802,-0.00231873,-0.00437608,-0.00113039,-0.000545594,0.00233784,0.00038149,0.00734167,0.00505226,0.00144391,0.00812443,0.0380273,0.0519311,0.012173,0.0158879,0.00370511,0.246953,0.0138743,0.00752618,0.488624,0.0126166,0.765371,-0.0463596,0.160847,0.0376394,0.0154158,0.00245207,0.0264666,0.00811742,-1.12349e-05,-0.290045,0.00397982,-0.0175991,0.00789042,-0.00297665,0.000607435,-0.00465004,0.0070539899999999996,0.0068156,-0.0760243,-0.000455649,0.00262626,0.00712367,0.0530846,0.168329,0.0584346,0.00551873,-0.00798792,-0.000584671,0.0740723,0.0586913
Mb_FF,-0.00406314,-0.0025815,0.118537,-0.00148884,0.000291274,-0.000581173,0.0262922,-0.00620424,-0.00145912,-0.00988833,-0.00736001,-0.0166651,-0.0197434,-0.00592035,0.0864227,0.0109247,0.143447,-0.000966402,-0.00942505,2.04868e-05,-0.00290405,-0.0064788,-0.00203263,0.0231985,-0.00267282,0.00177715,-0.00189371,-0.00176769,-0.00626231,-0.00174149,0.00399573,-0.000619006,-0.00247258,-0.00237676,-0.00445499,-0.00519166,0.008858,0.0491108,0.000927561,0.0432742,-0.00649039,0.0199219,-0.0357499,-0.0271028,0.023263,-0.0187245,0.053914,-0.0332123,-0.0101702,-0.030016,-0.0451535,-0.0126217,-0.00264774,-0.00441544,-0.00411625,-0.0042201,-0.00218346,-0.00322961,-0.0011266,-0.00764827,0.0031856,-0.00868956,-0.0532727,0.0186614,0.0114427,-0.00205177,0.000789606,-0.00252233,-0.00145036,-0.000960639,0.0419875,0.00956865,0.0108607,0.0287435,0.0083151,-0.00137803,0.0107429,-0.00054016,0.00134106,-0.00167149,0.00714434,-0.0104312,-0.00527966,-0.00884937,0.00890427,0.00140357,0.00717642,-0.00120339,0.0192241,-0.000415065,0.0491108,-0.0013811,-0.000637237,0.0184727,0.0230722,0.0243146,0.019967,-0.000358095,-0.00375139,-0.000133368,0.00274151,0.0249836
Mb_DF,-0.00612929,0.00132263,-0.011112,-0.0072052,-0.000431204,-0.00334058,-0.00432323,0.00378443,0.00226479,0.000365987,-0.000510511,-0.0216392,-0.0300944,-0.00608714,0.0582889,0.214641,0.181146,-0.00121357,0.293754,-0.000258442,-0.00155508,-0.017598,-0.00437566,0.0184572,-0.00978753,-0.00253676,-0.00659836,0.000775158,-0.0252505,-0.00230132,-0.0186802,-0.00669943,0.0268576,-0.00234657,-0.00654808,-0.0475422,0.045313,-0.0202214,-0.0210438,0.0569602,-0.027836,0.00668048,-0.0808831,-0.250859,0.202179,0.0931001,0.139491,-0.331319,0.0264188,-0.153749,-0.148852,-0.0707077,-0.00022616,-0.00492505,-0.00755273,0.00469596,0.000570277,-0.00177863,-0.0365794,0.00414025,-0.00157409,0.00310847,-0.220619,-0.6117,-0.288332,-0.0196918,-0.00373418,-0.00499878,-0.00429187,-0.00331245,-0.0108668,-0.0138748,0.000923039,-0.0190508,-0.0219462,-0.0351711,0.0130042,-0.00341911,0.0119223,-0.00961389,0.00154728,-0.0140375,0.000885945,-0.0316299,-0.00643285,0.02352,-0.000459591,0.00359108,-0.00406478,-0.00278266,-0.0202214,-0.0101445,-0.000481632,-0.0040373,0.0287203,0.0231209,0.0260823,-0.00060721,-0.0107493,-0.00393981,-0.00420274,0.0517364
Mb_C,0.000394535,8.98197e-05,-0.100596,1.7802e-06,-0.000392726,-0.000433906,-0.00415468,0.000812539,-0.00131555,0.00510698,-0.00114704,-0.00241912,-0.0043603,0.0751869,0.0589955,0.00643743,0.0649138,-0.00296229,0.0394315,0.00223427,0.00038671,0.000539914,-0.0004625,0.00573699,-0.000543209,7.97099e-05,0.000376829,0.000631045,0.0132516,0.00083606,0.00293704,0.00220409,-0.00552641,0.00131226,0.000982176,-0.000699365,-0.0125225,-0.0110873,-0.0293709,0.00617936,0.0134275,-0.0612524,-0.113421,-0.200919,-0.0599528,-0.583763,-0.0627437,0.0369008,-0.205055,-0.396332,0.155254,-0.0570798,0.000727707,0.00110483,0.00236685,-0.000548437,0.000182983,0.00103365,0.00193239,-0.000289479,-0.000243444,3.06899e-05,0.0803667,0.174791,0.0819389,-0.00494472,0.00100491,-0.0190731,0.000726484,0.000237373,-0.0436391,-0.0059176,-0.0556086,-0.00350316,-0.0162286,-0.00784659,-0.00630253,0.00119494,-0.00611356,-0.00173381,0.0034593,-0.044853,0.0009386,0.00565274,0.00191017,0.00469923,-0.00205172,-0.00127359,-0.00317607,-0.000338238,-0.0110873,0.000717077,0.00031772,-0.00307202,0.00568515,-0.00871061,0.00327216,0.000463442,0.00619401,0.00236328,-0.00616255,0.00492424
Mb_PAR,0.000158891,-0.000141537,-0.00710596,1.65307e-05,1.94816e-05,-1.01261e-05,-0.000106471,-3.03499e-05,6.12861e-05,0.000149997,-0.000283498,0.000478937,0.000736427,-0.000144147,0.00368872,-0.0024523,0.000811671,-0.000156985,-0.00417428,-3.5341e-05,0.000267069,0.000119275,0.000225832,0.00098913,-0.000209974,-2.66988e-05,-0.000152745,4.39966e-05,0.000504882,1.0259e-06,-0.000355179,-0.000140294,-0.000930612,3.25173e-05,0.000106267,8.63471e-05,-0.000607696,0.000278019,-0.00151325,-0.00164456,0.000391339,-0.00585475,0.00240596,-0.00715024,-0.00139311,-0.000116765,-0.0156887,-0.156878,-0.0172262,-0.0176749,-0.147433,-0.000655403,2.89362e-05,7.68184e-05,0.000108434,-3.7067e-05,-2.16303e-05,-1.9926e-06,0.000241489,-4.42948e-05,-2.73e-06,-5.2026e-05,0.00274513,0.00691366,0.00355369,9.73996e-05,-5.55091e-05,-0.00159457,-8.22801e-05,-4.56206e-05,-0.0031576,-1.56043e-05,-0.00504065,0.000631393,-0.000927796,-7.59143e-05,-0.000104785,-5.79741e-05,-0.000305078,7.16438e-05,0.000271441,0.000453369,-4.74277e-05,0.000349722,9.76085e-05,-0.000149249,0.000105276,-2.36629e-05,-8.11311e-05,5.193e-07,0.000278019,0.000160639,-4.32307e-05,-7.84369e-05,-0.000671711,-0.00156788,-0.000786823,-7.69136e-05,0.000246359,0.000137688,-0.000490655,-0.00109249
Mb_SCA,-0.00127261,0.00473746,-0.0271853,0.00124107,-0.000902762,-0.000783685,0.000557748,0.00042474,0.00167921,0.00117886,-0.00173526,0.00111539,0.00224836,-0.00188215,0.0107686,0.000848326,0.0013936,-0.00170316,0.0636355,-0.00120295,0.000832184,-0.00281651,-0.00284369,-0.0102335,0.000424819,0.000280864,0.000860697,-0.000776842,-0.00421904,-0.000212314,0.00463565,-2.33576e-05,0.0351447,-0.000613087,0.00104826,0.0168469,-0.00514678,-0.00301729,-0.0135955,-0.0117151,0.000868305,-0.0367648,-0.0215788,-0.0130534,-0.0151597,-0.0597591,-0.0677587,-0.485229,-0.0530096,-0.0494531,-0.451376,-0.00335143,0.000882286,0.000262117,0.000687045,9.48231e-05,-7.61659e-05,0.000199596,0.000871802,0.000171936,-0.000551234,7.70433e-05,0.0090982,0.0172784,0.00930835,-0.000432219,0.000533012,-0.00907472,-0.000184608,0.000722028,-0.021486,-0.000184517,-0.0319561,0.000597462,-0.0057429,0.00595929,-0.000748586,0.000210147,0.00516813,-0.00199152,0.00139436,-0.00951067,6.84377e-05,0.0012332,-0.000739473,0.00389064,-0.00147941,0.00530524,0.000204933,-0.000579812,-0.00301729,-0.00198859,0.00104222,0.000167422,-0.00271561,-0.012178,-0.00365975,-0.00117767,-0.00224636,-0.00165408,-0.00311308,-0.00342995
Mb_H,-1.3068e-06,-3.766e-07,0.000339248,-5.5601e-06,1.5814e-06,-3.9321e-06,-3.073e-06,4.1414e-06,1.27246e-05,6.5165e-06,-3.4947e-06,9.552e-06,1.81667e-05,-3.8219e-06,1.11457e-05,-5.89184e-05,-1.90178e-05,-2.9865e-06,3.29961e-05,-7.5252e-06,-6.7904e-06,-9.6521e-06,-3.6588e-06,0.000101901,-8.3377e-06,5.0024e-06,-4.6734e-06,2.7539e-06,-2.99792e-05,-1.19572e-05,-1.76978e-05,-1.23738e-05,1.57339e-05,-2.7513e-06,-1.0404e-06,-1.49709e-05,-1.00226e-05,-5.15276e-05,-3.86391e-05,-3.75922e-05,-3.63931e-05,-0.000123382,-2.30945e-05,-0.00018182,6.29972e-05,0.00188126,0.00123705,-0.00156492,0.000973473,-0.000175918,-0.00100205,-4.22412e-05,9.9234e-06,5.7383e-06,2.1167e-06,4.5153e-06,1.021e-07,1.7412e-06,-2.99545e-05,4.969e-06,-7.4821e-06,3.4141e-06,-0.000126267,-2.59664e-05,-0.00102835,-2.6761e-06,-9.4658e-06,-4.0862e-05,-4.3816e-06,-3.956e-07,-6.99644e-05,-6.8884e-06,-0.000102202,-2.0849e-05,-3.70583e-05,-1.21654e-05,7.542e-06,-1.85144e-05,6.432e-07,-7.221e-07,6.896e-07,2.02373e-05,1.2344e-06,1.10873e-05,-9.589e-07,1.83054e-05,2.295e-06,2.795e-06,-3.299e-06,-3.9148e-06,-5.15276e-05,-6.515e-07,-2.6307e-06,-3.323e-06,-2.08523e-05,-3.74436e-05,-2.00937e-05,-5.881e-06,-1.17484e-05,-1.2399e-06,-1.57449e-05,-2.39935e-05
Mb_GRA,0.000201657,-0.000210543,0.335854,-3.02816e-05,3.7748e-05,-1.8404e-05,-0.000200362,1.6428e-05,1.02217e-05,0.000338344,6.32024e-05,0.000422756,0.000684761,0.000129519,-0.00035859900000000003,-0.000851687,-0.00141901,1.67671e-05,-0.00139329,-2.15644e-05,8.15159e-05,0.000192947,0.000236443,-0.000298862,-0.000185443,-4.33618e-05,-0.000134687,5.52487e-05,0.000460454,2.00126e-05,-0.000343822,-3.94376e-05,-0.00153592,4.66447e-05,6.05347e-05,0.000251571,-7.16081e-05,-0.00690522,-0.000939616,-0.00113102,0.000208723,-0.00433662,-0.00367956,-0.00232411,-0.000619352,-0.00724909,-0.00561515,-0.0610445,-0.153691,-0.00681968,-0.0561914,-0.000485952,1.8456e-05,5.3384e-05,4.97306e-05,1.78523e-05,4.5639e-06,2.41533e-05,5.39951e-05,1.89783e-05,-1.75208e-05,1.70816e-05,0.000785594,0.00134124,0.000497594,-4.31512e-05,-6.16555e-05,-0.00111882,-3.30776e-05,-5.13116e-05,-0.00263718,-0.000392339,-0.00361222,-0.00305307,-0.00161736,-0.000128628,-0.000599199,-5.10874e-05,-0.000397804,0.000122201,-1.96458e-05,0.00195905,2.16506e-05,0.000151521,-0.000599593,-0.000152276,-2.09765e-05,-0.000163561,-0.000152505,-1.41775e-05,-0.00690522,-0.000102847,-5.75938e-05,-0.000147416,-0.000702395,-0.0010442,-0.000627423,-1.44639e-05,0.000231984,9.63857e-05,-0.000525806,-0.00074628
Mb_SF,-0.000821119,-0.000209995,-0.000109425,-0.000684071,0.000209428,0.000820643,-0.000363796,-6.85719e-05,-0.000751248,-0.000159741,0.00121454,0.00243258,0.00304813,-0.000231607,-0.000147052,-0.000679616,-0.000295035,0.00341864,-4.70651e-05,0.000460624,-0.000361956,-0.000195931,-8.44275e-05,-6.38001e-05,-0.000207949,-0.0010655,-0.000614956,-0.00154677,-0.00118952,-3.5772e-05,-0.000274688,-0.000239862,-0.000223745,-0.000695939,0.00039583,-2.68942e-05,-0.000170172,-0.000200091,-0.000270362,-0.000928062,-0.000377557,-0.000652125,-0.00161656,-0.00186821,0.00306704,0.00123948,0.00184797,-0.00257168,0.000628202,-0.00456715,-0.00336391,-0.00214834,-4.22024e-05,0.000151614,-0.000522422,-0.000179802,-0.000224517,-0.000227234,7.39568e-05,-0.000604556,0.000100818,-0.000802611,-0.00947484,0.00163996,0.000994086,-0.000416909,0.000482572,-0.00069881,-0.000435588,0.000167909,-0.000822799,-4.73177e-05,-0.00101135,-0.00051397,-0.000626687,-0.000462983,-0.000337454,0.000224814,-0.000420684,-0.000371165,-0.000272118,9.5301e-05,-0.000458589,-0.000427237,-0.000120376,-0.000219916,-0.000203572,-0.000117962,-5.22728e-05,0.000635563,-0.000200091,8.19084e-05,-0.000127581,-1.91517e-05,-0.000224349,-0.000605346,-0.000150289,0.00139157,-0.0013815,-0.000798368,0.000623286,-0.000322152
Mb_PF,-1.1184e-06,1.1384e-06,0.000153744,3.143e-07,-3.59e-07,-1.1158e-06,-3.998e-07,2.825e-07,1.9826e-06,1.4277e-06,-1.667e-06,1.4559e-06,3.0431e-06,-4.075e-06,4.3218e-06,-4.901e-06,-2.8069e-06,-1.7416e-06,2.62439e-05,-1.539e-06,-1.087e-06,-3.4074e-06,-1.8017e-06,-6.5667e-06,-2.1614e-06,-1.2079e-06,-9.315e-07,-1.115e-07,-4.1897e-06,-2.074e-07,-6.275e-07,-1.4827e-06,1.60447e-05,-1.0482e-06,-1.0161e-06,7.9926e-06,-4.0312e-06,-5.6201e-06,-9.4509e-06,-9.8496e-06,-2.765e-06,-2.95031e-05,-1.95131e-05,-2.26039e-05,-1.15402e-05,0.000761804,0.000476636,-0.000420674,0.000401681,-5.97298e-05,-0.000403464,-1.74846e-05,1.3603e-06,-9.103e-07,-1.9307e-06,1.474e-07,-1.0801e-06,-2.9046e-06,6.12e-08,1.4243e-06,-8.004e-07,8.375e-07,-6.8162e-05,2.30882e-05,1.35271e-05,-1.0272e-06,-5.545e-07,-7.944e-06,-1.127e-06,-9.64e-08,-1.69175e-05,-8.485e-07,-2.47686e-05,-1.1462e-06,-5.7333e-06,2.5292e-06,-1.5719e-06,-1.6925e-06,1.5577e-06,-1.9318e-06,2.844e-07,-9.332e-07,-3.953e-06,-4.0673e-06,-2.4365e-06,7.058e-07,-1.3679e-06,1.9664e-06,-5.881e-07,-9.677e-07,-5.6201e-06,-2.4937e-06,1.174e-07,-6.081e-07,-4.1893e-06,-9.5409e-06,-4.5016e-06,-1.5002e-06,-1.8932e-06,-1.2368e-06,-3.2081e-06,-4.7826e-06
BO,0.00210099,-0.000395678,-0.0101556,-0.000688872,0.000114359,-0.00107984,0.00223643,-0.00113582,-0.00228747,-0.00660571,-0.00106307,-0.00247415,-0.00218249,0.0750205,0.0221438,0.00834852,0.010046,0.000698614,0.00670253,0.000716231,0.00022698,0.0364319,0.00080827,-0.0118258,-0.00370555,0.0011965,-0.00306344,0.000204065,-0.00754935,0.00247454,0.0419806,0.00159018,-0.00396844,-0.00127116,0.00921097,0.0115643,0.0276645,0.00220093,-0.00632442,-0.00997013,-0.00995272,-0.0866248,0.0309369,0.0172717,0.0566042,-0.00891834,-0.000688911,-0.0117049,-0.0117402,-0.0376073,-0.00712148,-0.0502099,-0.00475261,0.00254715,-0.00212891,0.00117805,0.000504206,-0.000134932,-0.0289804,0.000453685,0.00236094,0.000521007,-0.0620655,0.00124343,0.00694988,0.00690692,0.00104355,-0.0271076,1.2901e-06,-0.000140727,-0.0506405,0.00178994,-0.0802343,0.00241058,-0.0190781,0.00277656,0.0102273,0.00369203,0.00195787,0.030545,0.0153173,0.0286522,-0.000681733,0.0142915,0.0211295,0.00311652,0.00200804,-0.000120386,0.00136421,-0.000747191,0.00220093,0.0217841,-0.00028394,0.00127147,0.00835928,-0.00875137,0.00512182,0.000650436,-0.0032307,-0.00143192,-0.00653772,0.00315681
EUP,-0.00372661,-0.00331154,-0.0045619,-0.0075929,0.00805403,2.03007e-05,0.0887019,-0.14876,0.276475,0.541138,0.0557147,-0.00222077,0.0290839,-0.060628,-0.00204325,-0.0725418,-0.0536045,-0.00333443,-0.0135293,0.0969575,0.0584726,0.0858906,0.0194224,0.0406502,-0.00346707,-0.0382711,0.0347348,-0.0214299,-0.0215433,-0.0130154,-0.0123804,-0.0111494,0.0414993,-0.000387779,-0.0131011,-0.00311099,0.0563372,-0.00420168,0.0320566,0.0258954,-0.00516389,-0.0103939,-0.00407585,-0.00256862,-0.0018976,-0.00625794,-0.010509,0.00673234,-0.0049209,-0.00247938,-0.0164363,-0.026544,-0.159266,-0.0108847,-0.00804179,-0.13104,-0.0794865,0.047642,-0.00471786,0.0442246,-0.445796,0.0352972,0.00618509,0.00396504,0.00474526,-0.00264367,0.0443862,0.0308345,-0.0422586,0.204035,-0.0304885,-0.0157428,-0.0363594,-0.027564,-0.0271347,-0.0187895,-0.0510197,0.0020522,-0.0296998,-0.00223442,-0.0476312,-0.000187981,-0.0323948,-0.00894207,0.0312518,0.0195696,0.0249663,0.0250061,0.0653775,-0.00473892,-0.00420168,0.0569576,-0.00105776,0.0628976,0.0157972,0.0265398,0.0208359,0.0613669,-0.0213176,-0.0134721,0.0346551,0.0189726
ZG,-0.0118903,-0.0119759,0.000918767,0.000546986,-0.00342277,0.0210111,-0.00668441,0.0162719,0.00532059,-0.00302499,-0.0042864,-0.00502691,-0.00684936,0.000210687,0.0010022,-0.0011491,-0.000519222,-0.0125367,0.00362831,-0.000172511,0.0307212,-0.00139127,0.00927866,0.00497041,0.00582146,0.233017,-0.00710168,0.00845361,-0.00271697,-0.178298,-0.000579296,5.87994e-05,0.00321388,0.00269102,-0.00621807,-0.00395266,-0.00123534,-0.00187088,-0.00194029,-0.00172007,0.00707519,-0.00132591,-0.000582776,0.000956225,-0.00205986,0.000338095,-0.00241749,0.00138128,0.00104216,0.00374615,0.00106375,-0.00229887,0.000382276,-0.0295949,-0.0472266,0.0157821,-0.00289729,0.00381581,-0.00461169,0.00429412,-0.00571581,-0.00739265,-0.00162706,-0.000598748,0.00087855,0.00278503,0.0011565,0.00355656,-0.000227965,-0.000990589,0.000977548,0.000222085,0.00102442,0.000693227,0.00221731,-0.000119304,-0.0127457,0.000220389,0.0110032,-0.00147176,-0.0277833,-0.00148557,-0.00177244,0.00149612,-0.010703,0.00115275,0.00297504,0.00762091,0.000599867,0.00963543,-0.00187088,-0.0237491,0.0038168,0.00137433,-0.00678086,-0.00198218,-0.00261338,-0.00415109,0.00345853,0.00173477,-0.00197554,-0.00246486
ZL,-0.0346146,0.0896967,-0.0026127,0.0049749,-0.00635363,0.0443644,-0.00820651,0.0410615,-0.0253565,-0.01849,0.0315559,0.0407221,0.01438,-0.0139538,0.0250368,-0.0342785,-0.00704715,0.0419963,-0.0263706,0.0302875,0.0903188,-0.00780041,0.0114148,0.0220338,0.0161471,0.169362,-0.0218909,0.0235479,0.0284271,-0.562439,-0.0127456,-0.0034645,-0.0135356,0.0127579,0.0942613,-0.0182528,0.00982582,-0.00666665,0.00803489,0.0792844,0.012436,-0.00685536,-0.00480409,-0.00266986,-0.00873413,-0.000800584,-0.0042762,0.00393213,-0.00411663,-0.0308263,-0.0141035,-0.0247149,-0.00680527,0.0960676,-0.212926,0.0531168,-0.0384243,0.0121216,-0.0113065,0.0325019,-0.0129713,-0.0226824,-0.0246565,0.00329918,0.00982479,-0.0178509,-0.00525406,-0.0124633,0.0084327,0.00605667,-0.0258942,-0.00277926,-0.0254856,-0.0219977,-0.023359,-0.0308865,-0.0441932,-0.00205876,0.0274223,-0.011756,-0.0903943,-0.00340299,-0.00719053,0.000231818,-0.0354382,0.00619323,0.00207018,0.0058538,0.00562035,0.0119641,-0.00666665,-0.0710447,0.00979698,0.00709041,0.00504076,0.0509566,0.0314787,0.0333333,0.0255326,0.0106367,0.0139888,0.0319242
ZM,0.108579,0.0409905,-0.0140688,0.0627124,-0.0302478,-0.0142076,0.0859724,0.475456,0.142063,-0.0568847,-0.00286393,0.00352389,0.00627819,0.0415392,-0.0183131,-0.0337912,-0.0096467,0.0131765,-0.0140687,-0.00851166,-0.0182997,-0.0277712,0.0287145,0.0144709,0.0251351,0.0923536,0.0555119,0.264942,0.00759186,0.0848688,-0.0197514,-0.0104995,-0.00774773,0.0144158,-0.0165234,-0.079083,-0.00700133,-0.0212008,-0.00611348,0.00931138,-0.028396,-0.00752171,-0.0480591,-0.00139366,0.0120928,-0.013129,0.0202156,-0.0036474,-0.00338948,-0.0505302,-0.0346883,0.021061,-0.0939519,-0.042554,-0.00639448,-0.301315,-0.138885,0.0547163,0.0124789,0.0888004,-0.186983,-0.329289,0.015442,0.00266729,0.0132115,-0.00598185,-0.0266043,-0.000852827,0.0131351,-0.0267092,-0.0121732,-0.011195,-0.00397254,-0.0193504,-0.0228117,-0.0450102,0.0284048,-0.0231108,0.00758405,-0.0035088,0.0234467,0.0147327,-0.0557921,-0.00841428,-0.00368232,0.0275584,0.0394357,0.0208852,0.0596237,0.0230455,-0.0212008,-0.00366047,0.0243067,0.0568223,-0.00284441,0.00191384,-0.00117597,2.44491e-05,0.149568,0.159115,-0.004385,-0.00294105
ZS,0.0329981,0.0437952,0.00611535,0.0125231,-0.0106819,0.0353981,0.0129123,-0.0271067,0.122357,0.034841,0.0645968,0.0946521,0.125624,0.0608458,0.0121725,-0.00587421,0.00829374,0.153205,0.00436103,0.00922674,0.0311505,0.0466898,0.00422016,0.0121377,0.0161031,0.0759999,-0.0100095,0.102336,-0.0499693,0.00506228,-0.012325,-0.00690305,0.0197251,-0.0110731,0.0079396,-0.00961487,5.87816e-05,0.00596501,-0.0035955,-0.0233672,-0.017817,-0.000466217,0.0396723,0.0121274,0.0202393,0.0156076,0.00545649,-0.00112299,0.00164547,0.00217415,0.115838,0.0355133,0.0648195,0.0823133,0.0373387,-0.0221829,-0.414381,-0.322408,0.0387166,-0.443029,-0.0607001,-0.108829,-0.00269032,-0.0096804,0.00296238,0.004434,0.0108376,-0.0200388,-0.00740373,0.0225201,-0.0159139,0.00758862,-0.0229688,-0.0138206,-0.019769,-0.0172424,0.00195402,0.00412347,0.012398,0.0260069,0.00514427,0.0025858,0.23908,0.0129791,0.0177357,0.0209499,0.00718724,0.00763356,0.0188264,0.0292053,0.00596501,0.0378904,0.0110642,0.0194551,0.00787229,-0.0138823,0.0084089,0.056068,0.0343477,0.0489415,0.0292224,0.00238965
PB,-0.0167197,-0.00290649,-0.0353876,-0.00175396,-0.00143312,0.00399782,-0.00717997,-0.00575495,0.0451481,0.033063,0.0132266,0.0222427,0.0348808,-0.00966059,-0.0219518,-0.0428192,-0.0375641,0.0249393,-0.0180297,-0.00312539,-0.0496231,-0.0668171,-0.02374,-0.030483,-0.00820973,-0.0234111,-0.00381475,0.018662,-0.0348981,-0.116188,-0.00855987,-0.0160022,-0.00560341,-0.0216513,-0.037354,-0.0810479,-0.00669849,-0.0580969,-0.00235572,-0.00426846,-0.0280349,-0.00329766,-0.171578,-0.0190421,-0.00902442,-0.0429186,0.0121423,0.00847668,-0.00510769,-0.166888,-0.203566,-0.019365,0.0467489,0.0174483,0.0445118,-0.0156233,0.133672,-0.508951,-0.0257202,-0.0932952,-0.0289609,-0.0129839,0.0315324,0.0163104,0.0245508,-0.0263462,0.00848448,-0.0066358,-0.0191552,0.00941744,-0.0139547,-0.0220552,0.00279215,-0.0383345,-0.027272,-0.0497314,-0.0375866,-0.00836655,-0.030696,-0.0532441,-0.04018,0.0165678,-0.410841,-0.0303331,-0.0403503,-0.0173335,-0.0224493,-0.01974,-0.00424006,-0.00592722,-0.0580969,-0.0568237,-0.00155348,-0.00392749,-0.0215123,-0.004927,-0.0124221,0.00587602,-0.00516232,-0.00155762,-0.00411309,-0.0145255
