FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyraja_brachyurops,Chimaera_monstrosa,Dalatias_licha,Dipturus_oxyrinchus,Etmopterus_spinax,Galeus_melastomus,Mustelus_asterias,Mustelus_mustelus,Myliobatis_aquila,RSH_C1,RSS_C1,Raja_asterias,Raja_clavata,Raja_miraletus,Raja_polystigma,SSH_C1,SSS_C1,Scyliorhinus_canicula,Squalus_blainville,Torpedo_marmorata,Torpedo_torpedo,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
Mustelus_asterias,-8.72139e-05,0.000191765,0.000533406,0.000371275,-0.00011088,0.000102448,-0.00764423,0.00256316,0.000565234,-0.00270666,-0.0025676,-0.00140503,0.000883682,-0.00119074,-0.0047092,-0.00137144,0.000409946,0.000172916,0.000204532,-0.000164554,0.00057652,-0.000525924,0.000728847,-0.0155205,5.84612e-05,-0.000123456,-0.000111597,4.251e-05,9.43827e-05,0.000151041,-0.0063727,0.000130885,0.000608475,0.000328538,8.68602e-05,-0.000100966,-7.96169e-05,0.00469465,0.000361624,0.000454719,0.000377241,2.39146e-05,-0.000129938,-6.30181e-05,1.34412e-05,0.000190671,0.000608908,-4.41644e-05,-0.000174467,-8.04575e-05,-0.000155292,0.000790001,0.000133864,3.6253e-06,-3.60888e-05,-0.000150645,-7.7326e-06,7.9786e-06,-0.000269589,-4.75472e-05,-2.48566e-05,8.9506e-06,-0.000183474,4.47642e-05,-0.00015628,-0.000631362,-0.00046351,0.00104151,-0.000742282,0.000272532,0.000708153,-0.00490832,-0.0045559,-0.000284479,0.000455726,-0.000542527,0.00138783,-0.000333661,0.000293097,-0.000380542,-0.00330124,0.00196006,-0.00126659,0.000255646,-0.00225639,-0.00322519,-0.00024563,-1.06044e-05,9.7466e-05,-0.0037853,-0.00286338,0.00326195,0.000184433,-0.00560675,7.36913e-05,0.00469465,-0.00176608,0.000134342,-0.00539012,-0.00119013,0.000393155,-0.000793528,-3.78455e-05,6.83382e-05,-0.000738852,0.00107598,-0.000342547
Mustelus_mustelus,-0.00259858,0.00126731,0.00295444,0.00791401,-0.00295357,0.00211813,-0.026076,-0.0114509,0.00284114,-0.0339556,-0.0324693,-0.0179866,0.0107432,-0.010921,-0.0451367,-0.0166842,-0.0026814,0.00204148,0.00607202,0.00333976,0.0123226,-0.00797886,-0.0433907,-0.250008,0.00181037,-0.0014727,0.00341551,0.00123384,-0.00643061,-0.00301028,-0.0558736,-0.000706048,0.00778783,0.00281697,0.0010368,0.0054947,-0.00182108,0.013699,0.00481323,0.00446177,0.00460033,0.00356414,0.000868887,-0.00083508,-0.000701437,0.003244,0.00493115,0.00210556,0.000297637,-0.00069012,-0.00126578,0.00709163,0.000477091,0.00182071,-0.000512939,0.000565441,-0.00023789,0.000152539,-0.00326199,-0.000387893,-0.000471635,-0.000980518,-0.00246106,2.03978e-05,-0.00203183,-0.00934622,-0.00278366,0.0118845,-0.00752697,0.00187366,0.00773558,-0.0607989,-0.0678084,-0.00267685,0.00229381,-0.00415681,-0.00256764,-0.00562689,-0.00135508,-0.00294222,-0.0379459,0.0220223,-0.0113967,0.00535318,-0.0254333,-0.0321341,-0.00322582,-0.000183885,0.00108598,-0.0485782,-0.0458566,0.0187844,-0.0369562,-0.0186605,0.000601978,0.013699,-0.0272856,0.00253414,-0.0178721,-0.0126712,0.0044309,-0.00861637,0.00301088,-0.00209672,-0.0128754,0.0132233,-0.00423194
Myliobatis_aquila,3.73247e-05,-1.33569e-05,-0.000133944,1.92874e-05,-3.54698e-05,-4.22242e-05,-2.55358e-05,2.81128e-05,-0.000131839,0.0011365,0.000903486,0.000424301,0.000129837,-0.00122328,-0.00292935,-0.000624071,-0.000736972,-0.000105505,-0.000850798,-9.7253e-06,3.71122e-05,-0.000277366,-4.7277e-06,-0.000134331,-0.000118795,2.76865e-05,-7.03058e-05,2.38777e-05,0.000114424,5.7114e-06,-2.6588e-05,-4.2124e-06,-4.943e-06,4.41654e-05,1.00402e-05,-0.00035847,3.5553e-05,-0.000412887,-0.000162607,-7.4037e-05,5.86873e-05,-0.00079054,0.000248896,0.000233475,0.000374036,-1.67475e-05,0.000187046,-0.000173247,-8.01791e-05,-0.000170711,-7.69098e-05,-4.30984e-05,2.80304e-05,-8.0641e-06,2.5094e-06,-2.1629e-06,-3.9804e-06,1.9352e-06,-3.04772e-05,-6.816e-06,-1.55825e-05,-1.08254e-05,-5.12552e-05,-5.15879e-05,-2.31853e-05,-0.00219942,-0.0031161,-0.0001026,-0.00262184,2.87455e-05,-5.33137e-05,-0.000174503,-0.000142046,-0.00253242,0.000362393,-0.00296749,-0.00252167,-0.00214531,-0.00231742,-0.00230986,-0.00017874,-4.91751e-05,-8.48144e-05,-0.000116607,-0.000237174,-0.000194268,0.000252491,-3.8582e-06,2.76082e-05,-0.000136555,-0.000122031,-3.92558e-05,-1.09115e-05,-2.99251e-05,-3.14074e-05,-0.000412887,-0.000155692,2.99445e-05,-3.03917e-05,-0.000109899,-0.000114201,6.1648e-06,-3.9939e-05,6.38043e-05,1.86273e-05,0.00339125,-0.000148427
RSH_C1,0.000247386,-0.000572224,-0.00269669,0.000918354,-0.000321867,-0.00102792,-0.000587191,0.000482948,-0.000777509,0.0113409,0.00727687,0.00305685,-0.00056703,-0.037614,-0.0903255,-0.0215019,-0.0220567,-0.00298607,-0.0249888,-2.43298e-05,0.00090075,-0.00796973,-0.000997879,-0.00356906,-0.00283846,0.000950516,-0.0014878,0.000867072,-0.000547672,0.000248532,0.000281324,0.00036807,0.000162907,0.000452807,0.000250499,-0.0157607,0.000180288,-0.0280514,0.00186876,0.00179189,0.00202087,-0.00195571,0.00253723,0.000597243,0.00124816,0.000481661,0.00641819,-0.00419604,0.000790522,-0.000621329,-0.00309777,0.0015397,0.000919487,-0.000377048,8.00902e-05,-0.000122379,-0.000103936,7.84957e-05,-0.00122583,-0.000174017,-0.000494156,-0.000249872,-0.00116239,-0.000157829,-0.000545156,-0.0198283,-0.0174001,-0.000708759,-0.00748765,1.84218e-05,-0.000620735,-0.00377905,-0.0057257,-0.0178128,-0.0108954,-0.0144957,-0.0375052,-0.0190303,-0.0215789,-0.0248066,-0.00525396,-0.00050533,-0.00207166,-0.000983445,-0.00696652,-0.00711381,0.000562966,-5.79626e-05,0.000537843,-0.00495975,-0.00361288,-0.00163142,-0.000876383,-0.000703108,-0.000770726,-0.0280514,-0.00571321,1.72501e-05,-0.000715432,-0.00268385,0.00169153,-0.000468536,-0.000967818,0.000241927,-3.19163e-05,0.0227559,-0.00297358
RSS_C1,1.72332e-05,1.92969e-05,4.1607e-05,-1.00107e-05,2.6264e-06,3.8938e-06,2.37815e-05,5.47868e-05,-5.923e-05,0.000834901,0.000590944,0.000222521,-0.00160621,0.000894787,0.00211012,0.000523876,0.000533355,-6.4413e-06,0.000572082,-3.91075e-05,2.1877e-06,0.000168243,-0.000202308,0.000101746,3.22164e-05,-7.4438e-06,2.94927e-05,6.598e-07,7.21311e-05,-8.7923e-06,-0.000155782,-1.84448e-05,1.14648e-05,3.55995e-05,-1.82619e-05,0.000343454,6.2651e-06,0.000869094,-0.000308463,-7.96883e-05,-3.84694e-05,-0.000348163,0.000102048,9.90083e-05,0.000150701,-3.16082e-05,-0.000115757,5.03999e-05,-7.60929e-05,-5.52061e-05,6.12918e-05,-6.23406e-05,-4.48196e-05,5.9619e-06,5.2118e-06,2.3607e-06,4.7687e-06,-3.8915e-06,2.56563e-05,5.8e-09,2.53908e-05,3.495e-06,8.817e-06,-1.91104e-05,7.4299e-06,-0.00173673,-0.00259592,-9.32469e-05,-0.00251528,4.64654e-05,-3.8039e-05,3.38788e-05,0.000135966,-0.00198652,-0.0148163,-0.00257093,-0.00120613,-0.0017197,-0.00173222,-0.00163133,0.000105886,-3.02912e-05,4.77321e-05,-0.000100806,0.000145082,0.000183619,0.000116472,9.996e-07,-3.7907e-06,8.58915e-05,8.63916e-05,-7.98489e-05,-0.000144909,1.85508e-05,6.7609e-06,0.000869094,0.000138905,-2.4108e-06,1.79947e-05,2.5382e-05,-0.000168712,3.08354e-05,-2.71108e-05,3.21587e-05,8.678e-06,0.00326636,3.44403e-05
Raja_asterias,-0.00017956,-2.1039e-06,-0.00331358,9.11309e-05,3.47258e-05,-0.000177995,0.000359432,0.000229661,-0.000650429,0.00426198,0.00366138,0.000789572,-2.73877e-05,-0.0300329,-0.0715711,-0.00176192,-0.00159326,-0.00047006,-0.00237503,-5.35739e-05,0.00030918,-0.000451024,-0.000673408,-0.00113258,-3.71577e-05,0.000235549,0.000132672,0.000123966,-0.00178444,4.8906e-05,0.0002481,0.00038606,0.000180287,0.000269243,7.2445e-06,-0.00138933,-6.4749e-06,-0.0375095,0.000576444,0.000577886,0.00102999,0.000887323,0.00222221,-0.000328082,-6.99008e-05,0.000671874,0.0013818,-0.00115413,0.00165181,-9.80713e-05,-0.000984731,0.000268022,-0.000144154,-7.13571e-05,0.000109527,-5.10588e-05,-1.1034e-06,3.0231e-06,-0.000653236,-0.000114439,0.000103476,-0.000109661,-0.000564423,0.000101734,-0.000244556,-0.00655092,-0.00411129,-0.000174217,-0.00503115,0.000264694,-0.000166888,-0.000986779,-0.00441664,-0.00581276,-0.00457535,-0.00437783,-0.0292508,-0.00732058,-0.0104815,-0.00724163,-0.00214151,1.07239e-05,-0.000903261,1.11041e-05,-0.00109469,-0.00549677,0.000210472,-1.26658e-05,0.000230298,-0.00289649,-0.000451638,-0.000800156,-0.000490252,0.000218082,-0.000106171,-0.0375095,-0.00142333,-3.69408e-05,0.000203053,-0.000407561,0.000553254,0.000138742,-0.000183047,-0.000719032,-0.000307372,0.00723156,-3.0908e-05
Raja_clavata,-0.00691719,-0.00598945,-0.00177828,-0.0089007,0.00154299,0.00799019,-0.00294897,-0.00960339,0.0765755,-0.463086,-0.405822,-0.156942,0.0417542,-0.0425876,-0.115994,-0.0257868,-0.0238243,0.0347588,-0.0295071,-0.00808408,-0.000515171,-0.00486876,0.00229169,0.00196868,-0.00177768,-0.00750036,-0.00254832,-0.0106326,-0.0262107,0.00151345,0.00815843,0.00231601,-0.00140752,-0.0235987,0.0051284,-0.0279047,-0.00136885,-0.0283323,0.0159368,-0.00387531,0.005201,-0.00286837,0.00322714,0.000975561,0.00055449,0.00106229,0.00912887,-0.00677131,0.00244457,-0.00806521,-0.00151116,-0.00167634,0.0068749,0.00241928,-0.000806566,0.000474788,-0.00118579,0.00066577,-0.00338173,4.70583e-05,-0.00417025,-0.00120804,-0.00226813,-0.000330524,-0.00182761,-0.0357342,-0.0412573,0.0220043,-0.0403693,-0.0113343,0.00939759,-0.0221873,-0.0247591,-0.0365453,-0.000618677,-0.0409571,-0.0590988,-0.0583037,-0.0405136,-0.0481961,-0.0285077,0.00621454,-0.023285,0.0223021,-0.0246736,-0.0480605,-0.000255319,-0.000544379,0.00112527,-0.00374215,-0.0113632,-0.00432112,0.00138327,-7.18229e-05,0.0059053,-0.0283323,-0.0170626,-0.00202139,0.000234075,-0.0128564,0.00413123,-0.0133077,0.00575483,-0.0174907,-0.00812676,0.0621418,-0.0162349
Raja_miraletus,0.00082732,-0.000596857,-0.0119231,0.00119255,-0.000858634,-0.000964786,-0.000386414,0.00219927,-0.00413478,0.0335177,0.0268171,0.010228,0.00294517,-0.0390135,-0.093463,-0.0345186,-0.0264693,-0.0034024,-0.0303249,0.000136713,0.00115394,-0.0104127,-0.00522105,-0.0076078,-0.00310676,0.000865186,-0.0015148,0.000177916,0.00387487,0.000382245,-0.000900751,0.000412635,0.00062044,0.00138267,5.29355e-05,-0.0374099,0.00101387,-0.119265,0.00100192,0.00184522,0.00218031,-0.00653421,0.00949693,0.00164493,0.00397386,-0.000235725,0.0136318,-0.00834693,0.00394836,-0.00231853,-0.0069031,0.00330667,0.00105968,-0.000332409,6.0525e-05,-0.000120583,-6.93258e-05,7.7608e-05,-0.00125717,-0.000173424,-0.00057942,-0.000227672,-0.00178671,-0.000212123,0.000191751,-0.061387,-0.0652079,-0.00271875,-0.0642651,0.000960148,-0.00143614,-0.00664507,-0.0155322,-0.0609819,-0.00562997,-0.064883,-0.119503,-0.0618295,-0.0755863,-0.0761678,-0.00667667,-0.00147504,-0.00243913,-0.00332872,-0.00889375,-0.00653794,0.00464128,-3.8047e-05,0.000739244,-0.013051,-0.00495926,-0.00473915,-0.00403802,-0.000538534,-0.000596114,-0.119265,-0.00965033,0.000597386,-0.000554707,-0.0042821,0.00131533,0.000288241,-0.00098518,0.00181831,9.32774e-05,0.0854997,-0.00412821
Raja_polystigma,5.7084e-06,-1.5281e-06,-1.55518e-05,1.28737e-05,-9.723e-06,-1.2548e-05,-3.39101e-05,2.87754e-05,-3.14502e-05,0.000419018,0.000312871,0.000135498,9.0872e-06,-0.000359192,-0.000893358,-0.000832826,-0.000311346,-6.47947e-05,-0.000280887,-1.09718e-05,1.19056e-05,-0.00023357,-9.278e-06,-3.50757e-05,-1.52146e-05,1.27011e-05,-2.2574e-06,-1.8119e-05,7.63863e-05,6.5552e-06,-2.4584e-06,7.0536e-06,1.48951e-05,2.28581e-05,2.5759e-06,-0.00141791,1.08483e-05,-0.000151376,3.71981e-05,3.98654e-05,5.82217e-05,9.396e-07,4.765e-07,-4.6656e-06,-5.3918e-06,-1.10529e-05,0.000409374,-0.000223145,-1.3542e-05,-1.4752e-05,-0.000199445,0.000100663,2.68857e-05,-4.1355e-06,4.106e-07,-5.4026e-06,-4.272e-07,2.0798e-06,-3.54235e-05,-4.6114e-06,-1.39324e-05,-3.987e-06,-2.97556e-05,3.2882e-06,-9.149e-07,-0.000719792,-0.000630001,-2.6452e-05,-0.000701402,1.41128e-05,-1.00216e-05,-0.000164115,-0.000123646,-0.000650687,-0.000124644,-0.000650421,-0.000842593,-0.000739816,-0.000789142,-0.00130767,-0.000138023,-1.24812e-05,-5.4072e-05,-4.31022e-05,-0.000201853,-7.61161e-05,1.686e-05,5.475e-07,1.59223e-05,-8.52163e-05,-5.65031e-05,-3.3499e-05,-5.9158e-06,-2.82916e-05,-8.4743e-06,-0.000151376,-0.000135151,9.9858e-06,-2.76943e-05,-4.0827e-05,3.63749e-05,9.6135e-06,-2.76963e-05,2.38725e-05,-1.3421e-06,0.000916418,-6.59267e-05
SSH_C1,-0.000970118,-8.19453e-05,0.00142886,-0.000238448,0.000101764,0.00126946,-0.0121943,0.00446564,0.00648109,-0.0337321,-0.0305027,-0.0203742,0.00694197,-0.0344572,-0.0515067,-0.0125265,0.00236462,0.00437966,0.0012564,-0.000930607,-0.000359367,-0.00920476,0.000439683,-0.0204229,0.000588511,-0.00119884,-0.000209351,-0.00152159,-0.000656469,-0.000372877,-0.0217064,-0.000468184,-0.00174528,0.00051126,0.000650619,0.00308458,0.000371674,0.0107757,0.00226995,0.00289601,0.00192146,0.00019222,-5.2505e-05,-0.000126746,-0.00012937,0.000768517,0.00185748,-0.00114503,-0.000125843,-0.000999575,-0.000224316,0.0036174,0.00179721,0.000610432,-0.00034398,-0.000301185,-0.000203555,0.000141251,-0.00135167,-0.000134704,-0.000943692,-0.000221725,-0.00100534,5.62551e-05,-0.000881787,-0.00457957,-0.00190824,0.00539932,-0.00266798,0.000232872,0.00365185,-0.0146788,-0.0132692,-0.00191998,-0.000226192,-0.00211945,-0.00163312,-0.0036347,-0.000290509,-0.00147756,-0.0147525,0.00865988,-0.00861671,0.00178951,-0.0151411,-0.0179939,-0.00114817,-0.000109941,0.000462926,-0.0112117,-0.00569035,0.0196648,-0.000805577,-0.00865314,0.000948521,0.0107757,-0.00913067,0.000109846,-0.00827665,-0.00550617,0.00249662,-0.00376052,0.000821316,-0.00113058,-0.00175237,0.00479338,-0.00264788
SSS_C1,0.00102816,0.00321645,-0.0015519,-0.00133262,0.00019469,-0.00283079,0.0216373,-0.00103946,-0.00625169,0.0435941,0.0434982,0.0258773,-0.0120315,0.0689424,0.0652404,0.0174902,-0.00044556,-0.00588663,-0.00829749,-0.00466952,0.00186143,0.0225653,0.015032,0.0855483,0.0015015,0.00266336,0.00255403,-0.000317916,-0.00120459,0.00132493,0.033937,-0.0462902,0.0264057,-0.000540342,-0.00220106,-0.00583822,0.0239241,-0.011469,-0.0061456,-0.00463738,-0.00265354,-0.00233511,-0.000620388,-0.00017373,-0.000873001,-0.00127504,-0.00479409,0.00181254,-0.000288181,0.00234628,0.0012396,-0.0104605,-0.00668934,-0.00141315,0.000706977,0.000563989,0.000717107,-0.000468141,0.0020735,-0.000126972,0.00371366,0.000306447,0.0020701,0.00057127,0.00151391,0.0122147,0.00267838,0.0295995,0.0051333,-0.0614849,-0.034096,-0.301765,-0.300529,0.00344119,0.00114679,0.00339062,0.00531393,0.00755748,0.00237512,0.00414833,-0.304762,-0.0499212,-0.313862,-0.0107176,-0.303132,-0.305073,0.000306541,0.000318464,-0.000679798,0.026992,0.0188707,-0.0425559,0.0191453,0.0152018,-0.00160428,-0.011469,0.0228594,0.00032609,0.0145176,0.0105253,-0.00508213,0.0068922,-0.00485191,-0.00068977,0.00407553,-0.0104837,0.00527935
Scyliorhinus_canicula,0.00126155,-0.0107913,-0.00129434,-0.00622348,0.00152022,0.00207934,-0.0124968,0.00581551,0.00952181,-0.0302607,-0.0259814,-0.0198435,0.00737534,-0.128705,-0.0495368,-0.0116643,0.00359412,0.00647222,0.0043176,-0.00440908,-0.0171773,-0.00200589,-0.000652672,0.027792,-0.00212308,-0.00207061,-0.00191435,0.00177917,0.0128978,-9.8449e-05,-0.0135932,-0.00143813,-0.0815281,0.000814359,-0.00140171,0.00234728,0.00141089,0.00247652,0.00310436,0.00192485,0.00154554,-0.000215656,-0.00040086,2.94542e-05,-4.21066e-05,-2.47323e-05,0.0124198,-0.00789742,0.00016844,-0.00166845,-0.00566796,0.00221992,0.00410185,0.000700087,-0.000143897,-0.000800769,-0.000438166,0.000304858,-0.000980365,6.13032e-05,-0.00211469,2.66486e-05,-0.000743964,4.169e-06,-0.000590814,-0.00738787,-0.00777946,0.0166003,-0.00821139,0.000117117,0.0103278,-0.0177841,-0.0144884,-0.00669797,0.00114064,-0.00789518,-0.00977656,-0.00890931,-0.00590096,-0.00574627,-0.0237356,0.028181,-0.0400054,0.0128891,-0.0204029,-0.0299854,-0.000819991,-0.000172316,0.000405629,-0.00278297,0.00185344,0.0711688,-0.0172592,-0.00866304,0.000955865,0.00247652,-0.00126857,-0.00199321,-0.00825544,-0.00466408,0.00216692,-0.00256122,-0.0011473,0.00654829,0.0037912,0.0122159,-0.00225231
Squalus_blainville,0.000543296,0.00218108,-0.000575446,-0.00112467,-0.000943275,-0.00180089,0.0114531,-0.000463053,0.0152813,0.0292449,0.0303794,0.0147751,-0.00689561,0.0486307,0.0376789,0.0260894,0.0105324,-0.00329857,-0.00424254,-0.0259591,0.00220327,0.00479353,0.00802992,0.0489469,0.000607317,0.00160689,0.00101967,-0.000493662,-0.000738906,0.000893535,0.00751591,-0.0143932,0.0144125,0.00109149,-0.000446103,-0.00392998,0.00741238,-0.0044006,-0.00267571,-0.00173473,-0.00156204,-0.000857022,-0.000450431,-0.000283035,-0.000444148,-0.000940219,-0.00197024,0.000629329,-9.88102e-05,0.00130997,0.000660986,-0.00213818,-0.00203667,-0.000924692,0.00030113,0.000103987,0.000247676,-0.000162962,0.00110907,3.06747e-05,0.00115336,0.000239387,0.000969104,0.000392619,0.000903936,0.00668139,0.0046775,-0.0119757,0.00466669,-0.00582923,-0.00763958,-0.165802,-0.164347,0.00425915,-0.000191763,0.00467038,0.00606943,0.00599428,0.0035614,0.00340582,-0.167931,-0.0167301,-0.170286,-0.0113245,-0.170182,-0.167226,0.00046435,0.000120567,-0.000349051,0.0101589,0.00860295,-0.0233454,0.0102808,0.00796715,-0.00102206,-0.0044006,0.00737619,0.00143223,0.00759652,0.00380717,-0.00218272,0.001998,-0.0177457,-0.000591429,0.00206735,-0.00899545,0.0029335
Torpedo_marmorata,-6.10191e-05,-0.000126563,0.000236481,4.13812e-05,2.9387e-06,0.000159335,-0.0018183,0.000877088,0.00117282,-0.00226758,-0.00345107,-0.0014094,0.00137123,-0.00095192,-0.00489849,-0.00100435,0.000435501,0.000543395,0.000354758,-0.000229869,0.000359467,-0.00892935,7.45484e-05,0.00149058,0.000184816,-0.00020545,0.000138024,-0.000289113,0.000452522,8.84313e-05,-0.00369124,-0.000811512,-0.000220949,0.000179522,5.23318e-05,0.00100845,0.000531774,0.00111527,0.000570387,0.000803498,0.000624192,1.88584e-05,-2.5667e-05,-3.2543e-05,-0.00023115,0.000132427,7.22476e-05,-0.000257281,9.77036e-05,-2.72336e-05,0.000125666,0.00167949,0.0010771,3.37671e-05,-6.96627e-05,-0.000272163,-0.000102493,7.31615e-05,-0.000426773,-2.71271e-05,-0.000533825,-4.2835e-06,-0.000364883,1.86629e-05,-0.000285444,-0.00324993,-0.000679165,0.00173848,-0.000650008,-0.000223262,0.00125045,-0.00342626,-0.00309409,-0.00093952,-0.000813855,-0.000667212,-0.00082003,-0.00123956,-0.000726278,-0.00128936,-0.00488572,0.00276456,-0.002808,0.000225657,-0.00887787,-0.00389402,-0.000280184,-4.46121e-05,0.0001456,-0.00329564,-0.000949393,0.00766241,-7.0144e-06,-0.00129815,0.000158408,0.00111527,-0.0053198,2.6787e-05,-0.00124285,-0.001606,0.000664004,-0.000890474,3.04763e-05,4.08479e-05,-4.30657e-05,0.00142788,-0.000822443
Torpedo_torpedo,-0.000886093,0.00018713,0.00043411,-0.000773239,0.000244864,0.00113881,-0.000768527,0.000777341,0.00481807,-0.0311248,-0.0263794,-0.0190902,0.00487033,-0.0225203,-0.0376809,-0.000551812,0.00111177,0.00433148,0.000406934,-0.000253705,-0.000634239,-0.000155227,-0.000459125,0.00232344,0.000342792,-0.000954636,-0.000306618,-0.00177867,-0.00140052,-0.000849904,-0.00791307,3.73294e-05,0.000957644,-0.0003219,0.000502286,0.00111221,5.5534e-06,0.00236363,0.00117273,0.00132644,0.000747303,0.000101962,0.000141108,-6.0592e-05,-2.90244e-05,0.000351729,0.000599072,-0.000654648,4.51134e-05,-0.000929896,1.44392e-05,0.000798608,0.000494832,0.000686898,-0.000236378,0.000242115,-8.35526e-05,5.43218e-05,-0.000521057,-3.6779900000000003e-05,-0.000374565,-0.000251083,-0.000349419,2.6199e-05,-0.000324153,-0.000754784,-0.000783892,0.00243585,-0.00114816,-6.36999e-05,0.00150222,-0.00400266,-0.00343329,-0.000815633,-0.000199768,-0.000886382,-0.00307491,-0.00227166,-0.000382865,-0.000415294,-0.00500879,0.00333488,-0.00320267,0.00150333,-0.00356226,-0.00926262,-0.000415956,-4.69329e-05,0.00018041,-0.00223564,-0.000377734,0.00773694,-0.00015796,-0.000266871,0.000880319,0.00236363,-0.00170803,-5.35536e-05,-0.000213535,-0.00208681,0.00120479,-0.00172925,0.00123521,-0.00160172,-0.000836514,0.0020874,-0.00106421
DC,0.0405434,0.00625472,0.00976115,-0.00331563,0.00135923,0.0124713,-0.00634453,-0.0051951,-0.00914747,-0.0440984,-0.0112783,-0.0044083,0.00400883,-0.014989,-0.0426019,0.0225383,-0.0331692,0.0437714,-0.0184754,0.00352521,0.0149497,-0.00807462,0.0355635,0.0166254,0.00702685,-0.00856869,-0.0068958,-0.0176027,-0.00576029,0.000202635,0.0214582,0.0408274,0.0120294,0.001708,-0.0119159,0.101299,0.146944,0.154747,0.159941,0.0457836,0.0141063,0.126618,-0.098598,-0.0764362,0.0397063,0.0227117,0.17954,-0.0996029,-0.033115,-0.0340362,-0.0961671,-0.0236794,-0.0183784,0.00386665,-0.000270325,0.00288407,0.00120372,-0.000382425,-0.00675198,-0.00199527,0.00976571,-0.00241689,0.0178334,0.0400208,0.00819512,0.0272482,0.093203,0.0177294,0.0278446,0.0144357,0.0011121,0.0182558,0.0231687,0.0950112,0.103794,0.0735516,0.0934866,0.0599024,0.0817688,0.0782931,0.0126724,0.0148695,0.00785054,0.0206469,-0.00831804,-0.00183964,0.0,0.000814464,0.000931429,0.0181713,0.000404966,0.0206576,0.0294005,-0.0013957,0.0103922,0.154747,0.00142654,0.00179702,-0.000869544,0.0229331,0.0881644,0.0323815,0.0165348,-0.0122407,-0.00513129,0.0338906,0.0381147
SPOM,0.0343589,0.0419509,0.0217273,0.0103512,-0.00754169,0.0166796,0.015224,0.0240843,0.0251781,-0.0188596,0.0263566,0.0367304,0.0372223,0.00977633,0.00553017,0.0296421,0.0382096,0.0636634,0.00757749,0.00737181,0.0730148,0.0879646,0.0259181,0.0317471,-0.00608233,0.0976122,-0.0214548,0.059553,0.00410547,0.0874654,-0.0165702,0.00406329,0.00589823,0.0138395,0.0492116,0.0706312,0.00590152,0.0666163,0.00542275,0.00153183,-0.00114056,-0.0213637,0.220174,0.00899439,-0.000290109,0.0476329,-0.0224247,-0.0136596,-0.0132937,0.196129,0.295031,0.0157408,-0.0234525,0.00805821,0.122817,0.0546874,0.157859,0.429208,-0.00955565,-0.126905,-0.0138622,-0.0654856,-0.0223522,-0.00354441,-0.00412723,0.0179945,-0.0383649,-0.0106109,-0.0164636,0.0103553,-0.00531784,0.0260913,0.0373637,-0.0106491,0.0318205,-0.0318769,0.0281874,0.0133558,0.00532878,0.0334822,0.0407699,0.00253287,0.0404947,-0.00224969,0.0687912,0.0383828,0.00199873,0.0,-0.0482434,0.0417293,0.0270439,0.0264223,0.0213159,0.0156069,0.023574,0.0666163,0.0707548,0.00789664,0.0156476,0.0228719,0.00478802,0.0180672,0.0258175,0.0346599,0.039383,0.0165114,0.0180715
BD,0.0547343,0.066437,0.171897,0.02,0.00494,0.0416321,0.0240689,-0.0213145,-0.0703446,-0.0161469,0.0343,-0.00457922,-0.0397344,0.273491,0.237878,0.0823091,0.0763479,0.0205781,0.0748433,0.0500557,0.0837011,0.124058,0.0418,0.117173,0.218286,0.0639706,0.141149,-0.0559143,0.108747,0.0563411,0.125904,0.0725336,0.0623026,0.0676848,0.141012,0.112592,0.0320836,0.0342551,-0.0278183,0.0498411,0.178188,0.176943,0.0353997,0.152528,0.17096,0.0893139,0.0898581,0.0231264,0.145117,-0.0300315,0.0763401,0.188293,-0.0188175,0.119767,0.0404618,-0.0518358,0.00198068,0.0172204,0.474549,-0.0257491,0.02954,-0.00305068,-0.15453,-0.156967,-0.162861,0.0944964,0.120866,0.0299895,0.0772174,0.0795874,0.0484776,0.0569013,0.0362682,0.0974379,0.0584038,0.108149,0.0381401,0.0540712,0.0788344,0.067141,0.0564838,0.0838674,0.0437426,0.0697687,0.0601714,0.0411317,-0.149434,-0.030278,0.0,0.0989564,0.0590995,0.0411742,0.0483503,0.0286883,0.0402194,0.0342551,0.0954284,0.0227692,0.0291794,0.0783919,0.025605,0.062587,0.0401123,0.0174674,0.00332183,0.0530866,0.0561541
