FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Dipturus_oxyrinchus,Myliobatis_aquila,RSH_C1,RSS_C1,SSH_C1,SSS_C1,SSS_C2,Torpedo_marmorata,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
Mb_FF,-0.00403512,-0.00265423,0.11856,-0.00155682,0.000307925,-0.000583651,0.0263864,-0.00615315,-0.0014303,-0.00981909,-0.00728925,-0.0166266,-0.01977,-0.00598873,0.0877356,0.0109459,0.143448,-0.00095553,-0.00944468,-1.80926e-05,-0.00305648,-0.00645066,-0.00186267,0.0244837,-0.00271222,0.00177555,-0.00192941,-0.00175579,-0.00611189,-0.00172883,0.00423399,-0.000672429,-0.00298206,-0.00238977,-0.00447152,-0.00525301,0.00889671,0.0495856,0.000915371,0.0432498,-0.00652024,0.0198808,-0.035787,-0.027091,0.0232695,-0.0187532,0.0539598,-0.0332571,-0.0101961,-0.0300182,-0.0451756,-0.0126532,-0.00262759,-0.00442122,-0.00411547,-0.00422419,-0.00218466,-0.00322876,-0.00110513,-0.00764419,0.00317522,-0.00868388,-0.0532561,0.0186592,0.0114545,-0.00254488,0.0419715,0.0096027,0.0108024,0.00709668,-0.000841094,-0.000262606,-0.00179971,-0.0104197,-0.00527945,-0.00885565,0.0091666,0.00162245,0.00743973,-0.00115251,0.0192929,-0.000417052,0.0495856,-0.0012394,-0.000657427,0.0185387,0.0231188,0.0242949,0.0200003,-0.000382675,-0.00367941,-4.31648e-05,0.00275463,0.0249913
Mb_DF,-0.00610663,0.00134205,-0.011154,-0.00718616,-0.000434427,-0.00336227,-0.00428481,0.00384244,0.00200616,0.00193994,0.000878573,-0.021189,-0.0301976,-0.00625431,0.0581727,0.214661,0.181201,-0.00130831,0.293809,-0.000233089,-0.00157183,-0.0175895,-0.00437471,0.0186946,-0.00978475,-0.00251563,-0.00659636,0.000794521,-0.0251393,-0.00231213,-0.0187336,-0.00672344,0.0268494,-0.00225924,-0.00656475,-0.0475685,0.0453336,-0.0206064,-0.0210966,0.0569862,-0.0278469,0.00666853,-0.0808581,-0.250858,0.202189,0.0930947,0.139508,-0.331332,0.0264274,-0.153736,-0.148871,-0.0706921,-0.000246443,-0.00492915,-0.00755139,0.00469618,0.000574164,-0.00178063,-0.0365718,0.00413962,-0.00156239,0.00311083,-0.220617,-0.611698,-0.288324,-0.00513683,-0.0109669,-0.0176424,0.000820836,0.0122363,-0.00342318,-0.00350098,-0.00954062,-0.0140192,0.000887716,-0.0316313,-0.006437,0.0235931,-0.00039522,0.00359559,-0.00404217,-0.00279704,-0.0206064,-0.0100944,-0.0004747,-0.00401637,0.0287504,0.0231142,0.0261275,-0.000620699,-0.0106894,-0.00390428,-0.00409516,0.0517827
Mb_C,0.000434506,0.000110219,-0.100634,5.09486e-05,-0.000406133,-0.000474541,-0.00416339,0.000854047,-0.00168754,0.00739493,0.000845975,-0.00157218,-0.00454467,0.0756298,0.0600358,0.00642004,0.064945,-0.00314464,0.039491,0.00227135,0.000397075,0.000531866,-0.000515086,0.00554434,-0.000540398,0.000116373,0.000390157,0.000687598,0.0134081,0.000836836,0.00292335,0.00220987,-0.0055475,0.00141984,0.000956414,-0.000746441,-0.0125215,-0.0113722,-0.0294514,0.00618628,0.0133997,-0.0612787,-0.1134,-0.200913,-0.0599334,-0.583777,-0.0627326,0.0369075,-0.205054,-0.396304,0.155235,-0.0570612,0.000700144,0.0010903,0.00237127,-0.000552819,0.000188448,0.00103069,0.00195098,-0.000289046,-0.000225875,3.8114e-05,0.0803753,0.174791,0.0819537,-0.019235,-0.0437479,-0.0100344,-0.0557397,-0.00572292,0.000219758,0.0010652,-0.00159552,-0.0448235,0.000941241,0.00564784,0.00187338,0.0047113,-0.00208266,-0.00132147,-0.00319317,-0.000368626,-0.0113722,0.000761442,0.000331201,-0.00309002,0.00573471,-0.00873905,0.00333881,0.000429614,0.00629458,0.00239975,-0.00604316,0.0049842
Mb_PAR,0.000162615,-0.000141166,-0.00710862,1.87425e-05,1.88613e-05,-1.32851e-05,-0.000104099,-2.53865e-05,3.16996e-05,0.000336283,-0.000120237,0.00054595,0.000721407,-0.000112408,0.00379793,-0.00245224,0.000815049,-0.000170753,-0.00416955,-3.33035e-05,0.000264228,0.000121003,0.000225896,0.00100825,-0.000210069,-2.39071e-05,-0.000152194,4.83109e-05,0.000520913,1.1206e-06,-0.000351896,-0.000142908,-0.000942403,4.12369e-05,0.000103779,8.14645e-05,-0.000605719,0.000264444,-0.00152049,-0.00164438,0.000388328,-0.00585809,0.002407,-0.00714945,-0.00139132,-0.000118673,-0.015687,-0.156878,-0.0172267,-0.0176728,-0.147434,-0.00065489,2.68042e-05,7.56618e-05,0.000108773,-3.74181e-05,-2.11742e-05,-2.2368e-06,0.000243534,-4.41788e-05,-1.3685e-06,-5.13212e-05,0.00274626,0.00691362,0.00355521,-0.00160861,-0.00316696,-0.000364527,-0.00505294,-0.000157042,-4.36905e-05,-6.12509e-05,7.78603e-05,0.000456095,-4.71936e-05,0.000349167,0.000101345,-0.000142122,0.0001095,-2.56007e-05,-8.02137e-05,-1.8036e-06,0.000264444,0.000168634,-4.25469e-05,-7.76742e-05,-0.000666557,-0.00157071,-0.000780647,-8.00194e-05,0.000255817,0.000142736,-0.000480604,-0.00108728
Mb_SCA,-0.00126799,0.00479537,-0.0271891,0.00130491,-0.000920922,-0.000801534,0.000506248,0.000418311,0.00148463,0.00224283,-0.000812689,0.0014765,0.00217995,-0.00134764,0.0111066,0.000828995,0.00140508,-0.00179286,0.0636679,-0.00116491,0.000929228,-0.00284195,-0.00295904,-0.0110266,0.000442613,0.000298909,0.000882135,-0.000762516,-0.0042077699999999996,-0.000222453,0.00446881,-4.31622e-05,0.0354776,-0.000551399,0.00104533,0.016846,-0.00514087,-0.0031209,-0.0136315,-0.0116965,0.00086555,-0.0367697,-0.0215633,-0.0130531,-0.0151521,-0.0597554,-0.067786,-0.485193,-0.0530091,-0.0494385,-0.451366,-0.00332619,0.000856323,0.000259793,0.000687021,9.71895e-05,-7.26266e-05,0.000197552,0.000872868,0.000170365,-0.000536923,7.71363e-05,0.00909667,0.017279,0.00931054,-0.00915315,-0.0215281,-0.00242222,-0.0320067,0.00149686,0.000598727,0.00019962,-0.00198004,-0.00950438,6.97397e-05,0.00123328,-0.000889246,0.00377659,-0.0016557,0.00526994,0.000162284,-0.00059266,-0.0031209,-0.00204232,0.00106305,0.000125714,-0.00271938,-0.0121816,-0.0036486,-0.00117946,-0.00223271,-0.00168529,-0.003054,-0.00340698
Mb_H,-1.1882e-06,-3.209e-07,0.000339063,-5.5119e-06,1.5587e-06,-4.0596e-06,-2.7875e-06,4.3337e-06,1.16616e-05,1.32519e-05,2.502e-06,1.188e-05,1.75832e-05,-3.44e-06,1.26068e-05,-5.86879e-05,-1.88265e-05,-3.4691e-06,3.31144e-05,-7.5288e-06,-6.8746e-06,-9.3342e-06,-3.5393e-06,0.000103382,-8.3148e-06,5.1233e-06,-4.6242e-06,2.8754e-06,-2.95038e-05,-1.19609e-05,-1.74434e-05,-1.30305e-05,1.55998e-05,-2.4213e-06,-1.156e-06,-1.51e-05,-9.6505e-06,-5.3077e-05,-3.8922e-05,-3.75851e-05,-3.64746e-05,-0.000123467,-2.30111e-05,-0.000181814,6.303e-05,0.00188122,0.00123709,-0.00156492,0.0009735,-0.000175826,-0.00100213,-4.23169e-05,9.7518e-06,5.6947e-06,2.1385e-06,4.5163e-06,1.267e-07,1.7271e-06,-2.98947e-05,4.9651e-06,-7.3823e-06,3.4317e-06,-0.00012623,-2.59556e-05,-0.0010283,-4.13441e-05,-7.03155e-05,-1.99809e-05,-0.000102594,2.7949e-06,2.8778e-06,-1.65248e-05,-2.5711e-06,2.03143e-05,1.2456e-06,1.10722e-05,-6.86e-07,1.87273e-05,2.1985e-06,2.8946e-06,-3.1221e-06,-4.0028e-06,-5.3077e-05,-1.871e-07,-2.5933e-06,-3.1577e-06,-2.0606e-05,-3.75548e-05,-1.98318e-05,-6.0374e-06,-1.14714e-05,-1.0479e-06,-1.54259e-05,-2.3754e-05
Mb_GRA,0.000205655,-0.000205363,0.335843,-2.2658e-05,3.60171e-05,-2.38913e-05,-0.000200119,2.22333e-05,-4.257e-05,0.00065534,0.000340824,0.000532556,0.00066005,0.000114276,-0.000423482,-0.000847966,-0.0014105,-7.5395e-06,-0.00138266,-1.60499e-05,8.61097e-05,0.000194709,0.000226697,-0.00033828,-0.000183156,-3.8059e-05,-0.000131421,6.2005e-05,0.000473422,1.92996e-05,-0.000352014,-3.98879e-05,-0.0015246,6.27786e-05,5.73067e-05,0.000253115,-7.06891e-05,-0.00702423,-0.000949625,-0.00112781,0.000207667,-0.0043357,-0.00367225,-0.00232478,-0.000618012,-0.00724859,-0.00561475,-0.0610438,-0.153687,-0.00681564,-0.0561942,-0.00048315,1.30806e-05,5.16938e-05,5.0513e-05,1.74657e-05,5.4109e-06,2.3685e-05,5.47186e-05,1.86685e-05,-1.42505e-05,1.7652e-05,0.000785431,0.00134162,0.000498704,-0.00113835,-0.00265205,-0.00100748,-0.00362401,-0.000497541,-4.71972e-05,-6.36291e-05,0.000134257,0.00196224,2.20057e-05,0.000151403,-0.000612819,-0.000152251,-2.98461e-05,-0.000169339,-0.000153769,-1.81407e-05,-0.00702423,-9.91977e-05,-5.54862e-05,-0.000148841,-0.000696461,-0.00104637,-0.000618614,-1.8516e-05,0.000241494,9.9031e-05,-0.000512042,-0.000736856
Mb_SF,-0.000818853,-0.000209045,-0.000113122,-0.000682069,0.000209097,0.00081826,-0.000361754,-6.50767e-05,-0.000772444,-2.35886e-05,0.00133431,0.00247916,0.00303712,-0.000231948,-0.0001339,-0.000677669,-0.000291429,0.00340858,-4.3869e-05,0.000461261,-0.00036275,-0.000193496,-8.51911e-05,-5.59651e-05,-0.000207259,-0.00106332,-0.000613679,-0.00154389,-0.00118042,-3.58576e-05,-0.000274963,-0.000248851,-0.000227418,-0.000689189,0.000394211,-2.85185e-05,-0.000164852,-0.000232988,-0.000275398,-0.000927145,-0.000378628,-0.00065318,-0.00161465,-0.00186822,0.00306764,0.00123903,0.00184929,-0.00257225,0.000628951,-0.00456554,-0.0033656,-0.00214842,-4.41436e-05,0.000150813,-0.000522216,-0.000180087,-0.000224164,-0.000227423,7.47273e-05,-0.000604625,0.000102049,-0.000802244,-0.00947445,0.00164016,0.000994843,-0.000707985,-0.000829458,-0.000314301,-0.00101821,-0.000364413,7.2003e-05,0.000261177,-0.000368384,9.66087e-05,-0.00045843,-0.00042742,-0.000120426,-0.000215669,-0.000202159,-0.000119095,-5.13944e-05,0.000633851,-0.000232988,8.69736e-05,-0.0001271,-1.8397e-05,-0.000220919,-0.00060686,-0.000145922,0.00138879,-0.00137589,-0.000795486,0.000629538,-0.000317924
Mb_PF,-1.1082e-06,1.1761e-06,0.000153732,3.545e-07,-3.716e-07,-1.1352e-06,-4.097e-07,2.881e-07,1.8054e-06,2.4567e-06,-7.641e-07,1.8176e-06,2.9636e-06,-3.7027e-06,4.6495e-06,-4.8943e-06,-2.7902e-06,-1.826e-06,2.62661e-05,-1.5198e-06,-1.033e-06,-3.3963e-06,-1.8599e-06,-6.9422e-06,-2.1497e-06,-1.1888e-06,-9.148e-07,-9.5e-08,-4.156e-06,-2.125e-07,-6.993e-07,-1.5567e-06,1.62388e-05,-9.932e-07,-1.026e-06,7.9831e-06,-3.9936e-06,-5.7667e-06,-9.4901e-06,-9.8407e-06,-2.7718e-06,-2.95112e-05,-1.95002e-05,-2.26036e-05,-1.15348e-05,0.000761804,0.000476621,-0.000420655,0.000401682,-5.97144e-05,-0.000403464,-1.74785e-05,1.3318e-06,-9.15e-07,-1.929e-06,1.49e-07,-1.0763e-06,-2.9068e-06,6.57e-08,1.423e-06,-7.844e-07,8.386e-07,-6.81601e-05,2.30895e-05,1.35317e-05,-8.015e-06,-1.69603e-05,-2.8727e-06,-2.48192e-05,-5.527e-07,1.178e-07,-1.4905e-06,-2.1126e-06,-9.258e-07,-3.9515e-06,-4.0683e-06,-2.502e-06,6.652e-07,-1.4928e-06,1.955e-06,-6.005e-07,-9.815e-07,-5.7667e-06,-2.4919e-06,1.324e-07,-6.208e-07,-4.1738e-06,-9.5514e-06,-4.4777e-06,-1.5134e-06,-1.8687e-06,-1.2433e-06,-3.1591e-06,-4.7535e-06
BO,0.00219002,-0.000417607,-0.0102611,-0.00065454,0.000112916,-0.00114583,0.00228251,-0.000992253,-0.00297846,-0.00221979,0.00276913,-0.000949815,-0.00251602,0.0749445,0.0235961,0.0083369,0.0101488,0.000393097,0.00685049,0.000776539,0.000100688,0.036424,0.000825338,-0.0111083,-0.00371104,0.00125369,-0.00306195,0.000310851,-0.00716154,0.00247629,0.042054,0.00174635,-0.00449543,-0.00106472,0.00915912,0.0114882,0.0276034,0.00144185,-0.0064783,-0.00995023,-0.0100145,-0.0866827,0.0309861,0.0172874,0.0566489,-0.00895476,-0.000620102,-0.011745,-0.0117312,-0.0375675,-0.00718393,-0.0501709,-0.00477019,0.00252239,-0.00212217,0.001164,0.000511893,-0.000138649,-0.0289392,0.000457292,0.00237595,0.00053832,-0.0620468,0.00124127,0.00698192,-0.0274415,-0.0508814,-0.00672474,-0.0805121,0.0083162,-0.00133481,0.00293172,0.031456,0.0287238,-0.000677469,0.0142804,0.0211992,0.00332326,0.00231809,-0.000200944,0.00138081,-0.000796265,0.00144185,0.0219474,-0.000283067,0.00128495,0.00846726,-0.00880233,0.00526323,0.000590069,-0.00300096,-0.00129723,-0.00628703,0.00327449
EUP,-0.00373095,-0.00302161,-0.00463338,-0.00749906,0.00801199,-0.000112108,0.0891455,-0.148842,0.275975,0.544243,0.0588738,-0.000996041,0.0285756,-0.0576575,-0.000826809,-0.0720761,-0.05353,-0.00365485,-0.0140119,0.0966286,0.0588672,0.0875899,0.0194287,0.0398764,-0.0030491,-0.038139,0.0352456,-0.0214846,-0.0216291,-0.0130078,-0.0123414,-0.0166359,0.0434324,-0.000156087,-0.0132429,-0.00336861,0.0592319,-0.00502019,0.0315768,0.0257854,-0.00513554,-0.0105606,-0.00406128,-0.00262589,-0.00202194,-0.00622339,-0.0105509,0.00682034,-0.00492598,-0.0023275,-0.0164661,-0.0272253,-0.159809,-0.0109229,-0.00803564,-0.131014,-0.0794299,0.0476074,-0.00471498,0.0441836,-0.445487,0.035292,0.00624913,0.00404084,0.00477913,0.0306417,-0.0305875,-0.0206066,-0.0365739,-0.050231,0.184179,0.0134683,-0.00848565,-0.000341427,-0.0323743,-0.00894071,0.031639,0.0196771,0.0234282,0.0254042,0.0656696,-0.00482217,-0.00502019,0.0579699,-0.000948341,0.0631736,0.0161228,0.0262837,0.0210717,0.0610618,-0.021383,-0.0135363,0.0346189,0.0192713
ZG,-0.0119683,-0.011787,0.000998905,0.000686944,-0.00346609,0.0210376,-0.00686887,0.0161452,0.00542931,-0.00425251,-0.0053725,-0.00560771,-0.00667769,0.0014166,5.18606e-05,-0.00121141,-0.000558921,-0.0124582,0.00361041,-0.00010507,0.0310919,-0.00147975,0.00893951,0.00223365,0.00588575,0.233001,-0.00705018,0.00837204,-0.00304731,-0.178342,-0.00121305,1.4349e-05,0.00463441,0.00268018,-0.00616856,-0.00389575,-0.00124119,-0.00154196,-0.00189205,-0.00166372,0.00712801,-0.00128653,-0.000573458,0.000944578,-0.00207152,0.000383062,-0.00254703,0.00150276,0.0010389,0.00373456,0.00114605,-0.00223554,0.000341403,-0.0295687,-0.0472366,0.0158036,-0.00289585,0.00381452,-0.00465024,0.00428708,-0.00569943,-0.00741014,-0.0016531,-0.000596572,0.000853589,0.00360441,0.00104956,0.00113828,0.00111009,-0.00507563,-0.000414849,0.000370513,-0.00187482,-0.00152672,-0.00177332,0.00150783,-0.0112139,0.000662727,0.00231418,0.00759913,0.000470903,0.00965746,-0.00154196,-0.0240737,0.00387117,0.00125127,-0.00691538,-0.00192941,-0.00272897,-0.00407424,0.0032702,0.00151975,-0.00199352,-0.0025202
ZL,-0.0347587,0.0903292,-0.00251804,0.00552195,-0.00651134,0.0443484,-0.00877562,0.0408263,-0.0260244,-0.0161904,0.0335053,0.0409621,0.0144638,-0.0103656,0.0224546,-0.0344842,-0.00703201,0.0417953,-0.0262164,0.0306247,0.0914517,-0.00816222,0.0102538,0.0134449,0.0163357,0.169404,-0.0217224,0.0234295,0.0278057,-0.562589,-0.0148453,-0.00346587,-0.0092776,0.0130302,0.0943547,-0.0181165,0.0097557,-0.00706046,0.00800553,0.079528,0.0125568,-0.00675742,-0.00468469,-0.00270232,-0.00873097,-0.000677706,-0.00462775,0.00429226,-0.00409197,-0.0307958,-0.013915,-0.0244366,-0.00698195,0.0961176,-0.212948,0.0531728,-0.0384081,0.0121117,-0.0113972,0.0324794,-0.0128878,-0.0227225,-0.0247313,0.00330745,0.00977454,-0.0127581,-0.0259916,-0.0123948,-0.0255398,-0.0201942,0.00690922,-0.00288039,-0.0120655,-0.00346044,-0.0071877,0.000261922,-0.0371685,0.00476813,0.000162176,0.00567146,0.00519671,0.0119605,-0.00706046,-0.071979,0.00999047,0.00668224,0.00472947,0.0510872,0.0312876,0.0335133,0.0252012,0.0100776,0.0142762,0.0319147
ZM,0.108673,0.040876,-0.0141949,0.0626071,-0.0302285,-0.014264,0.08626,0.475633,0.141633,-0.0538539,-0.000170494,0.00461823,0.00598501,0.0405716,-0.0175341,-0.0336313,-0.00953369,0.0129894,-0.0139729,-0.00854269,-0.0186216,-0.0276797,0.0290588,0.0174481,0.0250498,0.0924041,0.0554325,0.265028,0.00798343,0.0848896,-0.0191439,-0.010245,-0.00881199,0.0145277,-0.0166012,-0.0791807,-0.00710834,-0.0220439,-0.00620935,0.00928238,-0.0284678,-0.00756111,-0.0480331,-0.00138021,0.0121209,-0.0131802,0.02031,-0.00375323,-0.00337315,-0.0505005,-0.0347664,0.0210335,-0.0939777,-0.0425833,-0.00637402,-0.301321,-0.138878,0.0547128,0.0125302,0.0888063,-0.186966,-0.329273,0.01547,0.00266377,0.0132466,-0.00105945,-0.012357,-0.0165364,-0.00416313,0.0197116,-0.0190433,-0.0235326,-0.00445782,0.014806,-0.0557877,-0.00842848,-0.00317063,0.0281331,0.0398793,0.0209924,0.0598208,0.0230059,-0.0220439,-0.00328605,0.0242838,0.0570098,-0.00266371,0.00185683,-0.0010055,-6.15099e-05,0.149786,0.159352,-0.00424424,-0.00282764
ZS,0.033066,0.0439558,0.0059774,0.0127073,-0.0107281,0.035291,0.0129008,-0.0270206,0.121343,0.0409146,0.0699442,0.0967071,0.125159,0.061756,0.0126054,-0.00583868,0.00842923,0.152736,0.00449528,0.00930924,0.0313395,0.0468167,0.00397125,0.0107896,0.0161885,0.0761032,-0.00989944,0.102436,-0.0497178,0.00503744,-0.0126667,-0.00747367,0.0203936,-0.0107453,0.00787997,-0.00969139,0.000367641,0.00452501,-0.00383139,-0.0233047,-0.0178429,-0.000501905,0.0397723,0.0121206,0.0202622,0.0156097,0.00544774,-0.00107527,0.00167924,0.00225728,0.1158,0.0355262,0.0646782,0.0822859,0.0373459,-0.0221839,-0.41436,-0.32242,0.0387352,-0.443037,-0.0606173,-0.10882,-0.00268319,-0.00966847,0.00298782,-0.0204745,-0.0162087,-0.00472668,-0.0232741,0.00553596,0.0191157,0.00528941,0.0257924,0.00262697,0.239088,0.0129759,0.0174474,0.0208584,0.00680544,0.00755653,0.0187897,0.0291294,0.00452501,0.0379835,0.0111252,0.0194158,0.00797732,-0.0139413,0.00856657,0.0559772,0.034516,0.0489534,0.0295312,0.00257158
PB,-0.0167122,-0.00280608,-0.0354387,-0.00170355,-0.00145629,0.0039475,-0.00704705,-0.00576025,0.0448862,0.034733,0.0147779,0.0228393,0.0346883,-0.00899985,-0.0222372,-0.0426474,-0.0375067,0.0247893,-0.018088,-0.00319403,-0.0494916,-0.0665116,-0.0237517,-0.0307017,-0.00814422,-0.0233591,-0.00372647,0.0186658,-0.0349118,-0.116193,-0.00855208,-0.0169727,-0.00498,-0.0215545,-0.0373943,-0.0811012,-0.00618704,-0.0587173,-0.00246632,-0.00427527,-0.02803,-0.00330853,-0.17155,-0.0190592,-0.00904944,-0.0429069,0.0121087,0.0085082,-0.00509145,-0.16684,-0.203569,-0.019478,0.0466094,0.017434,0.0445198,-0.0156125,0.133687,-0.50896,-0.025719,-0.0933048,-0.0288831,-0.0129861,0.0315419,0.0163261,0.0245593,-0.0067122,-0.0140045,-0.0251121,0.00274907,-0.0374974,0.00897858,-0.00496613,-0.0554205,0.0165478,-0.410835,-0.0303325,-0.0403122,-0.0173024,-0.0229543,-0.019621,-0.00415533,-0.00595948,-0.0587173,-0.05663,-0.00151535,-0.00384788,-0.0214222,-0.00497568,-0.0123446,0.0057871,-0.00516526,-0.00156741,-0.00410476,-0.0144309
BB,-0.0123426,-0.0189903,-0.0681061,0.00294971,-0.00496264,-0.010021,-0.00476956,0.000483081,-0.00515276,0.0013044,-0.00735154,0.00177661,0.000720245,0.040202,-0.0652401,-0.0311451,-0.0337893,-0.0138332,-0.0289294,-0.00592819,-0.0104346,0.0111131,-0.00996805,-0.0423075,-0.0618145,-0.0492221,-0.0371055,0.00895306,0.0831611,-0.00687841,0.0215538,0.0187478,-0.0107896,-0.0154555,-0.0173555,-0.0271106,-0.0335706,-0.0242267,0.00785925,-0.0330507,0.0894171,-0.1329,-0.00323578,-0.0303145,-0.108609,0.00334186,-0.0664095,0.0522308,-0.0647123,-0.00975022,-0.0595167,0.158831,-0.0273376,-0.0579907,-0.0462259,0.00938957,-0.00163438,-0.0179883,-0.383679,-0.00871306,0.0128813,-0.0156441,-0.0266045,0.0475383,-0.0113613,-0.02091,-0.0792121,-0.0188716,-0.111221,-0.020765,-0.0225029,0.0332009,-0.00279023,0.0365279,0.0014236,-0.3207,2.70054e-05,-0.00842548,-0.0120106,-0.0106176,-0.00615076,-0.00912512,-0.0242267,0.0017249,-0.00247076,-0.00629761,-0.0131463,-0.0178447,-0.0128611,-0.00844599,0.0416631,0.0145448,-0.0168088,-0.0178381
PS,0.0723026,0.0253645,0.0248027,0.00869674,-0.00450366,0.0151572,0.0178158,-0.0100833,0.0516992,0.0592014,0.0275165,0.0325455,0.0346023,0.00632034,0.0231199,0.00718321,0.0106756,0.0496078,-0.00695247,0.0206899,0.0149435,0.0245645,0.00317531,0.0202242,0.0154014,0.0298932,0.00686217,0.02847,0.0297806,0.0786896,0.019823,0.0189831,0.0124585,0.00344763,0.0369568,0.0442612,0.0365474,0.0498043,0.00187302,0.0013033,0.053218,-0.00547546,0.108968,0.00363511,-0.0167073,0.01908,-0.0159378,-0.00818838,0.000192179,0.0961553,0.0333057,-0.0385534,0.0878793,0.0446005,0.0391572,-0.0129903,0.168585,-0.0947728,-0.0281703,-0.140386,-0.0560116,-0.0445608,-0.0298931,-0.00237874,-0.0269352,0.00673164,-0.00869436,0.00922054,-0.0214403,0.000814464,0.024898,0.0245147,0.000208344,-0.0203229,0.0674843,0.0135079,0.0269697,0.0134708,0.00682105,0.00577875,0.0171166,0.0171474,0.0498043,0.0319105,0.0068574,0.0170422,0.0165158,0.00307642,0.0138982,0.02972,0.0288914,0.0247596,0.0196757,0.0105425
DF,0.00366091,0.00111072,-0.00148359,0.0010276,0.000373733,-0.000528752,0.021303,-0.0107922,0.0610812,0.106769,0.0118952,0.000161528,0.00618231,-0.00979623,-0.000843786,-0.0157711,-0.011072,6.65842e-05,-0.00335312,0.0190009,0.0110856,0.016496,0.00505532,0.00869284,0.000421634,-0.00379313,0.00924841,0.00649063,-0.00409697,0.000803193,-0.00325709,-0.00375058,0.00837111,0.000530334,-0.00329828,-0.00385859,0.0115627,-0.00187756,0.00606001,0.00548595,-0.00219829,-0.00241547,-0.0026612,-0.000558327,0.000117327,-0.00174348,-0.00128786,0.00121198,-0.00111706,-0.00248141,-0.00447311,-0.00453906,0.164397,-0.00373815,-0.00179412,0.00170389,-0.0203752,0.0111232,-0.000371288,0.0115826,-0.0966863,-0.00631058,0.00186374,0.000897121,0.00149113,0.00604869,-0.00664128,-0.00479137,-0.00752366,-0.00924767,0.0361089,0.00176199,-0.0018285,0.000528738,-0.00827123,-0.00210166,0.00623274,0.00509871,0.00629319,0.00593429,0.0155609,8.8175e-06,-0.00187756,0.0115317,0.000801934,0.0149505,0.00313252,0.00530565,0.00418971,0.0123118,0.00177766,0.00375591,0.00680776,0.00374584
PL,0.119887,0.0349052,0.015638,0.039524,-0.0178067,3.61665e-05,0.0692945,0.235641,0.127635,0.0733014,0.0162099,0.0120266,0.0106549,0.0080915,0.0110545,-0.0176679,-0.0021471,0.018868,-0.0163668,0.02411,0.0118366,0.0065377,0.0219915,0.0319827,0.0261755,0.0609102,0.0435997,0.147224,0.0462579,0.0722134,0.0109888,0.0139617,0.00827589,0.0144709,0.0243357,0.00225077,0.0381748,0.0358653,0.00249904,0.0146798,0.043654,-0.0103756,0.0729452,-9.47621e-05,-0.0158907,0.00772033,-0.00788174,-0.00886138,-0.00218124,0.0683171,-0.0149778,-0.0390779,0.105376,0.016382,0.0224492,0.36328,-0.0573172,0.0187292,-0.0321669,0.0209863,-0.189117,-0.195294,-0.0210427,0.00159577,-0.0198247,0.0148352,-0.0145022,-0.000537944,-0.0216145,0.00346656,0.0284398,0.0121386,-0.0100278,-0.0136431,-0.0242244,0.00578509,0.0211923,0.0262155,0.0297204,0.0196771,0.0510786,0.0204639,0.0358653,0.0202044,0.0177237,0.0491419,0.0131794,0.0101083,0.0131681,0.0225334,0.101724,0.0981186,0.0138838,0.010042
MB,0.000538888,0.0045799,0.0337562,0.00150799,-0.000817288,0.00327757,0.00263188,-0.000996466,-0.00833918,-0.00429562,0.000459483,-0.00624819,-0.0103949,0.0111916,0.0280833,0.0259095,0.0319826,0.00179509,0.0342542,0.00550617,0.00824065,0.00726858,0.00144278,0.00843491,0.00698047,0.00218885,0.00379033,-0.00287273,0.021673,-0.0109645,0.0220102,0.0099758,0.00626643,0.00222906,0.00403129,-0.00191959,0.00593122,-0.00126928,0.00863089,0.0165124,0.0287949,0.0231122,0.0767313,0.0922019,0.0100133,0.0195882,0.0173783,0.0679329,0.0490304,0.178558,0.169352,0.164035,-0.00678286,0.0026049,0.0155634,-0.00138029,-0.000794795,-0.000314833,-0.0337242,-0.00374126,0.00454204,-0.00440408,-0.0628122,-0.0795283,-0.0521206,0.0100539,0.0118793,0.00232516,0.0156493,0.00367127,-0.00141894,0.0127039,0.00258232,-0.0199115,-0.00116761,0.00433733,0.00965758,0.00653219,0.00242634,0.00289798,0.00280171,0.00246297,-0.00126928,0.00396143,0.00181119,0.00281976,0.0135096,0.0129644,0.0123929,0.00420049,0.00800801,0.00276769,0.0046819,0.0141249
