FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PL,PB,MB,BB,PS,SG,DF,MA,ESH,ESS,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100
SB,-0.00041306,-2.27884e-05,1.2829e-05,-0.000266204,0.000132543,3.54298e-05,2.99154e-05,9.94469e-05,4.90522e-05,5.96569e-05,-1.76301e-05,-5.98189e-05,-8.083e-05,6.172e-06,3.97274e-05,8.04132e-05,-7.4198e-06,-9.35959e-05,2.27727e-05,3.32127e-05,-2.536e-06,1.76428e-05,-7.5841e-06,-0.00011675,4.09071e-05,1.13199e-05,3.21579e-05,-0.000947082,-0.000707733,-9.44235e-05,4.92355e-05,1.87967e-05,-4.53175e-05,-5.88748e-05,1.22599e-05,0.000213138,-6.267e-06,2.21579e-05,-1.4343e-06,3.10954e-05,8.22503e-05,-2.565e-06,-1.92e-07,6.2368e-06,-3.43167e-05,2.65539e-05,-6.75906e-05,1.62067e-05,6.3853e-06,1.88234e-05,2.21361e-05,-6.38137e-05,6.68722e-05,3.47361e-05,6.56717e-05,0.000133668,-1.09126e-05,-8.58703e-05,2.0512e-06,-3.40516e-05,-5.38552e-05,-7.6074e-06,-5.233e-06,-8.67142e-05,-3.93907e-05,-2.47594e-05,5.31637e-05,-3.34738e-05,-4.6444e-06,1.60044e-05,-7.33e-07,-0.000144288,-6.6504e-06,-1.69661e-05,3.13658e-05,3.02185e-05,2.21579e-05,-1.21813e-05,-9.12595e-05,3.152e-05,8.7594e-06,1.72971e-05,7.8902e-06,-1.45363e-05,-0.000835603,-0.000573514,-7.4783e-06,1.60523e-05,,,,,,,,,,,,
MM,0.0254691,-0.090191,-0.0043322,-0.0392889,-0.00381835,-0.00755481,0.00739556,0.0170916,-0.0435294,0.0362331,0.028184,0.0155783,-0.0139737,0.0192246,0.0575966,-0.0192951,-0.00518757,-0.0173711,-0.127118,0.0368076,0.00569302,0.0108418,-0.0689773,0.0535226,0.0317746,0.00259076,-0.0154222,0.064313,0.0252363,0.00297687,0.0342897,-0.0198325,-0.104826,-0.240117,0.00189619,-0.00831409,0.0142013,-0.00144506,-0.019696,0.00391799,-0.0106874,-0.00665078,0.000863293,0.00108129,0.00583776,-0.00467619,0.00959309,-0.00367854,-8.45598e-05,0.00141462,-0.00187216,-0.00427919,-0.0120405,-0.00255919,-0.00957301,-0.012193,0.00260773,0.00827347,-0.000973772,0.00515287,0.00669007,2.58977e-05,0.000365012,0.0113364,0.00520198,-0.0748497,0.0944486,0.00487185,0.00109683,-0.00245142,0.0184135,-0.0181837,-0.0473127,-0.0722684,0.00346341,-0.00447524,-0.00144506,0.0130418,-0.0225052,0.00304535,-0.00395267,-0.0052075,-0.00437471,0.0148829,0.0461446,0.0333606,0.00206741,-0.00660381,,,,,,,,,,,,
TUR,8.55779e-05,-0.000330734,-0.155623,-0.000130922,8.35135e-05,5.07209e-05,2.83447e-05,-2.30564e-05,-0.000251596,0.000760065,0.000821927,-1.96909e-05,-2.8057e-05,0.000541976,0.00111016,0.000646705,0.000657091,8.05316e-05,0.000972468,9.4629e-05,5.59328e-05,0.000291905,0.000335546,0.000264591,7.8618e-05,-2.87691e-05,1.33091e-05,9.38779e-05,0.000407388,2.89672e-05,-8.26782e-05,6.70129e-05,-0.00261556,9.53049e-05,-4.56482e-05,0.000107926,9.30204e-05,-0.0182893,0.000380617,0.000457242,-3.23267e-05,0.00148609,0.00018071,0.00120602,0.00046839,0.00328876,0.00294565,0.0275082,-0.38497,0.00301806,0.0254387,0.000262276,-7.68675e-05,-1.0714e-06,-2.75831e-05,-1.14819e-05,1.31998e-05,2.70601e-05,-7.0937e-06,-0.000296091,-5.2854e-05,7.6519e-06,-0.000646274,4.88365e-05,-0.000276721,-0.00124131,3.62564e-05,-0.00024327,6.8824e-06,-2.93322e-05,-0.00120647,0.000131723,-4.2625e-05,-0.000291715,3.42299e-05,4.50367e-05,-0.0182893,-0.000350689,-8.55261e-05,3.48557e-05,-2.68685e-05,0.000418324,9.54408e-05,7.56071e-05,0.000227994,0.000149963,-0.000301235,0.000297889,,,,,,,,,,,,
XIP,-0.00197903,-0.000965674,1.48806e-05,-0.296332,-0.235019,-0.0460871,0.0308205,-0.0156603,-0.00273037,0.00100833,0.00729742,0.0111621,0.0132505,-0.0030748,-0.00474225,-0.000211327,-0.000937069,0.021044,-0.0464037,0.00204552,-0.00315384,-0.00178632,0.0308494,-0.00234736,-0.00977779,0.041104,0.02849,-0.0123779,0.0126553,0.00544741,0.00114069,0.003493,-0.00625968,-0.00896948,-0.00022667,0.00172145,-0.00167112,0.00121902,0.00532732,-0.00334141,-0.000512857,0.00149887,-0.0010631,-0.000178657,-8.07141e-05,-0.000156982,0.00277703,-0.00135855,4.81185e-05,-0.00405211,-0.0012098,0.000767391,0.00179666,-0.017546,-0.00220963,0.00167506,-0.000382213,-0.000837318,0.000141908,0.000283797,0.000436949,0.000186613,-0.000114075,-0.00164036,-1.82048e-05,-0.00226766,-0.000656841,-0.00058622,-0.00017236,-7.04602e-05,0.00223458,0.325366,0.0230998,0.0218111,0.0105928,-0.0375174,0.00121902,0.00109284,0.282303,0.00844218,-0.000706496,0.000233807,-0.000150089,0.0206188,0.00379813,-0.00859016,0.012479,-0.00218705,,,,,,,,,,,,
THU,0.00125385,-0.00898157,0.000188218,-0.109787,-0.135508,-0.0313224,-0.0290754,0.0297704,-0.0109009,0.00248294,0.0038261,0.00893599,0.00826632,0.00706327,0.0207775,-0.00658574,-0.00324785,0.00823907,0.00467102,0.0114246,0.00479279,0.000151314,-0.0898099,-0.00636025,-0.000557494,0.0272161,-9.71213e-05,0.000620366,0.00342855,0.00393113,0.00381097,0.00273491,0.00719907,-0.0287668,5.5297e-06,0.000502364,-0.00118498,0.00203446,-0.000113731,-0.00155259,-0.00154019,1.29242e-05,-0.000136981,6.1995e-06,0.000598443,-0.000491618,-0.0019616,0.00159175,-4.63635e-05,-0.00148996,0.00131452,0.000150672,-0.00101368,-0.01197,-0.0013756,-0.00172862,0.000363655,0.00111713,-0.000184598,0.000697754,0.00099318,-6.88532e-05,3.4132e-06,0.00119784,0.000554224,-0.00768708,0.00954688,0.000513348,0.000138679,-0.000349707,-0.00182783,-0.0533417,-0.0564335,-0.0657701,-0.0296664,-0.0239757,0.00203446,0.000333607,0.153339,-0.0297292,-0.000366212,-0.000827643,-0.000514186,0.00786545,0.00107862,0.0102044,0.00390908,-0.000619688,,,,,,,,,,,,
LPL,-0.00512511,-0.00547725,0.000307611,-0.033074,-0.0843037,-0.440336,-0.347525,0.131682,0.038219500000000003,-0.00121362,-0.0736753,-0.155205,-0.194027,0.0135252,0.00417281,0.022687,0.0173841,-0.236148,-0.00434136,-0.036955,0.0231074,0.0211805,-0.0363572,-0.00311188,0.106051,-0.495615,-0.267847,0.0739985,-0.177758,-0.0670015,-0.00604734,-0.0313576,0.0112431,0.0508638,0.00690777,-0.00364617,0.016143,-0.00565347,-0.0514154,0.0472677,0.0114763,-0.0156575,0.0105403,0.00300189,0.000423334,0.0023424,-0.015752,0.00560709,1.2163e-06,0.0431599,0.00756198,-0.0136889,-0.0119281,0.212838,0.030029,-0.00750525,0.00265184,0.00236131,-0.0010207,-0.00568249,-0.00870157,-0.00209198,0.000223116,0.00959245,-0.0028589,0.0158467,-0.0151568,0.00327528,0.00128805,0.00187799,-0.0224591,-0.0242533,-0.0973251,-0.0289585,-0.108922,0.452008,-0.00565347,-0.018926,0.0751295,-0.0835538,0.00231994,0.00610403,-0.00344011,-0.100857,-0.0380138,0.0237306,-0.0560247,0.00748803,,,,,,,,,,,,
MPL,-0.000565073,-0.00719673,-0.00184985,0.0123511,-0.00151782,-0.00722638,-0.116194,-0.449814,0.00345982,0.000356707,-0.0127084,-0.0205575,-0.0287809,0.00823084,0.0111216,0.00062451,0.000347909,-0.0361455,0.00319007,-0.00158266,0.0047827,-0.0249291,-0.0395847,0.0104216,0.0134037,0.00845908,0.02069,-0.000707359,-0.00670575,0.00231842,-0.00362663,-0.0175241,-0.0417343,-0.00293777,0.000114669,-0.0032168,0.00895955,-0.00287718,-0.00626398,0.00838638,0.000118914,-0.00346917,-0.0027731,0.000443271,0.000533092,-0.000627187,0.00445746,-0.00263064,0.000269382,0.00549534,-0.00181173,0.00337409,-0.00844903,-0.00292088,0.00056698,0.0136485,-0.00155704,-0.00639755,0.000441009,-4.75915e-05,-0.00024069,0.000940063,0.000247906,0.000195238,0.000228809,-0.00518949,-0.00142095,0.000955883,-0.000595149,4.08156e-05,0.0353217,0.00235554,0.183912,-0.0275154,0.649452,-0.0109872,-0.00287718,0.00274259,0.00287742,0.624536,-0.00403635,0.00215844,-0.0026652,-0.0127626,-0.0033046,0.0255916,-0.00906283,-0.00157056,,,,,,,,,,,,
SPL,-0.00354155,-0.00910653,0.00131835,-0.0032973,-0.0024117,-0.015437,0.188011,-0.142043,-0.00599655,-0.000527413,-0.00945012,-0.00439299,-0.00467322,-0.0130494,-0.0150835,-0.00436252,-0.00580112,-0.00404479,-0.00171924,0.00686579,-0.00147441,-0.00370038,0.0749851,-0.00364908,-0.0484065,0.0111399,-0.0342531,-0.0118947,0.00584866,-0.00067744,0.00695974,-0.00231527,-0.00656244,-0.0107521,0.00195456,0.00408325,0.00201875,0.00161768,0.0255847,0.00123034,0.00779734,0.00767514,-0.00722305,-0.00134047,-0.00668023,0.00247471,0.00632399,-0.00468246,0.00088296,0.00379158,-0.00332364,-0.00338697,0.0069832,-0.00714795,0.000441122,-0.0211312,0.00394573,0.00876011,-0.00148666,-0.00276324,-0.00396632,-0.00350473,-0.00031287,0.00322117,-0.00378115,0.00295395,0.00268624,-0.00567097,0.00150883,0.00206906,0.0109044,-0.00105738,0.0841743,0.0566316,0.134501,0.0437745,0.00161768,0.00181342,0.00212685,0.128812,0.000295684,0.0107709,0.00203522,0.002927,-0.00399184,0.0487868,0.0030082,0.0018473,,,,,,,,,,,,
HAK0,-0.000109241,-4.5234e-05,4.51099e-05,1.28024e-05,-2.80217e-05,-1.5732e-05,-0.0006974,0.00041275,-0.00290936,-0.00386715,0.00026826,-9.06038e-05,0.00208745,-9.21846e-05,-0.000105004,-5.21925e-05,-1.57405e-05,-0.000125699,8.65207e-05,0.000204569,-0.000415535,-0.000558701,-0.000153441,-0.000278577,-1.98246e-05,0.00013602,-0.000291048,-0.000183448,0.00017045,-1.82139e-05,8.42845e-05,1.168e-06,-0.000274132,8.767e-07,8.58086e-05,0.000193791,-0.000322078,4.49221e-05,-0.000213032,-0.000172074,7.73956e-05,7.59234e-05,7.61394e-05,1.80298e-05,-2.0425e-06,5.39447e-05,3.65367e-05,-3.99152e-05,3.65819e-05,8.72273e-05,0.000117692,0.000137142,-0.00554123,8.95402e-05,5.10008e-05,2.45394e-05,0.000504003,0.000205973,-0.000276746,-6.1271e-05,2.0687e-06,-0.000255073,-2.86512e-05,0.00323914,-5.19176e-05,0.00025509,-0.000410695,-2.28198e-05,0.000204258,6.59876e-05,-0.000222335,-0.000113894,-0.000206418,-0.000185435,-0.000518112,-2.55632e-05,4.49221e-05,-0.00035122,-9.0414e-06,-0.00049905,-0.000126725,-0.000170962,-0.000133516,8.99484e-05,-2.58445e-05,-0.000106118,7.00045e-05,-0.000152579,,,,,,,,,,,,
HAK1,-0.000267833,-0.000385354,6.51159e-05,3.72018e-05,-0.000246983,3.94313e-05,-0.00132101,0.00233621,-0.00417698,-0.00966024,-0.00219709,-0.00163932,0.00153889,-0.000706033,-0.00155412,-0.000229019,-0.000661701,0.000109274,-0.000438712,4.71753e-05,-0.00441059,-0.000826758,-0.00189836,-0.00150448,-0.00135266,0.000812372,-0.00135201,0.000698447,0.000561775,-0.00203339,0.000492349,0.000118338,-0.000859904,-0.000480618,-0.0012502,0.000365263,-0.000606137,-0.000190494,0.000283335,-0.000668924,0.000399326,0.000357087,-1.61097e-05,7.61208e-05,-0.000103926,0.000308141,0.000599733,-0.000408306,2.3782e-05,0.000243959,-0.000201245,0.000352995,-0.0106729,0.000789667,0.000490717,0.00221345,0.000973496,-0.000743422,-0.000571642,-0.000260294,-9.00652e-05,-0.000533665,-0.000127655,0.00546464,-0.000200728,0.00309178,-0.000635739,-0.000155012,0.000407964,0.000221259,-0.000646822,-0.000219393,-0.000786493,-0.00164069,-0.000963196,-0.000175436,-0.000190494,-0.00014261,-3.43126e-05,-0.000925153,7.2456e-06,-0.000308003,0.000297569,5.92313e-05,0.000631792,0.000255079,0.000781751,0.000204176,,,,,,,,,,,,
HAK2,0.0114794,-0.000703872,0.000255643,0.0112768,-0.00358853,-0.0180424,0.0018277,-0.00297064,-0.160084,-0.039905499999999997,-0.0363739,-0.0463811,-0.0507058,-0.0040965,-0.00627649,-0.00140382,-0.00177451,-0.0696175,0.000731199,0.001035,0.00292279,-0.0133755,0.000143186,-0.00242257,-0.00528466,0.0166418,0.00562452,0.0278529,0.0180303,-0.000944872,-0.00361314,-0.000180283,-0.00205992,0.0112684,-0.00885363,0.000125331,0.000384564,-0.000252523,-0.0142013,0.00151891,-0.000158555,0.000790252,-0.0001429,-0.000180951,0.000106789,-0.000119146,0.00159736,-0.000828971,0.000661814,0.0148942,0.000510381,0.00449786,0.000180299,-0.00626978,0.00313446,-0.00321997,0.000563945,0.00162993,-0.000245799,-0.000488295,0.00030432,-0.000269814,8.8129e-06,0.00101496,7.92655e-05,0.00909416,-0.00500906,0.000415802,0.000269586,6.73331e-05,-0.0058822,0.00143134,0.00215421,-0.000384854,-0.0033984,-0.0147293,-0.000252523,-0.00961372,0.000977824,-0.00395404,-0.00397395,-0.00499533,-0.00529332,-0.0217292,0.0233663,0.0125808,-0.0104896,-0.00374813,,,,,,,,,,,,
HAK3,0.0161725,0.000430102,-0.00349097,0.0131263,-0.00350642,-0.0264916,0.00546009,-0.003986,0.0123824,-0.00349502,-0.0453906,-0.102753,-0.127783,0.000854908,-0.00324436,-0.00176963,-0.0180366,-0.10486,-0.0263566,-0.00681798,0.00132175,-0.00205891,-0.00265402,-0.00583752,-0.000930045,0.02396,0.0138224,0.0414304,0.0207864,-0.000628535,-0.00399614,0.00250726,0.00378845,0.0161193,-0.00665461,-0.000111147,-0.000269519,-0.0102402,-0.017088,-0.0326217,-0.00161738,0.00273141,-0.000580673,-0.000622141,0.00086435,-0.000635105,0.00108158,0.000393104,-0.00606719,0.0182503,-0.0123568,0.00348439,-0.000248604,-0.009341,0.0032016,-0.00555043,0.00104182,0.0030111,-0.000455953,0.000184253,0.00110921,-0.000367774,4.78575e-05,0.00207645,0.000714481,0.00616051,-0.00661769,0.000800882,0.000479193,-0.000320927,0.00968235,0.023518,0.000801149,-0.00136282,-0.00294363,-0.0216304,-0.0102402,0.0660795,-0.000164977,-0.00383712,0.0364163,-0.0248666,0.0499292,-0.0381729,0.0320731,0.0176875,-0.0209979,0.0415896,,,,,,,,,,,,
HAK4,0.00107535,6.85299e-05,-0.000237478,0.000784188,-0.00019336,-0.00169084,0.000368611,-0.000234331,-0.0150924,-0.00300461,-0.00322326,-0.00795575,-0.00992388,0.000982309,0.000349265,0.000750102,-0.000966453,-0.00668865,-0.00243134,-0.00185728,0.000230433,-0.000155961,-0.000201984,-0.000173073,-7.05715e-05,0.00146373,0.000854436,0.00258789,0.00156166,0.000133574,-0.000302597,0.000215752,0.000353122,0.00116085,0.000298409,-9.12733e-05,-1.14653e-05,0.00020954,-0.00178395,-0.00266334,-0.000189076,0.000225856,-0.000143064,-7.11093e-05,4.61454e-05,-6.99081e-05,6.00712e-05,7.77286e-05,-0.0006461,0.000960528,-0.00118455,0.000188879,7.00496e-05,-0.000626757,-3.28976e-05,-0.000363447,7.00965e-05,0.000200218,-2.95783e-05,7.27913e-05,0.00011536,-2.28103e-05,2.06017e-05,8.48639e-05,8.37215e-05,-0.00023643,-0.000252534,4.28e-05,2.99038e-05,-4.03796e-05,0.00111047,0.0020546,-7.469e-05,-8.6006e-05,-0.000173052,-0.00136253,0.00020954,0.00619156,-3.70656e-05,-0.000230641,0.00361967,-0.00215214,0.00488799,-0.0033502,0.00211953,0.00115303,-0.00204639,0.00409118,,,,,,,,,,,,
MUL0,-0.000134919,-6.67599e-05,0.000191727,-0.000106776,6.66248e-05,3.0666e-06,-0.000239899,-0.000462425,-0.00156771,-0.00167035,-0.00188896,-0.000427556,0.000374707,-0.00259691,-0.00208622,-0.00184228,-0.00129062,8.62732e-05,-0.000273424,0.00228462,-0.000284908,-0.00033023,0.00131265,-0.000657912,-6.49497e-05,-5.82689e-05,-0.000165957,-0.000135471,-0.000412204,-8.89627e-05,-0.000708392,-0.000298825,-0.000157086,-7.32485e-05,-6.51166e-05,3.69164e-05,7.9373e-05,-0.000263603,1.04754e-05,2.32527e-05,-0.000374173,4.78952e-05,0.000422136,0.000595369,-0.00232349,0.0014916,0.000330961,-8.48428e-05,0.000547358,0.00104162,-0.000388128,-0.00414115,0.000150666,2.702e-06,1.21939e-05,-0.000257932,-5.73942e-05,0.000190988,3.67738e-05,0.000205872,0.000115948,9.21788e-05,-0.000491979,6.1279e-06,-7.78066e-05,0.00179842,-1.8992e-06,0.000256388,-1.9613e-05,-0.000101801,-0.000424054,-0.000135483,0.000964162,0.000919947,-0.000175996,-4.96681e-05,-0.000263603,-0.000246473,-4.28439e-05,-0.000169202,-0.000306696,2.91662e-05,-0.000158876,0.00149609,-0.000257503,-0.000119004,0.00139734,-0.000240923,,,,,,,,,,,,
MUL1,-0.000371051,-0.000340922,-0.000724076,-0.000332481,0.000341334,8.323e-06,-0.00205713,-0.00269502,0.00100837,-0.0113141,-0.0104779,-0.00421813,0.00189476,-0.00981022,-0.0161796,-0.00405316,-0.0038947,0.000975012,-0.00312269,0.00139025,-0.00144787,-0.00129638,0.0133704,-0.00630778,-0.000167794,-0.000210529,-0.00108172,-0.000187833,-0.00180534,0.000204366,-0.00295826,-0.00053757,-0.00205628,-0.000492201,-2.02826e-05,-0.00136178,0.000288002,-0.00362365,0.000139527,-0.000461412,-0.00119966,-0.00150944,-0.00605435,0.000979752,-0.00492013,-0.00716417,-0.00882208,0.00717433,0.00198555,0.00297434,0.00580171,-0.00077936,0.000769535,-1.7972e-06,-0.000552571,0.000193756,-4.57418e-05,0.000132378,5.17559e-05,0.000742015,0.000804104,0.000230797,-0.000529283,-0.000521549,0.000329881,0.0168181,0.000223259,0.00163862,2.32567e-05,-0.000284298,-0.00226356,-0.00155389,0.00963775,0.00931984,-0.00151389,-0.000264986,-0.00362365,-0.0017077,-0.000139325,-0.00145613,-0.00160648,-0.00021399,-0.00107152,0.00119488,-0.000905099,-8.17501e-05,0.00526964,-0.00132267,,,,,,,,,,,,
MUL2,-0.000234098,0.000513431,1.36131e-05,0.000190246,0.000245156,0.000100403,-0.00118722,0.00119575,-0.0154597,0.00124978,-0.00311332,-0.00546936,-0.0101601,-0.00556492,0.00411659,-0.0762725,-0.0232041,-0.0022689,-0.0130309,0.0199406,-0.000838173,-0.000288387,0.000323198,-0.000388947,0.00111718,0.000218986,0.000876283,-0.00260138,0.00340564,0.000190028,-1.65803e-05,0.000234286,0.00271356,0.000495899,-1.15852e-05,-0.115769,0.000704068,0.00417491,-0.0067447,-0.00904059,0.00356149,0.000915721,-0.00205439,-0.00555946,-0.00923966,0.00177043,0.0310203,-0.0140304,-0.00230607,0.00204805,-0.0184516,0.00654807,9.7961e-05,0.00015791,0.000391966,2.14429e-05,0.000147638,-0.000286057,5.3132e-05,-9.6738e-05,-0.00174816,-0.00031302,0.00435236,-7.3189e-05,0.00236707,-0.00816671,7.16918e-05,0.00228634,0.000130313,0.00121007,8.66639e-05,-0.000610775,-0.00169306,0.00074494,-0.000848562,9.59843e-05,0.00417491,-3.8638e-06,-1.7876e-06,-0.000812556,0.00528894,-0.00744699,-0.00115886,0.0121188,7.68344e-05,-0.00075262,0.00526513,0.0408008,,,,,,,,,,,,
MUL3,-0.000266203,-0.000103324,-0.00144111,0.000372574,-3.56285e-05,0.00062811,-0.000932348,0.000592744,-0.00537365,-0.0021691,-0.0038907,-0.0156741,-0.0204265,-0.00365469,-0.000992064,-0.0120571,-0.0187575,0.00189752,-0.0159815,0.00810686,3.96633e-05,-0.0014887,-0.000207432,-0.000454783,0.000214703,-8.56276e-05,-5.30042e-05,-0.000573004,0.000146436,-0.00127227,-0.00132181,-0.00020391,-0.000104954,-0.000722728,-0.00394326,-0.00163417,0.00059568,0.000738399,-0.0111192,-0.0192575,0.000545909,0.000124979,-0.0042782,-0.00028491,-0.00371145,-0.000329445,-0.0018069,0.0019253,-0.00275375,0.000855244,-0.00565797,0.00141696,0.000386689,0.000438478,0.0017989,0.000147484,-0.000129589,-7.69333e-05,8.12845e-05,-1.74217e-05,-0.000244039,9.88316e-05,0.000210349,-0.000274468,-8.55635e-05,-0.000564474,0.000107094,0.000277796,-1.37606e-05,0.00019272,0.0166273,-0.00168409,-0.000455017,-0.000261479,-0.000521927,0.000455663,0.000738399,-0.000672335,8.00388e-05,-0.000478291,0.0629421,-0.0150219,0.0170606,0.00583853,-0.000248048,-0.000223691,0.00340603,0.0384459,,,,,,,,,,,,
TRA,-0.12087,-0.00821507,0.00259932,-0.126461,0.0360034,0.195178,-0.0451638,0.0362981,-0.0687306,0.00983496,0.299486,0.491612,0.619616,0.00526182,0.029163,-0.00715248,-0.00917963,-0.2418,0.0119302,0.0268991,-0.0207388,0.0126954,0.00125205,0.0302311,0.0108272,-0.168074,-0.0943476,-0.291681,-0.172669,-0.0174902,0.0131265,-0.00809587,-0.0347299,-0.13444,-0.0143597,0.0101021,0.00646446,-0.000711943,-0.0023882,-0.146064,0.022821,0.000799999,0.00295544,0.00210853,-0.0075827,0.00340884,-0.00206162,-0.00573489,0.00129012,-0.13848,-0.00192989,-0.0136102,0.007504,0.0719514,0.00793902,0.0405095,-0.00975976,-0.0231041,0.00435712,-0.00834168,-0.0151042,0.00345539,-0.00202324,-0.0184049,-0.0106492,-0.0357095,0.0557413,-0.0128173,-0.00403214,0.00429293,0.0234022,-0.022431,-0.0154775,-0.00609579,0.0180493,0.157936,-0.000711943,0.0511046,-0.0137993,0.0247701,-0.000182702,-0.081918,0.0105656,0.260846,-0.237681,-0.129224,0.145976,-0.0223656,,,,,,,,,,,,
PAG,-7.39811e-05,0.00404874,0.000433748,-0.0215523,-0.00179901,-0.000127848,0.000972787,-0.000186992,0.000371018,-0.0023621,-0.00083601,-0.00966314,-0.0123702,-0.000603918,-0.00142891,-0.00466711,-0.00819031,0.00122011,-0.0240827,-0.000678153,-0.00138777,0.00435704,-0.000419545,-0.00035584,0.00143149,0.000259429,0.00151322,-0.000314211,0.000924189,-0.000109692,-0.0117543,-0.0158136,0.000218001,-0.000373566,-0.000933486,-0.000654528,0.00882374,0.00158493,-0.00817693,-0.0109995,0.00114136,0.000124799,0.00131405,-0.00177125,-0.00483787,0.00369938,-0.0191398,0.0108832,-0.000200604,0.00260693,0.0053377,8.04521e-05,-0.00114681,-6.238e-07,0.000358563,-4.71479e-05,5.90984e-05,-0.000143267,-4.24015e-05,-4.60273e-05,-0.000587528,-0.000198889,0.00141214,0.000691374,0.000191022,0.00182094,-0.00183083,-0.0001901,-3.2826e-06,0.000334625,-0.000772104,0.0785674,0.000338627,0.00291047,0.000683305,-0.000160849,0.00158493,0.00747457,0.00229005,0.000652528,0.00495628,-0.00925998,0.00663085,-0.000425696,8.15552e-05,2.8986e-06,-5.26573e-05,0.0316147,,,,,,,,,,,,
DFS,-0.00341039,0.000984861,0.00174534,-0.00904802,0.00478884,0.00452874,0.00149935,-0.00229458,-0.641887,-0.172737,-0.27248,0.0168716,0.0581279,-0.385746,-0.0760434,-0.559067,-0.361137,0.00286608,0.00267382,-0.163022,-0.0374134,0.00656774,0.00833348,0.0102425,0.00405735,-0.00437838,-0.00117465,-0.000164324,-0.00326382,0.00108314,-0.0314006,-0.0584675,0.00996468,0.00108968,-0.00751929,0.0825674,0.0295205,0.0158414,0.00536412,0.0102519,-0.00027875,-0.00477866,0.00344559,0.00400505,0.00832668,0.000744077,-0.0148703,0.00489669,-0.000287285,-0.00806181,0.0098578,-0.00347105,-0.0093632,0.00161288,-0.00195176,0.000992855,0.00100641,-0.000441698,-0.000603784,-0.000666474,-5.02552e-05,-0.000805056,-0.00242336,0.00512528,-0.00235429,-0.0256345,0.00354469,-0.00372871,0.000369823,-0.000316039,-0.0109343,0.0327629,0.000277784,0.00830891,0.00229612,0.00192118,0.0158414,0.0317382,-0.00182522,0.00238083,-0.025302,0.0126156,0.00192169,0.539765,-0.00158639,0.000620109,0.32356,-0.0316169,,,,,,,,,,,,
DFH,0.0440693,0.0191648,-0.0103419,-0.00483004,0.00933065,-0.0098825,-0.0344628,-0.038996,-0.0579683,-0.0334067,-0.0389144,0.0390417,0.0429981,-0.0502677,-0.0988616,-0.0587178,-0.0164299,0.0236123,0.010952,0.0138564,-0.259982,-0.0963472,0.300807,0.0216259,-0.00336758,0.0124788,-0.0305235,-0.0194881,-0.0522138,0.00551031,-0.11531,-0.0316297,0.0358465,0.0109459,-0.00958605,-0.0874462,-0.0112788,-0.0533671,-0.00840243,-0.00822661,-0.0490477,-0.00205093,0.00267876,-0.0102233,0.0192926,-0.0421923,-0.0184879,0.0295964,0.00125235,-0.00457173,0.0216649,0.0542025,-0.11782,-0.00511401,0.00640554,0.0130683,0.0133129,0.00535577,-0.00910667,0.0199835,0.0312676,-0.00117717,0.00903716,0.0642541,0.0271991,0.0346186,-0.0297533,0.0107806,0.00497926,-0.0104054,-0.00954144,-0.000399238,0.160066,0.230631,-0.0279979,0.0233201,-0.0533671,-0.0540607,-0.00321339,-0.0273105,-0.00781527,-0.00812659,-0.00398032,0.0167619,-0.0337803,-0.00295325,0.0154671,-0.0205215,,,,,,,,,,,,
