FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyraja_brachyurops,Dalatias_licha,Dipturus_oxyrinchus,Myliobatis_aquila,RSH_C1,RSS_C1,Raja_asterias,Raja_polystigma,SSH_C1,SSS_C1,SSS_C2,Scyliorhinus_canicula,Torpedo_marmorata,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
Mb_PF,-1.1006e-06,1.1504e-06,0.000153721,3.377e-07,-3.645e-07,-1.1348e-06,-4.001e-07,3.063e-07,1.7999e-06,2.5456e-06,-6.911e-07,1.8453e-06,2.9565e-06,-3.9829e-06,4.5588e-06,-4.899e-06,-2.7825e-06,-1.8265e-06,2.62788e-05,-1.52e-06,-1.0821e-06,-3.4106e-06,-1.8259e-06,-6.6377e-06,-2.1592e-06,-1.1903e-06,-9.249e-07,-8.66e-08,-4.119e-06,-2.091e-07,-6.494e-07,-1.4904e-06,1.60446e-05,-9.929e-07,-1.0278e-06,7.9831e-06,-4.0244e-06,-5.8286e-06,-9.4881e-06,-9.841e-06,-2.7748e-06,-2.95105e-05,-1.94993e-05,-2.26028e-05,-1.15332e-05,0.0007618,0.000476641,-0.000420673,0.000401685,-5.97161e-05,-0.000403464,-1.74749e-05,1.3467e-06,-9.164e-07,-1.9289e-06,1.456e-07,-1.0775e-06,-2.906e-06,6.78e-08,1.4241e-06,-7.919e-07,8.404e-07,-6.81595e-05,2.30887e-05,1.35329e-05,-1.0771e-06,-4.696e-07,-8.0179e-06,-1.69678e-05,-3.0246e-06,-2.48227e-05,-1.263e-06,2.4768e-06,-1.3776e-06,-3.232e-07,-1.7524e-06,1.657e-06,-1.8385e-06,-9.211e-07,-3.9518e-06,-4.0689e-06,-2.461e-06,7.16e-07,-1.3711e-06,1.9468e-06,-5.933e-07,-9.817e-07,-5.8286e-06,-2.4743e-06,1.235e-07,-6.138e-07,-4.1672e-06,-9.5509e-06,-4.4701e-06,-1.5148e-06,-1.8482e-06,-1.2198e-06,-3.1564e-06,-4.7517e-06
BO,0.00217573,-0.000342887,-0.0102568,-0.000593457,9.05354e-05,-0.00115994,0.00225084,-0.00103164,-0.00305624,-0.00189459,0.00305256,-0.00084617,-0.00254568,0.0753949,0.0230966,0.00836864,0.0101513,0.000344671,0.00684857,0.000793077,0.000245034,0.0364157,0.000718549,-0.0120262,-0.0037012,0.00127087,-0.00304226,0.000305792,-0.0072511,0.00246584,0.0418992,0.00158733,-0.00395499,-0.00103784,0.0091607,0.0115206,0.0276777,0.00129942,-0.00647959,-0.00993243,-0.0099951,-0.0866567,0.0309965,0.0172768,0.0566352,-0.00893578,-0.000670818,-0.011699,-0.0117231,-0.0375509,-0.00716157,-0.0501667,-0.00481179,0.00252182,-0.00212072,0.001172,0.000515391,-0.000140945,-0.0289518,0.000452925,0.00239748,0.000532699,-0.0620548,0.00124513,0.00697465,0.00668716,0.000690109,-0.0274281,-0.0508608,-0.00747195,-0.0804704,0.00189569,0.00254529,0.0107223,-0.000288699,0.00355028,0.00220901,0.0307683,0.0287058,-0.000676554,0.0142846,0.0210396,0.00317606,0.00198434,-0.000188775,0.00135376,-0.000805493,0.00129942,0.0218707,-0.000257214,0.00125838,0.00845455,-0.00879248,0.00525594,0.000588334,-0.00304232,-0.00135701,-0.00630916,0.00328758
EUP,-0.00373125,-0.00337674,-0.00458849,-0.00748341,0.00812829,7.61322e-05,0.0881051,-0.148691,0.276236,0.542245,0.0566278,-0.00222553,0.0292007,-0.0626825,-0.00366537,-0.0731636,-0.0535657,-0.00333814,-0.0134131,0.0971402,0.0584206,0.0859739,0.0189137,0.0377299,-0.00315827,-0.0383445,0.0350247,-0.0214012,-0.0213609,-0.0130369,-0.0135464,-0.0123913,0.0407364,-0.000236893,-0.0130151,-0.00304027,0.0570247,-0.00437055,0.0319155,0.0260227,-0.00508828,-0.0104485,-0.00402851,-0.00258221,-0.00189894,-0.00621201,-0.0102722,0.0066587,-0.00491596,-0.00251176,-0.016546,-0.0265279,-0.159096,-0.0108538,-0.00810562,-0.131108,-0.0794968,0.0476509,-0.00477338,0.0442186,-0.445871,0.0353101,0.00615999,0.0039852,0.00472665,-0.00265439,0.0815321,0.0306365,-0.0306,-0.0208701,-0.0365095,-0.0278579,-0.0188392,-0.0409757,0.156039,-0.00362896,-0.019454,0.00814795,-0.000248384,-0.032401,-0.0089264,0.0305435,0.0190827,0.0263601,0.024386,0.0649523,-0.00470984,-0.00437055,0.0567409,-0.00112479,0.0624907,0.0156016,0.0265597,0.0207457,0.0614837,-0.0212212,-0.0135766,0.0348316,0.0189482
ZG,-0.0119061,-0.011979,0.000930225,0.000519464,-0.00341484,0.0210307,-0.00665182,0.0162769,0.00544946,-0.00383107,-0.00497475,-0.00540442,-0.00676648,-8.04153e-05,0.00049951,-0.00112697,-0.000512788,-0.0124501,0.00361388,-0.000185663,0.0306995,-0.00137322,0.00932201,0.00529528,0.00582274,0.233,-0.00711132,0.00841967,-0.00275825,-0.178306,-0.00059913,5.72274e-05,0.00322377,0.0026612,-0.00620883,-0.00393981,-0.00123356,-0.00177566,-0.00191647,-0.00171319,0.00708282,-0.00132474,-0.00058766,0.000955762,-0.00206278,0.000340594,-0.00241908,0.00137149,0.00104098,0.00373014,0.0010698,-0.00230361,0.000390724,-0.0295854,-0.0472295,0.0157862,-0.00289894,0.00381675,-0.00461681,0.00429416,-0.0057222,-0.00739618,-0.00162929,-0.000598627,0.000874665,0.00281127,0.00112487,0.0035831,0.000993689,0.00107912,0.00104276,0.00070716,-9.60148e-05,-0.0137229,-0.00075054,0.000258694,0.0109032,-0.00155339,-0.0014923,-0.00177323,0.00149767,-0.0106632,0.00119434,0.00303986,0.00766268,0.000629042,0.00965129,-0.00177566,-0.023743,0.00381148,0.00140314,-0.00679938,-0.00196888,-0.00263697,-0.00413207,0.00342144,0.0017308,-0.00198898,-0.00248446
ZL,-0.0345712,0.0897576,-0.00270934,0.00499961,-0.00635934,0.0443245,-0.0080532,0.0412154,-0.025927,-0.0151136,0.0345711,0.0415507,0.0141851,-0.0144407,0.0245506,-0.0341741,-0.00689876,0.0418314,-0.0262501,0.0303446,0.0902678,-0.00772076,0.0114618,0.0229835,0.016157,0.169404,-0.0218939,0.023561,0.0286746,-0.562478,-0.0128898,-0.00358031,-0.0134588,0.0129609,0.0942211,-0.0182806,0.0099052,-0.0075536,0.0079091,0.0793531,0.0124075,-0.00689765,-0.0047421,-0.00266517,-0.00870584,-0.000815012,-0.00425606,0.00390357,-0.00409787,-0.0308055,-0.0141372,-0.0246918,-0.0068694,0.0960661,-0.212924,0.0531256,-0.038414,0.0121161,-0.0112864,0.0325002,-0.0129372,-0.0226801,-0.0246489,0.00330297,0.0098445,-0.0180559,-0.00527822,-0.0128146,-0.0261487,-0.0119123,-0.0257576,-0.0226587,-0.0311316,-0.0472409,0.0075749,-0.00222904,0.0271295,-0.0119993,-0.0033581,-0.00718592,0.000228206,-0.0353898,0.00643348,0.00223019,0.00592728,0.00572284,0.011941,-0.0075536,-0.0708804,0.00981679,0.00718751,0.00511113,0.0509441,0.0315795,0.0333187,0.0256494,0.0107243,0.0142704,0.032032
ZM,0.108627,0.0410437,-0.0141298,0.0627389,-0.0302772,-0.014271,0.0861418,0.475519,0.141591,-0.0540893,-0.000380863,0.00452307,0.0060194,0.0421204,-0.0174888,-0.0336335,-0.00957942,0.0129624,-0.0140107,-0.00848828,-0.0182877,-0.0276962,0.0287886,0.0151416,0.02509,0.0924182,0.0554823,0.26499,0.00775289,0.0848633,-0.0195574,-0.0105326,-0.00755462,0.0145448,-0.0165834,-0.0791215,-0.00698231,-0.0217507,-0.00620248,0.00930862,-0.0284359,-0.00753961,-0.0480328,-0.00139024,0.0121057,-0.0131482,0.0201817,-0.00363337,-0.00338088,-0.0504845,-0.034695,0.0210468,-0.0940542,-0.042575,-0.00637588,-0.301302,-0.138872,0.0547088,0.0125082,0.088799,-0.186928,-0.329286,0.0154572,0.00266792,0.0132319,-0.00609074,-0.0317576,-0.00103299,-0.0123007,-0.0164596,-0.00411022,-0.0196369,-0.0451418,0.0260258,-0.0169038,-0.0225187,0.00543697,-0.00563636,0.0147697,-0.0557864,-0.00842151,-0.00354043,0.0277423,0.0391479,0.0209996,0.0597319,0.0230027,-0.0217507,-0.00348782,0.024341,0.056924,-0.00272744,0.00187535,-0.00106098,-2.79346e-05,0.149665,0.159191,-0.00426704,-0.00283914
ZS,0.0330873,0.0438504,0.00598691,0.0126534,-0.0106992,0.0353116,0.0128482,-0.026965,0.121401,0.0406986,0.0697024,0.0965959,0.12521,0.060942,0.0129926,-0.00593261,0.00843356,0.152782,0.00456187,0.00934104,0.0311607,0.0466514,0.00404286,0.0115423,0.0161466,0.0760772,-0.00995196,0.10246,-0.0495811,0.00504625,-0.0126031,-0.00697762,0.0196304,-0.0107689,0.00789465,-0.00965827,0.000117891,0.00482311,-0.00379751,-0.0232977,-0.0178586,-0.000511242,0.0397545,0.0121329,0.0202804,0.0155921,0.00551134,-0.00112845,0.00166811,0.00223409,0.115775,0.035583,0.0647814,0.0822886,0.0373389,-0.0221997,-0.414369,-0.322414,0.0387435,-0.44303,-0.0606722,-0.10881300000000001,-0.00268215,-0.00967667,0.00298969,0.0041489,0.014576,-0.0204632,-0.0162041,-0.00451942,-0.023281,-0.0145148,-0.017541,0.00379327,0.0157287,0.0033399,0.0141787,0.0277552,0.00264692,0.239085,0.0129729,0.0175188,0.02096,0.00737415,0.00746614,0.0187564,0.0291411,0.00482311,0.0379478,0.0110856,0.0193846,0.00795361,-0.0139236,0.00855464,0.0560086,0.0345883,0.0490191,0.0295348,0.00254093
PB,-0.0167099,-0.00290832,-0.0354064,-0.00172224,-0.00142384,0.00399829,-0.0072697,-0.00572248,0.0450139,0.0339344,0.0139699,0.0224553,0.0348566,-0.00998822,-0.0221587,-0.042895,-0.0375253,0.0248939,-0.0179678,-0.00309462,-0.0496332,-0.0668652,-0.0238285,-0.0308963,-0.00817188,-0.0234149,-0.00378322,0.0186793,-0.0348254,-0.116196,-0.00877119,-0.0159917,-0.00572606,-0.0215944,-0.0373415,-0.0810338,-0.00669637,-0.0582613,-0.00238957,-0.00423523,-0.0280324,-0.00330565,-0.17156,-0.0190417,-0.00901443,-0.0429157,0.0121755,0.00846653,-0.00510339,-0.16689,-0.203584,-0.0193287,0.046784,0.0174513,0.0445025,-0.0156348,0.13367,-0.508949,-0.0257236,-0.0932947,-0.0289774,-0.01298,0.0315284,0.0163114,0.0245515,-0.0263931,0.0120261,-0.00670469,-0.0139964,-0.0244141,0.00274859,-0.0384614,-0.049769,-0.036152,0.00238155,-0.00888886,-0.0290332,-0.0515997,0.0165741,-0.410841,-0.0303321,-0.0404873,-0.0173938,-0.0222155,-0.0198434,-0.00430607,-0.00592829,-0.0582613,-0.0568767,-0.00156233,-0.00399097,-0.0215379,-0.0049211,-0.0124228,0.00588164,-0.0051206,-0.0015605,-0.00406323,-0.0145154
BB,-0.0123448,-0.018898,-0.0681146,0.0029596,-0.00499208,-0.0100653,-0.00454887,0.000442586,-0.00520953,0.00182995,-0.00678392,0.00207249,0.000575285,0.0413979,-0.0647178,-0.0308838,-0.0337704,-0.0139141,-0.0290586,-0.00605752,-0.0103072,0.0114529,-0.00987643,-0.0420173,-0.0617902,-0.0491737,-0.0370548,0.00893479,0.0830856,-0.00687381,0.0217781,0.0178108,-0.0100943,-0.0154323,-0.0174031,-0.0271725,-0.0330852,-0.0243933,0.00778602,-0.0330978,0.0894101,-0.132918,-0.00324122,-0.0303265,-0.108638,0.00334283,-0.0664815,0.0522758,-0.0647129,-0.00970651,-0.0594941,0.158683,-0.0274968,-0.0580061,-0.0462107,0.0094108,-0.00161949,-0.017998,-0.383669,-0.00872126,0.012967,-0.0156489,-0.0265867,0.0475513,-0.011351,-0.0185583,0.0229038,-0.020897,-0.0791969,-0.0189936,-0.111217,-0.0155034,-0.0191069,-0.02232,-0.0165793,0.0370694,-0.0286918,-0.00657147,0.0365046,0.00142946,-0.320703,0.000230128,-0.00832573,-0.0127176,-0.0103927,-0.00599977,-0.00915172,-0.0243933,0.00197151,-0.0024279,-0.00615403,-0.0130365,-0.017902,-0.0127926,-0.0085526,0.0416205,0.0145424,-0.0168729,-0.0177646
PS,0.0722767,0.0254444,0.0248059,0.00876741,-0.00452305,0.0151587,0.0177285,-0.0101323,0.0516703,0.0591759,0.0274846,0.0325049,0.034629,0.00668561,0.0223951,0.00715697,0.0106709,0.0495958,-0.00694226,0.020721,0.0151029,0.0245257,0.00301199,0.0189663,0.0154347,0.0298953,0.00689274,0.0284533,0.0296525,0.0786746,0.0195654,0.0189977,0.0130228,0.0034641,0.0369735,0.0442869,0.0365282,0.0496197,0.00188067,0.00132859,0.0532415,-0.00544883,0.10899,0.00362707,-0.0167116,0.0191023,-0.015985,-0.00814001,0.000203788,0.0961577,0.0333311,-0.0385209,0.0878585,0.0446068,0.039155,-0.0129845,0.168587,-0.0947737,-0.0281875,-0.140389,-0.0560015,-0.0445665,-0.0299061,-0.00237706,-0.0269448,0.00378857,0.0264476,0.00673524,-0.00868281,0.00893846,-0.0214065,0.018031,0.0137391,0.00435911,0.0247503,0.0244929,-0.00555205,0.00016147,-0.0203347,0.0674843,0.0135131,0.0267238,0.0132559,0.00653551,0.00574486,0.0170526,0.0171491,0.0496197,0.0317726,0.00688083,0.0169808,0.0164692,0.0030946,0.0138644,0.0297396,0.0288267,0.0246724,0.0196779,0.0105336
DF,0.00365903,0.00104621,-0.00147199,0.0010359,0.000395098,-0.000491345,0.0210901,-0.0107666,0.0611319,0.10636,0.0114372,-8.83783e-05,0.00630879,-0.0107408,-0.00140898,-0.0159889,-0.011081,0.000128934,-0.00323474,0.0191055,0.0110093,0.0161718,0.00494163,0.00817266,0.000401331,-0.00383371,0.00920612,0.00650583,-0.00405229,0.000796337,-0.0035145,-0.00291227,0.00788083,0.000514812,-0.003252,-0.00379049,0.0111259,-0.00173536,0.00612809,0.00553448,-0.00218759,-0.00239221,-0.00265466,-0.00054997,0.000141352,-0.00173995,-0.00123714,0.00118435,-0.00111539,-0.00251766,-0.00448629,-0.00439894,0.164537,-0.003724,-0.0018082,0.00168599,-0.0203884,0.0111317,-0.000383837,0.0115894,-0.0967618,-0.00630743,0.0018454,0.000886144,0.00148005,-0.000766957,0.0150626,0.00604875,-0.00664152,-0.00484063,-0.00750868,-0.00638348,-0.00560544,-0.0071472,0.0305602,-0.00162046,-0.00364751,0.00145465,0.000545928,-0.00827653,-0.00209853,0.00599897,0.00496437,0.00685136,0.00573078,0.0154139,3.11775e-05,-0.00173536,0.0112777,0.000768858,0.0148104,0.00302569,0.00536161,0.00412226,0.0123976,0.00180532,0.00374152,0.0068494,0.0036807
PL,0.119848,0.0350138,0.0156592,0.0396326,-0.0178341,4.45087e-05,0.0691216,0.235568,0.1276,0.0731289,0.016022,0.0119033,0.010721,0.00860776,0.0101386,-0.0177491,-0.00216793,0.0188624,-0.0163372,0.0241868,0.0120671,0.00641158,0.021726,0.0299673,0.0262129,0.0609067,0.0436323,0.147201,0.0460788,0.0721895,0.0105554,0.0141045,0.0090552,0.0144891,0.0243681,0.00231802,0.0380827,0.0357668,0.00252647,0.0147252,0.0436899,-0.0103359,0.0729701,-0.000103867,-0.0158936,0.00775302,-0.00795171,-0.00878743,-0.00216988,0.0683154,-0.0149364,-0.039007,0.105369,0.0163939,0.0224432,0.363287,-0.0573174,0.0187293,-0.0321938,0.0209823,-0.189115,-0.195302,-0.0210642,0.00159594,-0.0198415,-0.000534752,0.0139126,0.0148441,-0.014478,-0.000855016,-0.0215637,0.00795573,-0.00893644,0.00924593,0.0275747,0.011529,-0.00533051,-0.00955982,-0.013661,-0.0242254,0.00579318,0.0207851,0.0258608,0.0293786,0.0195931,0.0509534,0.0204698,0.0357668,0.0199468,0.0177544,0.0490217,0.0130889,0.0101463,0.013103,0.0225861,0.101634,0.0979845,0.0138935,0.0100143
MB,0.000541712,0.00460405,0.0337596,0.00149578,-0.000826223,0.00326047,0.0027456,-0.00100726,-0.0083433,-0.00418181,0.000610003,-0.00614854,-0.0104531,0.0117306,0.0286538,0.0260206,0.031984,0.00177213,0.034189,0.00544597,0.00826392,0.00743361,0.00151712,0.00881622,0.00698692,0.00220701,0.00380759,-0.00288114,0.0216637,-0.0109594,0.0221634,0.00955429,0.00646228,0.00223019,0.00400779,-0.00195878,0.00615113,-0.00121452,0.00859682,0.0164832,0.0287847,0.0230928,0.0767204,0.0922002,0.010003,0.0195821,0.0173548,0.0679445,0.0490237,0.178575,0.169359,0.163961,-0.00684878,0.00259782,0.01557,-0.00137166,-0.000788576,-0.000318896,-0.0337147,-0.00374387,0.00457758,-0.00440495,-0.0628002,-0.0795235,-0.0521135,0.000583321,0.00705009,0.0100573,0.0118841,0.0025691,0.0156371,-0.00132506,-0.00257251,0.00229251,0.00130936,0.0144337,0.00141449,0.000921961,-0.0199189,-0.00116503,0.00433471,0.00980513,0.00661803,0.00217111,0.00300535,0.00288101,0.00245289,-0.00121452,0.0041018,0.00182551,0.00289541,0.0135658,0.0129335,0.0124268,0.0041548,0.00799942,0.00278253,0.00465734,0.0141548
SG,-0.00169753,0.000432351,0.0188074,-0.000929402,-4.86285e-05,-6.67856e-05,-0.000373404,0.000531064,1.6618e-05,-0.00192689,0.000367573,-0.00554259,-0.00725625,-0.00145032,0.00591746,0.0289997,0.0219867,8.04756e-05,0.0399109,0.000260892,-0.000724929,-0.00235062,-0.00105027,0.00379041,0.000353751,-0.000229102,0.000196513,0.000254327,-0.00467679,-0.000344227,-0.00066185,-0.000302747,0.0044545,-0.000339042,-0.00143448,-0.00728981,0.00516134,-0.00653663,0.00729612,0.0138231,-0.00477322,0.039502,-0.0291937,0.101069,0.0126641,0.0154758,0.0191599,0.000859793,0.0506818,-0.0150997,-0.0255182,-0.0055409,-0.000160211,-0.000915615,-0.00119106,0.000660186,0.000187765,-0.000246825,-0.00533914,0.000813569,-0.000150994,0.000798015,-0.031478,-0.08939,-0.0428657,-0.0021781,-0.000293581,0.0103207,0.0200482,0.00084421,0.0340922,-0.0049425,-0.00353987,0.0024029,-0.000110843,-0.000256262,0.00286491,-0.00115948,-0.0150166,0.000305942,-0.00546212,-0.000572972,0.00339697,-2.34027e-05,0.000363946,-0.000292759,-8.15588e-05,-0.00653663,-0.00154705,4.73934e-05,-0.000284185,0.00663654,0.0109294,0.00646773,0.000191861,-0.00192764,-0.000604501,0.00260395,0.0103085
MA,0.000649444,0.00429634,0.0450538,0.00167496,-0.000767778,0.00139964,0.000582489,-0.00218609,-0.00461184,-0.00564438,-0.00326603,-0.00627685,-0.00760515,-0.00412762,0.00653712,0.0374443,0.0140564,0.000677751,0.0269303,0.00300096,0.0022646,-0.000864846,-0.00137601,0.0101203,0.0052443,-0.00220374,0.00364548,-0.0028319,0.0120882,0.0110983,0.0104443,0.00621749,0.0219762,0.00102523,8.68312e-05,0.03335,8.34939e-05,0.0157646,0.0086493,0.0106325,0.0203756,0.0370762,-0.0247261,0.0765085,-0.0033137,0.0197337,-0.00119835,0.413922,0.0437288,-0.00684267,-0.0144505,-0.0185623,-0.00371223,-0.00317623,-0.000962544,-0.00331588,2.58296e-05,-0.000181826,-0.0196541,-0.00250872,0.00337699,-0.00112276,-0.0334175,-0.0691887,-0.0452399,0.00135798,0.0053028,0.0150927,0.0203047,0.0092202,0.0296025,0.00856439,0.0166319,0.00427006,0.000960104,0.00978669,0.00320605,-0.00405316,-0.0219642,-0.000221377,0.000548688,0.00620228,0.00494902,0.000483643,0.00400371,0.000797412,0.00173596,0.0157646,0.00216135,0.00145511,0.000820262,0.00855906,0.00973944,0.0073983,0.00227629,0.00381456,0.00123033,0.00611166,0.00959188
Bathyraja_brachyurops,0.00015022,-0.000260818,-1.93939e-05,0.000153629,-0.000136784,-0.000231296,-0.000330391,-8.7257e-06,-6.5565e-05,0.00123437,0.000225319,0.000261042,-7.18871e-05,-0.00228705,-0.00530697,-0.00135928,-0.00159818,-0.000529592,-0.0015331,0.000281815,0.000220591,-0.00286795,-3.36231e-05,-0.00136077,-0.00130912,0.000207148,-0.000854648,0.000296776,0.000506118,7.13852e-05,1.5914e-06,-0.000142724,-5.32401e-05,-0.000103069,4.6952e-05,-0.000515322,0.000123389,-0.000789212,0.000832833,0.000336351,0.000341133,0.000112835,3.959e-07,-1.58669e-05,-0.000121506,0.000100292,0.000444884,-0.000297606,5.8289e-05,8.46521e-05,-0.000220484,0.000392447,0.000424676,-9.90648e-05,-9.9847e-06,-1.9494e-06,-5.57696e-05,3.38077e-05,-0.000199187,-1.2247e-05,-0.000247332,-6.56059e-05,-0.000174422,-9.3709e-06,-0.000145168,-0.00338364,-3.46957e-05,-0.00217131,-0.00215162,-0.00174707,-0.00215398,-0.00302854,-0.00270237,-0.000737538,-0.000190243,-0.000172635,-0.00032985,-0.00216843,-0.000156562,-2.5343e-05,8.6156e-05,-0.00103311,-0.000718324,-0.00027314,-7.5614e-05,-0.000304327,-0.000184339,-0.000789212,-0.00179005,-1.9298e-06,-0.000301556,-0.000400989,0.000511778,-9.9805e-05,1.05485e-05,0.000387853,0.000126185,0.00335298,-0.000277524
Dalatias_licha,-0.000546095,-0.00178074,0.000739713,0.0016709,0.000867084,0.00196649,-0.0116275,0.000343176,0.00390961,-0.0219734,-0.0244955,-0.0132941,0.00677443,-0.0366844,-0.0347084,-0.00989331,0.000154136,0.00298731,0.00606902,0.00404461,-0.00102013,-0.0177585,-0.0080486,-0.0445204,-0.000210254,-0.00212078,-0.00154274,0.00038922,-0.000197174,-0.000513685,-0.0169222,0.0459595,-0.0143325,-0.000737555,0.00296745,0.00341156,-0.024216,0.00543,0.00342804,0.0027726,0.000649974,0.00148677,0.00066678,0.000360815,0.00132947,0.000395902,0.00145723,-0.00042948,0.000205474,-0.0019002,-4.2212e-05,0.00797694,0.00732388,0.000804522,-0.000826036,-0.000908206,-0.000686554,0.00044408,-0.000764725,0.00034112,-0.00396714,0.000137612,-0.00105764,-0.000560474,-0.0006139,-0.00513844,-0.180705,0.00104408,0.00100263,-0.000593474,0.00218619,-0.000470187,0.000108394,0.156532,-0.348517,-0.116285,0.163184,0.153743,0.00093679,-0.000282892,0.000181463,-0.0155244,-0.00998481,0.0218273,-0.0102485,-0.00805209,0.00122092,0.00543,-0.015333,-0.00139376,-0.00767196,-0.00614789,0.00302349,-0.00405121,0.00354624,0.00012454,-0.00213378,0.000731499,-0.00350225
Dipturus_oxyrinchus,0.0010778,0.00123035,0.00300397,0.00101257,-0.000178582,-0.000849699,0.00103647,0.00313249,-0.0104352,0.0798401,0.0642563,0.0244161,-0.0679551,0.0245264,0.0590146,0.0155381,0.0144235,-0.00454197,0.0161732,-0.000117295,0.00021304,0.00456909,-0.00839098,0.00296791,0.00110267,0.00085665,0.00131028,0.00148935,0.00436296,-0.000420897,-0.00614392,-0.000697959,0.000721059,0.00382303,-0.00133237,0.0129903,-0.000187,0.0331639,-0.00887495,0.000435725,-0.00157806,0.000691279,-0.0022247,-0.00024508,-0.000459632,-0.000426318,-0.00445228,0.00293123,-0.00146986,0.00167325,0.00190456,2.80826e-05,-0.00219474,-0.00021117,0.000296106,-3.8674e-06,0.00030307,-0.000184917,0.000984796,7.4631e-06,0.00128243,0.000287873,0.000809085,9.12253e-05,0.000378852,-0.00420977,-0.00454312,-0.0115914,-0.005257,-0.162778,-0.00979927,0.0147346,0.000846204,0.00740903,-0.000554216,-0.00285224,0.00492475,0.00699506,-0.000375654,0.000134848,-0.000362173,0.00271523,0.0034256,-0.00288617,-0.00600875,0.000540386,-0.000487697,0.0331639,0.00546749,0.000187587,0.000487642,0.0025273,-0.00322724,0.00185829,-0.00150202,0.00275425,0.00107192,0.0142839,0.00331464
Myliobatis_aquila,3.27994e-05,-1.68722e-05,-0.000140187,1.2278e-05,-3.45622e-05,-3.56036e-05,-2.6773e-05,2.27995e-05,-8.07165e-05,0.000824702,0.000633279,0.000318697,0.000162455,-0.00121554,-0.0029193,-0.000630049,-0.000733694,-7.86831e-05,-0.000849559,-1.57367e-05,3.58795e-05,-0.000274713,-5.0746e-06,-0.000129639,-0.000117401,2.14733e-05,-7.06935e-05,1.49693e-05,0.000100825,6.5948e-06,-2.25727e-05,-2.6591e-06,-5.6913e-06,2.83301e-05,1.31009e-05,-0.000379589,3.50002e-05,-0.00048053,-0.000154251,-7.84546e-05,6.03012e-05,-0.000794387,0.000254377,0.000234416,0.000375436,-1.71484e-05,0.00019277,-0.00017714,-7.66439e-05,-0.000177072,-7.79478e-05,-4.42499e-05,3.18738e-05,-5.9658e-06,1.8702e-06,-1.6845e-06,-4.6548e-06,2.3084e-06,-3.15552e-05,-6.6041e-06,-1.79893e-05,-1.13873e-05,-5.21431e-05,-5.16946e-05,-2.3252e-05,-0.00223926,-9.54231e-05,-0.00269073,-0.00257641,-0.0015166,-0.00313771,-0.00259353,-0.00236135,-0.000175009,-2.28139e-05,-7.4525e-05,-0.000100146,-0.000249775,0.000255206,-4.1535e-06,2.79982e-05,-0.00014061,-0.000126772,-4.27443e-05,-1.12017e-05,-2.90956e-05,-2.6379e-05,-0.00048053,-0.000164781,2.90898e-05,-2.93425e-05,-0.000117344,-0.000113379,-1.8823e-06,-3.5333e-05,5.28461e-05,1.32958e-05,0.00346452,-0.000157472
RSH_C1,-0.00610209,-0.00734786,-0.0166419,-0.00715302,0.000439223,0.00636812,-0.00388127,-0.00729374,0.0743347,-0.435414,-0.386639,-0.149559,0.0458704,-0.119097,-0.299676,-0.0820948,-0.0722403,0.0298434,-0.0847288,-0.00811314,0.00147014,-0.0229844,-0.00400456,-0.00906957,-0.00760882,-0.00603246,-0.0055374,-0.0100689,-0.0236929,0.00217416,0.0078135,0.00305351,-0.000647341,-0.0226405,0.00561556,-0.0819761,-0.000149013,-0.178388,0.01925,-0.000470151,0.0094906,-0.0115196,0.0154906,0.00325788,0.00582471,0.00130097,0.0294105,-0.0194778,0.00734219,-0.0113401,-0.0115294,0.00305496,0.00907514,0.001833,-0.000709054,0.000257699,-0.00139707,0.000842917,-0.00592487,-0.000288612,-0.00538172,-0.00171738,-0.00525755,-0.000705688,-0.00219318,-0.11858,0.0214481,-0.115151,-0.117205,-0.105234,-0.125401,-0.219139,-0.151349,-0.0457727,0.00171107,0.0118144,-0.0284809,-0.0409955,0.00504706,-0.00065726,0.00242112,-0.0218703,-0.0201859,-0.0108316,-0.00358753,-0.00118554,0.00481699,-0.178388,-0.0328352,-0.00148289,-0.000898933,-0.0202014,0.00718535,-0.0139251,0.00417667,-0.0160554,-0.00836861,0.173606,-0.0238158
