ESSESH,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PL,PB,MB,BB,PS,SG,DF,MA,ESH,ESS,DC,SPOM,BD
ZS,1.11301e-07,2.95388e-06,5.54981e-07,4.00433e-06,7.18788e-06,0.00026413,1.13199e-05,0.000411835,-2.35493e-06,6.158e-05,5.29567e-05,7.02853e-05,5.03259e-06,-1.63335e-05,1.66534e-05,3.92746e-06,-3.23286e-06,-0.00178738,-7.5814e-06,0.000184616,0.00120059,0.000853107,-3.36943e-05,9.14854e-05,0.00189726,0.00021459,4.46468e-05,-0.00385987,0.000537219,-0.00974194,0.000248351,4.72973e-05,-7.22359e-05,5.34442e-05,0.00126739,-0.00038593,0.000118968,2.1643e-05,9.00319e-05,8.43933e-05,-0.0116166,0.00309186,-0.000533324,0.00560721,0.000409045,-7.35135e-07,2.04271e-05,1.98495e-06,1.17346e-05,-7.56736e-05,-1.16187e-07,-0.000306789,-0.0232708,-0.00200923,-0.0142968,-0.0506033,0.847034,0.0354294,0.331427,-0.000610627,0.029981,0.278283,-0.00667649,-0.00513284,-0.00154436,-2.23769e-05,2.7898e-05,0.000357948,0.0932803,-0.064033
PL,-5.80246e-07,3.28273e-05,8.01114e-07,-5.32236e-06,-1.23164e-05,-0.000121521,-0.000132156,0.000816725,3.44455e-05,3.21971e-06,-1.13297e-05,-6.93192e-06,-8.17226e-08,1.47351e-05,6.62493e-06,-2.61404e-05,-3.51772e-06,4.92434e-06,-7.5905e-06,4.31654e-05,0.00174491,0.00065205,-0.000100976,5.62969e-05,0.00447915,0.000339096,-0.000253145,0.00466387,0.000872338,0.00472445,0.000169767,-0.000125109,-5.87569e-05,-0.000266378,-0.0010096,0.000150788,-0.000563902,-5.80903e-05,1.03124e-05,1.58074e-05,-0.0264973,0.00187199,-0.000875513,0.00433958,-0.00022501,-3.60692e-06,-1.59718e-05,3.12664e-06,4.07427e-06,-0.000108387,1.77135e-06,-0.000178216,-0.00386011,0.000488046,-0.00014237,-0.111187,-0.0788846,0.868056,0.104812,-0.00125807,0.0205635,-0.12195,-0.0182258,-0.0053831,-0.00475991,-0.000175412,-1.70692e-05,-0.000840253,-0.190541,-0.0576581
PB,-2.22332e-07,3.08582e-05,2.35417e-06,-2.66662e-06,1.47955e-05,-3.13424e-05,9.69941e-06,0.000119548,7.25615e-06,-5.2137e-06,-6.86366e-06,-1.01782e-05,-1.53194e-06,9.30161e-06,2.74486e-05,3.06597e-05,6.37807e-06,0.000544746,-1.25815e-06,7.88904e-05,-0.000550017,-0.000316923,4.76076e-05,9.03321e-05,0.00299653,0.000205324,-6.27625e-05,0.00216678,0.000906203,-0.00154249,0.000546336,0.000638771,9.81032e-05,1.11231e-06,0.000323061,-0.000329614,0.000346771,-3.83049e-06,9.65549e-05,1.05871e-05,-0.0117152,0.00327633,-0.00284503,0.00249523,0.000814335,4.42629e-06,0.000137817,-7.78936e-07,1.72173e-05,-0.000202442,-2.75033e-06,-0.000125741,0.00548708,0.000486531,-0.000826715,-0.00770893,-0.161691,0.092985,0.595669,-0.000577162,0.00420165,0.112105,0.0177338,0.000530964,0.00394139,0.000166657,2.13034e-05,0.000681156,0.430819,-0.00931296
MB,-6.19931e-07,3.7076e-05,5.1691e-05,-6.23887e-06,9.20179e-07,-0.000131447,-3.68534e-05,-0.000183852,-8.55991e-06,-2.96018e-06,-6.5819e-05,-4.32638e-05,-3.09472e-07,9.92015e-05,0.00034671,0.00035227,0.000124914,-0.000139189,0.000154922,0.000242178,0.00769924,0.00730132,-0.000180143,0.000732548,0.0153239,0.000551665,-0.00080272,-0.000286191,0.00881165,0.0042059,0.00667807,0.00175651,0.000245258,-0.000414364,0.0110112,0.00402985,0.00690684,0.0019946,0.00115155,0.00131405,-0.29525,-0.0328633,-0.0535459,-0.242802,0.0169518,0.000809588,0.00308044,-0.000150319,-1.54433e-05,-0.0086797,-6.7374e-05,-0.0556348,0.00309558,0.000552824,-0.0195179,0.0064495,0.00800174,-0.0524186,-0.0205702,0.929928,-0.0218365,-0.0680304,-0.0708057,0.000883774,-0.0480613,-0.000317083,8.82704e-05,0.015473,0.0420668,-0.188649
BB,-7.75024e-07,1.00039e-05,9.70688e-06,-5.83805e-06,1.25381e-05,-0.000136239,3.94992e-05,9.09561e-05,8.71962e-06,2.65665e-05,2.95464e-05,1.58712e-05,-4.31911e-07,-5.12327e-05,6.31225e-05,0.00013515,4.66031e-05,8.46748e-05,5.04958e-05,0.000126107,0.00295248,0.00107387,-4.59138e-05,0.000234766,-0.00204784,0.000232801,0.000329872,0.000879886,0.0060073,-0.00251871,0.00303624,0.00260587,0.000141703,0.000191479,-0.00397112,0.000168151,0.00218881,0.000331618,0.000740762,0.0007712,-0.18255,-0.0180036,-0.00400664,-0.0444034,-0.00473403,-1.8409e-05,-6.43755e-05,-2.92061e-05,-4.46448e-05,-8.28205e-06,-1.91253e-06,-0.00975798,-0.00160577,-0.000874344,-0.0055892,0.00239929,0.00323308,0.0499721,0.0274418,-0.0157269,0.689284,0.0919352,0.0803653,-0.000195066,0.00744616,0.000236578,0.000119145,0.00500288,-0.070858,0.49605
PS,-1.02091e-07,-2.46671e-06,-1.6519e-07,-8.75223e-07,-1.20159e-05,-9.37097e-05,-2.39176e-05,-0.000150168,2.88367e-06,-5.69324e-06,-1.71558e-05,-1.79158e-05,-7.35752e-07,5.47294e-06,3.02795e-06,-3.19297e-05,-5.95593e-06,0.000252878,-7.50292e-06,-2.79173e-05,0.00077032,0.000456218,-3.62779e-05,-2.54167e-05,0.000486979,-2.76541e-05,-0.000125206,0.000445308,0.00019038,-0.00196054,4.8509e-05,-0.00016736,-3.3501e-05,-7.77436e-05,-0.000613589,0.000209932,-0.000582666,-2.00665e-05,-6.79803e-05,-6.62158e-05,-0.0180034,0.00141169,0.000280944,0.00467161,-0.000205148,-4.1165e-06,-4.62807e-05,3.20968e-06,3.04159e-06,-1.94212e-05,1.94413e-06,-0.000279334,0.000484718,0.000264864,0.000633898,0.00848641,-0.164435,-0.0746707,0.0874218,-0.000709426,0.0272749,0.845394,-0.0208217,0.000114883,-0.00509006,-0.000143207,-1.95631e-05,-0.000499355,-0.213152,-0.0665691
SG,3.13983e-07,-1.8273e-05,3.79406e-07,1.47174e-06,-1.43471e-05,9.64859e-06,-5.15747e-05,-0.000192397,-9.96644e-06,-1.78009e-05,-2.33006e-05,-1.20214e-05,4.08496e-07,9.41519e-07,3.62848e-05,3.92988e-07,-6.89853e-06,-0.000192015,1.33567e-05,6.50928e-06,0.00134229,0.000417469,-5.24253e-05,4.13829e-05,0.00459189,-0.000181498,-0.000411512,-0.00104415,-0.000405268,0.00432904,3.35922e-05,-0.000772216,-9.20263e-06,-0.000235464,0.00172009,0.00104101,0.000412528,0.000297696,-0.000193,-0.000245731,-0.00778251,0.00424144,0.00549735,-0.0404884,0.00566101,0.000192273,0.00060413,-2.02526e-07,5.05507e-06,0.000301669,3.90954e-06,-0.00152419,0.0021671,0.000725129,0.00402931,0.00521992,-0.0192589,-0.0861365,0.0807074,-0.00776137,0.186047,-0.144711,0.920886,0.000576482,-0.0215969,-0.000282958,-4.52593e-05,0.000553109,-0.0898652,-0.377546
DF,-1.9403e-06,8.57804e-05,-9.27108e-07,-2.30338e-05,7.09119e-06,-0.000519811,0.000469581,0.0023784,0.00070911,0.00123724,0.000154593,-7.56634e-05,8.94931e-07,2.61949e-05,-3.75151e-05,2.9808e-05,6.94481e-06,0.00170004,-4.48881e-06,0.00200422,0.0208119,0.0140244,-0.000624863,0.000660414,0.0200507,0.000724104,0.000186673,0.0232847,6.6091e-05,0.0232966,-0.000553472,-0.00285433,0.000189617,-0.00126875,0.000246143,0.00102751,0.00925746,-0.000101579,0.00118107,0.0011458,0.0363537,0.00105898,0.000399481,-0.00327434,0.000226273,1.39036e-06,4.43098e-05,-3.44249e-06,-1.27338e-05,2.94418e-05,-1.03951e-06,0.00115894,-0.490626,0.00195685,0.0088287,-0.297946,-0.154076,-0.247271,-0.140012,0.00240247,-0.0171587,-0.0601168,0.0133132,0.88968,0.00451343,-0.0007426,0.000585124,0.00305841,0.0672174,0.0588072
MA,-3.9976e-08,1.41849e-05,-1.23746e-05,-6.12953e-07,-1.02202e-05,-4.90297e-05,-4.51402e-05,-0.000224949,-9.00152e-06,-7.51984e-06,-2.65817e-05,-1.24578e-05,2.48087e-07,1.65867e-05,0.000127278,0.000298754,3.47487e-05,-0.000219863,7.9664e-05,0.000116687,0.0044221,0.00249508,-0.000102061,0.000184591,0.0099393,-0.00012376,-0.000627938,-0.000651798,0.00396908,-0.00393153,0.00243634,0.000694631,-0.000468686,-0.000317233,0.00354469,-0.00397614,0.00253582,-0.000810929,0.000368308,0.000270984,-0.151807,-0.0179936,0.0050117,-0.12423,0.0086674,0.00043705,0.00135592,-0.000426612,-0.000146188,0.000456816,4.47871e-06,0.00119566,0.00229692,0.00055681,0.00517879,0.00540359,-0.00819931,-0.0741391,0.0446788,-0.0268128,0.102209,-0.115968,-0.0763016,0.000638844,0.965185,3.68941e-05,2.27278e-05,0.00358116,-0.0413495,-0.299211
ESH,-2.17592e-06,-0.00208253,-0.000325348,-0.000113174,-0.000204263,-0.0034854,-0.00153109,0.00690427,-3.28691e-05,0.00211951,0.00575709,0.00532175,-6.35487e-05,0.0013136,0.0170917,0.000433595,0.000891407,0.0208006,0.000391399,0.00116408,0.058531,0.128711,-0.00027103,0.0292779,0.0364115,-0.00118869,-0.00318891,-0.00277768,0.0088322,0.0135167,0.0450063,-0.017553,0.0240157,0.00405364,0.0118497,0.104219,-0.00264038,0.0832368,-0.00257083,0.00105641,0.187092,0.177663,0.0206813,0.0144948,0.00670731,-2.83947e-05,0.00361357,-1.80487e-05,-0.000606581,-0.000202782,-1.35778e-06,0.00767757,0.0260156,-0.000441217,0.00135303,0.0153011,-0.00730231,0.0237103,0.0981296,0.0238497,0.0278759,0.0022221,0.0190139,0.00579541,0.0257591,0.980852,-0.0129444,-0.0417695,-0.137461,0.0812143
ESS,1.64255e-06,0.00246649,-4.35966e-05,0.000186765,0.000318812,-0.000533113,-0.00118898,-0.00127585,-0.00012243,-0.000248904,9.23394e-05,0.000277585,9.41557e-06,4.70687e-05,0.000510388,0.000393589,5.20597e-05,0.00135348,-0.000371115,0.0318611,-0.00685872,0.0510222,0.000600763,-0.000286301,0.0878495,-0.00123686,-0.00654094,-0.00805494,-0.0100525,-0.00904416,0.0282307,0.158934,-0.0010649,-0.0367483,0.0597053,0.010938,0.0486385,0.00522176,-0.00188961,-0.0025047,0.316336,0.144262,0.00401075,0.00264714,0.00833241,-6.08373e-05,0.00159445,-1.99459e-05,-0.000308766,-0.000375976,-1.43643e-06,0.00233225,0.108567,-0.000477395,0.00853748,0.00913966,-0.000748654,0.0379812,0.120969,0.0250721,0.0577764,0.00893753,0.0155077,0.0220701,0.0211339,0.0396926,0.99517,-0.0831193,-0.164084,0.0859306
DC,-6.42421e-06,0.000536145,9.44674e-05,1.42848e-06,0.000561424,0.00212265,0.000908586,0.00171365,-2.58079e-05,0.000146711,0.000247197,0.000272164,-4.84502e-06,4.90101e-05,0.000887768,0.00132513,0.000250145,0.00171914,0.000331021,0.00184522,0.0143728,0.0154825,0.000216772,0.00369488,0.0702377,0.0082798,-0.000251151,0.00856198,0.00319565,0.0449121,0.0101424,0.0169072,0.00197246,0.000940026,0.0262919,-0.0140566,-0.0516967,-0.013468,-0.00101123,0.00205668,0.111285,-0.230068,0.0167497,0.0726683,-0.0411665,-0.00106766,-0.0158942,1.51319e-05,0.000708461,0.0029528,3.44556e-07,0.0058483,0.0157503,0.00218699,0.00461971,0.0213117,0.0105548,0.0187345,0.0115599,0.0086946,0.072623,0.0042088,-0.0106651,0.00401825,-0.000553855,0.00495747,0.00104915,0.927747,0.00123718,-0.062285
SPOM,-1.92042e-07,1.54234e-05,2.72624e-06,-1.06445e-06,1.97217e-05,6.96336e-05,2.3567e-05,0.000182475,5.54852e-06,1.35267e-05,1.23088e-05,1.50679e-05,-9.20264e-09,5.38792e-06,3.776e-05,3.08539e-05,5.82216e-06,5.71027e-06,-6.06803e-06,0.000141886,-0.000168099,-5.19904e-05,4.39466e-05,0.00012687,0.00406014,0.000113006,-6.77451e-05,0.000784639,0.00111035,-0.000929116,0.000730748,0.000748965,8.84361e-05,-7.07603e-06,-6.22926e-05,-0.000472454,0.000408917,1.9873e-05,0.000109659,-4.13599e-05,-0.018764,0.00567896,-0.00328614,0.00643429,0.00119941,4.99349e-06,0.000171064,3.80922e-07,2.65105e-05,-0.000257733,-3.12096e-06,-0.000422067,-0.00130712,-0.000140832,0.00312535,-0.0148889,0.0739664,0.12251,-0.369403,-0.000634543,0.0261058,0.213224,0.0146748,-0.000679998,0.0033643,0.000171081,3.34522e-05,0.000763718,0.536626,-0.0551078
BD,-4.27691e-07,1.75984e-05,5.92468e-06,-1.91013e-06,1.67305e-05,-1.95364e-05,7.4768e-05,0.000222371,1.26344e-05,2.08891e-05,3.30031e-05,1.13955e-05,-6.57051e-07,-9.18304e-06,-4.25559e-05,0.000167363,4.6174e-05,0.000294221,6.07789e-05,-7.85605e-05,-0.00166036,-0.00062489,6.1562e-05,2.70879e-05,-0.0078219,0.000275355,0.0006204,0.00132317,-1.54509e-05,-0.00595081,-0.000282058,0.000761915,9.27246e-05,0.000343312,-0.00196906,-0.00129887,0.000272511,-0.000463461,0.000392934,0.000725636,0.0268318,-0.0229339,-0.00623128,-0.0453992,-0.00295739,6.86565e-06,-7.09348e-05,-1.73726e-05,-6.27352e-05,-0.000183455,-3.61476e-06,0.00384503,-0.00254978,-0.00103945,-0.00684012,-0.00189258,-0.00015852,0.0833573,0.024643,-0.00187391,-0.295986,0.136277,0.0982876,-0.000556132,0.0192146,0.000452358,7.52036e-05,0.00302739,-0.0772996,0.596815
